epoch,lr-AdamW,step,train_energy_loss_step,train_energy_mae_step,train_energy_rmse_step,train_forces_loss_step,train_forces_mae_step,train_forces_rmse_step,train_total_loss_step
,0.0005,0,,,,,,,
0,,9,1.6811784505844116,1.57633376121521,1.5956807136535645,25.115629196166992,0.45106425881385803,0.6167532205581665,26.79680824279785
0,,19,0.3477054834365845,0.7032496333122253,0.7256807684898376,15.581398963928223,0.3315202295780182,0.48578327894210815,15.929104804992676
0,,29,0.1329248696565628,0.41602155566215515,0.44868651032447815,12.799617767333984,0.30830860137939453,0.4402890205383301,12.93254280090332
