2025-12-12 15:11:07: Running on host: cad184d29a10
2025-12-12 15:11:07: Seed with <1234>
2025-12-12 15:11:08: Module repr_callback is not provided. To calculate mahalanobis, the provided dataset will be used to calculate precision matrix afterwards.
Calculating features from provided dataset <../../LiFePO4.traj>.
Calculating precision matrix from 2257 structures.
Processing batch 1/18
Processing batch 2/18
Processing batch 3/18
Processing batch 4/18
Processing batch 5/18
Processing batch 6/18
Processing batch 7/18
Processing batch 8/18
Processing batch 9/18
Processing batch 10/18
Processing batch 11/18
Processing batch 12/18
Processing batch 13/18
Processing batch 14/18
Processing batch 15/18
Processing batch 16/18
Processing batch 17/18
Processing batch 18/18
2025-12-12 15:11:22: Calcator assigned to atoms.
           step           epot           ekin           etot      maha_dist     is_outlier     is_warning
uncertainty backend state: <curator.simulate.uncertainty.auto.AutoUncertainty object at 0x7f73b0b0ef10>
uncertainty snapshot: {'maha_dist': 10.914968490600586, 'is_outlier': False, 'is_warning': False}
            721     -183.38338        1.07318     -182.31020       13.56326        0.00000        0.00000
            722     -183.17345        0.86597     -182.30748       13.73676        0.00000        0.00000
            723     -183.21002        1.10964     -182.10038       13.76025        0.00000        0.00000
            724     -183.31673        1.16806     -182.14867       13.85884        0.00000        0.00000
            725     -183.16985        0.92413     -182.24571       14.38744        0.00000        0.00000
            726     -183.09729        0.90345     -182.19384       14.71487        0.00000        0.00000
            727     -183.21515        0.93004     -182.28511       14.74409        0.00000        0.00000
            728     -183.22325        0.91566     -182.30759       14.53088        0.00000        0.00000
            729     -183.09169        0.87958     -182.21211       14.60219        0.00000        0.00000
            730     -183.22136        1.05153     -182.16983       14.87038        0.00000        0.00000
            731     -183.26469        1.21372     -182.05097       15.16230        0.00000        0.00000
            732     -183.22722        1.13764     -182.08958       15.42005        0.00000        0.00000
            733     -183.16594        1.07574     -182.09020       15.46133        0.00000        0.00000
            734     -183.26707        1.00306     -182.26402       15.17110        0.00000        0.00000
            735     -183.29785        0.99217     -182.30568       15.28239        0.00000        0.00000
            736     -183.23619        1.04736     -182.18883       15.45279        0.00000        0.00000
            737     -183.20889        0.99393     -182.21496       15.69258        0.00000        0.00000
            738     -183.24049        1.04794     -182.19255       15.68725        0.00000        0.00000
            739     -183.14911        1.00737     -182.14174       15.79034        0.00000        0.00000
            740     -183.05910        0.94075     -182.11835       15.91680        0.00000        0.00000
            741     -182.99382        0.71608     -182.27774       15.72523        0.00000        0.00000
            742     -183.10683        0.88657     -182.22026       15.35738        0.00000        0.00000
            743     -183.27875        0.89756     -182.38119       15.32430        0.00000        0.00000
            744     -183.21799        0.89177     -182.32622       15.44740        0.00000        0.00000
            745     -183.08754        0.73984     -182.34770       15.64588        0.00000        0.00000
            746     -183.15266        0.78776     -182.36491       15.68588        0.00000        0.00000
            747     -183.25504        0.71795     -182.53708       15.56450        0.00000        0.00000
            748     -183.16090        0.72196     -182.43894       15.29130        0.00000        0.00000
            749     -183.21259        0.91347     -182.29912       15.13259        0.00000        0.00000
            750     -183.25729        1.07224     -182.18505       15.40624        0.00000        0.00000
            751     -183.24608        0.93949     -182.30659       15.71006        0.00000        0.00000
            752     -183.20180        0.87688     -182.32491       16.13413        0.00000        0.00000
            753     -183.22612        0.85881     -182.36731       16.44583        0.00000        0.00000
            754     -183.23914        0.87964     -182.35950       16.69981        0.00000        0.00000
            755     -183.23872        1.14139     -182.09733       16.92193        0.00000        0.00000
            756     -183.21683        1.04725     -182.16958       17.24918        0.00000        0.00000
            757     -183.29556        0.99068     -182.30488       16.88553        0.00000        0.00000
            758     -183.31717        0.91293     -182.40424       16.63322        0.00000        0.00000
            759     -183.34491        1.10985     -182.23506       16.74413        0.00000        0.00000
            760     -183.36336        1.09725     -182.26611       17.06789        0.00000        0.00000
            761     -183.23569        0.90555     -182.33014       17.78941        0.00000        0.00000
            762     -183.11455        0.98386     -182.13068       18.44730        0.00000        0.00000
            763     -183.06277        1.04052     -182.02225       19.26457        0.00000        0.00000
            764     -182.98740        0.95970     -182.02769       20.09237        0.00000        0.00000
            765     -182.88091        0.88924     -181.99167       20.83061        0.00000        1.00000
            766     -182.82155        0.91198     -181.90957       21.25673        0.00000        1.00000
            767     -182.75034        0.82618     -181.92415       21.18376        0.00000        1.00000
            768     -182.85588        0.90820     -181.94768       20.68260        0.00000        1.00000
            769     -183.02356        1.04389     -181.97967       20.00206        0.00000        0.00000
            770     -183.06738        1.14848     -181.91890       19.72662        0.00000        0.00000
            771     -183.05963        1.08985     -181.96978       19.65707        0.00000        0.00000
            772     -183.02095        0.98640     -182.03455       19.43045        0.00000        0.00000
            773     -183.05896        0.86593     -182.19303       18.90950        0.00000        0.00000
            774     -183.18590        0.92200     -182.26390       18.16834        0.00000        0.00000
            775     -183.23427        0.89555     -182.33872       18.05203        0.00000        0.00000
            776     -183.24268        0.76132     -182.48136       18.13061        0.00000        0.00000
            777     -183.25560        0.79096     -182.46464       17.67926        0.00000        0.00000
            778     -183.19237        0.79121     -182.40116       17.11668        0.00000        0.00000
            779     -183.19804        0.82034     -182.37770       16.73743        0.00000        0.00000
            780     -183.30884        0.80232     -182.50652       16.35832        0.00000        0.00000
            781     -183.36928        0.95184     -182.41744       16.17905        0.00000        0.00000
            782     -183.29976        1.03488     -182.26488       16.32526        0.00000        0.00000
            783     -183.36362        1.10983     -182.25378       16.54912        0.00000        0.00000
            784     -183.21501        0.82171     -182.39331       17.30551        0.00000        0.00000
            785     -183.16666        0.72839     -182.43827       17.61004        0.00000        0.00000
            786     -183.30666        0.93289     -182.37377       17.13150        0.00000        0.00000
            787     -183.36885        0.98643     -182.38242       16.32113        0.00000        0.00000
            788     -183.27046        1.02714     -182.24332       16.11130        0.00000        0.00000
            789     -183.34465        1.01885     -182.32580       16.25560        0.00000        0.00000
            790     -183.18393        0.91440     -182.26953       17.20668        0.00000        0.00000
            791     -183.12256        0.82276     -182.29980       17.34108        0.00000        0.00000
            792     -183.10918        0.92395     -182.18523       16.73426        0.00000        0.00000
            793     -183.15640        0.85398     -182.30242       15.68754        0.00000        0.00000
            794     -183.36583        0.95121     -182.41462       14.48088        0.00000        0.00000
            795     -183.41057        0.82283     -182.58774       14.06082        0.00000        0.00000
            796     -183.30585        0.82992     -182.47593       14.01851        0.00000        0.00000
            797     -183.31943        0.90836     -182.41107       13.79028        0.00000        0.00000
            798     -183.41908        0.98902     -182.43007       13.62250        0.00000        0.00000
            799     -183.39925        1.13389     -182.26535       13.71606        0.00000        0.00000
            800     -183.25391        1.09793     -182.15598       14.27323        0.00000        0.00000
            801     -183.20561        1.06034     -182.14528       14.89069        0.00000        0.00000
            802     -183.24429        1.04243     -182.20186       15.28756        0.00000        0.00000
            803     -183.32634        1.08260     -182.24374       15.41873        0.00000        0.00000
            804     -183.32710        0.97011     -182.35699       15.20375        0.00000        0.00000
            805     -183.20685        0.83646     -182.37039       15.03853        0.00000        0.00000
            806     -183.34186        0.80770     -182.53416       14.10260        0.00000        0.00000
            807     -183.34705        0.87685     -182.47020       13.41037        0.00000        0.00000
            808     -183.15263        0.94566     -182.20697       13.43920        0.00000        0.00000
            809     -183.10796        0.84806     -182.25989       13.61482        0.00000        0.00000
            810     -183.13918        0.92344     -182.21574       13.86563        0.00000        0.00000
            811     -183.10046        1.02149     -182.07897       14.54414        0.00000        0.00000
            812     -182.97028        0.99417     -181.97611       14.84130        0.00000        0.00000
            813     -182.82953        0.93808     -181.89145       14.75576        0.00000        0.00000
            814     -182.92474        1.05854     -181.86620       14.70512        0.00000        0.00000
            815     -183.12762        1.33504     -181.79259       14.70588        0.00000        0.00000
            816     -183.02077        1.08111     -181.93965       15.29503        0.00000        0.00000
            817     -182.80479        0.82115     -181.98365       16.12399        0.00000        0.00000
            818     -182.85121        0.91448     -181.93673       16.05682        0.00000        0.00000
            819     -183.11218        1.18610     -181.92608       15.76606        0.00000        0.00000
            820     -183.18973        1.18472     -182.00501       15.85116        0.00000        0.00000
            821     -183.01024        1.01874     -181.99150       16.10303        0.00000        0.00000
            822     -183.11801        1.04524     -182.07278       15.80771        0.00000        0.00000
            823     -183.33212        1.25322     -182.07890       15.21758        0.00000        0.00000
            824     -183.13078        1.06596     -182.06482       15.25338        0.00000        0.00000
            825     -183.07886        1.00155     -182.07731       15.62467        0.00000        0.00000
            826     -183.27589        1.07174     -182.20416       15.74123        0.00000        0.00000
            827     -183.37595        1.08083     -182.29512       16.16404        0.00000        0.00000
            828     -183.32674        1.01278     -182.31395       16.91884        0.00000        0.00000
            829     -183.29660        0.95603     -182.34058       17.05240        0.00000        0.00000
            830     -183.32504        0.88509     -182.43995       16.91262        0.00000        0.00000
            831     -183.26312        0.83697     -182.42615       17.12792        0.00000        0.00000
            832     -183.22691        0.86483     -182.36208       17.57214        0.00000        0.00000
            833     -183.25468        0.81896     -182.43573       18.00837        0.00000        0.00000
            834     -183.24913        0.92946     -182.31967       18.13188        0.00000        0.00000
            835     -183.23921        1.10495     -182.13426       17.86875        0.00000        0.00000
            836     -183.05539        0.90216     -182.15322       18.00925        0.00000        0.00000
            837     -183.04955        0.87399     -182.17556       18.04111        0.00000        0.00000
            838     -183.25618        0.87500     -182.38118       17.63787        0.00000        0.00000
            839     -183.25877        1.09515     -182.16363       17.55149        0.00000        0.00000
            840     -183.10362        1.04995     -182.05367       17.74926        0.00000        0.00000
            841     -183.11520        1.15915     -181.95606       17.22004        0.00000        0.00000
            842     -183.20107        1.31124     -181.88982       16.51341        0.00000        0.00000
            843     -183.16135        1.22977     -181.93158       15.96894        0.00000        0.00000
            844     -183.14566        0.95303     -182.19263       15.45396        0.00000        0.00000
            845     -183.30704        1.10551     -182.20153       14.86065        0.00000        0.00000
            846     -183.33641        1.02987     -182.30654       14.55899        0.00000        0.00000
            847     -183.21043        0.88074     -182.32969       14.46671        0.00000        0.00000
            848     -183.24477        0.84763     -182.39714       13.82972        0.00000        0.00000
            849     -183.42328        0.94868     -182.47460       12.88765        0.00000        0.00000
            850     -183.47495        0.90934     -182.56560       12.56532        0.00000        0.00000
            851     -183.46443        0.82459     -182.63984       12.99394        0.00000        0.00000
            852     -183.46925        0.70132     -182.76794       13.40588        0.00000        0.00000
            853     -183.44437        0.76582     -182.67855       13.67310        0.00000        0.00000
            854     -183.44894        0.85954     -182.58940       13.75646        0.00000        0.00000
            855     -183.44853        1.04302     -182.40551       13.70135        0.00000        0.00000
            856     -183.31657        0.84258     -182.47399       13.95957        0.00000        0.00000
            857     -183.24361        0.66857     -182.57504       13.91045        0.00000        0.00000
            858     -183.29956        0.65401     -182.64555       13.52866        0.00000        0.00000
            859     -183.35387        0.80482     -182.54905       13.21143        0.00000        0.00000
            860     -183.37802        0.91337     -182.46465       12.83366        0.00000        0.00000
            861     -183.53905        1.15579     -182.38326       12.54126        0.00000        0.00000
            862     -183.42647        1.02532     -182.40115       13.18927        0.00000        0.00000
            863     -183.32237        0.82223     -182.50015       14.00512        0.00000        0.00000
            864     -183.30106        0.74354     -182.55751       14.61114        0.00000        0.00000
            865     -183.10529        0.60670     -182.49859       15.19295        0.00000        0.00000
            866     -183.03871        0.66196     -182.37675       15.42441        0.00000        0.00000
            867     -183.20250        0.98089     -182.22161       15.04516        0.00000        0.00000
            868     -183.16516        0.97952     -182.18564       14.83656        0.00000        0.00000
            869     -183.32191        0.91158     -182.41034       14.68498        0.00000        0.00000
            870     -183.36588        0.90925     -182.45662       14.70697        0.00000        0.00000
            871     -183.23778        0.80849     -182.42928       14.73844        0.00000        0.00000
            872     -183.28258        0.97436     -182.30822       14.61944        0.00000        0.00000
            873     -183.22162        0.89229     -182.32933       14.75529        0.00000        0.00000
            874     -183.10112        0.66796     -182.43316       15.12829        0.00000        0.00000
            875     -183.20067        0.76337     -182.43730       15.02245        0.00000        0.00000
            876     -183.33701        0.96125     -182.37575       14.76885        0.00000        0.00000
            877     -183.31793        1.04002     -182.27791       14.85076        0.00000        0.00000
            878     -183.34409        1.01031     -182.33377       14.92240        0.00000        0.00000
            879     -183.35884        1.25586     -182.10298       14.77364        0.00000        0.00000
            880     -183.16501        1.16201     -182.00300       14.72439        0.00000        0.00000
            881     -183.24342        1.28410     -181.95932       14.33405        0.00000        0.00000
            882     -183.25290        1.17169     -182.08121       14.08282        0.00000        0.00000
            883     -183.16486        1.08819     -182.07667       14.19659        0.00000        0.00000
            884     -183.24437        1.13250     -182.11187       14.17412        0.00000        0.00000
            885     -183.28741        1.13548     -182.15194       14.19176        0.00000        0.00000
            886     -183.18182        0.92809     -182.25373       14.54398        0.00000        0.00000
            887     -183.19133        0.74124     -182.45009       14.67426        0.00000        0.00000
            888     -183.33685        0.85223     -182.48462       14.54640        0.00000        0.00000
            889     -183.12592        0.88863     -182.23729       14.94451        0.00000        0.00000
            890     -182.99886        0.73109     -182.26776       15.22734        0.00000        0.00000
            891     -183.30795        1.00274     -182.30521       14.74528        0.00000        0.00000
            892     -183.29028        0.96520     -182.32509       14.62616        0.00000        0.00000
            893     -183.02582        0.84060     -182.18522       15.05704        0.00000        0.00000
            894     -183.23009        0.98052     -182.24957       14.98061        0.00000        0.00000
            895     -183.22878        0.91866     -182.31012       15.18201        0.00000        0.00000
            896     -183.08887        0.88062     -182.20825       15.49120        0.00000        0.00000
            897     -183.22676        0.99372     -182.23305       15.16482        0.00000        0.00000
            898     -183.45720        1.08683     -182.37037       14.22753        0.00000        0.00000
            899     -183.36839        1.14139     -182.22700       13.91564        0.00000        0.00000
            900     -183.34459        1.10255     -182.24204       13.86686        0.00000        0.00000
            901     -183.34506        0.97338     -182.37169       13.70583        0.00000        0.00000
            902     -183.32024        0.85323     -182.46701       13.79321        0.00000        0.00000
            903     -183.34904        0.69949     -182.64956       13.88320        0.00000        0.00000
            904     -183.30905        0.76025     -182.54880       14.30099        0.00000        0.00000
            905     -183.23457        0.77072     -182.46385       14.62993        0.00000        0.00000
            906     -183.16609        0.71114     -182.45495       14.71518        0.00000        0.00000
            907     -183.13654        0.68525     -182.45128       14.62723        0.00000        0.00000
            908     -183.17105        0.78491     -182.38614       14.39933        0.00000        0.00000
            909     -183.27681        1.15112     -182.12569       14.43304        0.00000        0.00000
            910     -183.26353        1.04271     -182.22082       14.65034        0.00000        0.00000
            911     -183.15321        1.02409     -182.12912       15.14565        0.00000        0.00000
            912     -183.15216        1.01651     -182.13565       15.66260        0.00000        0.00000
            913     -183.02669        0.93467     -182.09201       15.88967        0.00000        0.00000
            914     -182.91203        0.89389     -182.01815       15.58696        0.00000        0.00000
            915     -183.04652        1.05703     -181.98949       14.36814        0.00000        0.00000
            916     -183.24239        1.11831     -182.12408       13.47415        0.00000        0.00000
            917     -183.36787        1.31499     -182.05288       13.50726        0.00000        0.00000
            918     -183.19211        1.04971     -182.14240       14.29601        0.00000        0.00000
            919     -183.16925        0.92718     -182.24207       14.69820        0.00000        0.00000
            920     -183.31042        1.10699     -182.20344       14.73367        0.00000        0.00000
            921     -183.30586        0.99844     -182.30742       14.93910        0.00000        0.00000
            922     -183.30287        0.92264     -182.38024       15.37333        0.00000        0.00000
            923     -183.40265        1.02944     -182.37321       15.53871        0.00000        0.00000
            924     -183.30711        1.08765     -182.21947       16.10051        0.00000        0.00000
            925     -183.10513        1.04207     -182.06306       16.58460        0.00000        0.00000
            926     -183.23198        1.01472     -182.21726       16.45709        0.00000        0.00000
            927     -183.29495        1.04994     -182.24501       16.73124        0.00000        0.00000
            928     -182.97911        0.72914     -182.24997       17.51723        0.00000        0.00000
            929     -182.93719        0.66249     -182.27470       17.73808        0.00000        0.00000
            930     -183.13664        0.84374     -182.29290       17.41984        0.00000        0.00000
            931     -183.06750        0.80581     -182.26169       17.05893        0.00000        0.00000
            932     -183.04414        0.78282     -182.26133       16.35680        0.00000        0.00000
            933     -183.26207        1.03672     -182.22535       15.26576        0.00000        0.00000
            934     -183.40089        1.15338     -182.24751       14.48487        0.00000        0.00000
            935     -183.18845        0.96023     -182.22821       14.23770        0.00000        0.00000
            936     -183.20950        0.99329     -182.21621       13.97013        0.00000        0.00000
            937     -183.36273        1.15978     -182.20296       13.49726        0.00000        0.00000
            938     -183.34554        1.14456     -182.20097       13.26201        0.00000        0.00000
            939     -183.31970        1.17948     -182.14022       13.25036        0.00000        0.00000
            940     -183.31085        1.09529     -182.21556       13.61289        0.00000        0.00000
            941     -183.12511        0.95723     -182.16788       14.24817        0.00000        0.00000
            942     -183.26276        1.03667     -182.22609       14.06085        0.00000        0.00000
            943     -183.25423        1.03894     -182.21529       14.38043        0.00000        0.00000
            944     -182.93849        0.74766     -182.19084       15.33055        0.00000        0.00000
            945     -182.93495        0.81744     -182.11751       15.87224        0.00000        0.00000
            946     -183.06595        0.92990     -182.13605       15.90292        0.00000        0.00000
            947     -183.14986        0.93086     -182.21899       15.80255        0.00000        0.00000
            948     -183.17128        0.77523     -182.39605       15.87298        0.00000        0.00000
            949     -183.25198        0.90003     -182.35195       15.69964        0.00000        0.00000
            950     -183.36287        1.01584     -182.34703       15.25570        0.00000        0.00000
            951     -183.30701        1.00342     -182.30359       15.33601        0.00000        0.00000
            952     -183.25435        1.22939     -182.02496       15.44551        0.00000        0.00000
            953     -183.22804        1.08528     -182.14277       15.67578        0.00000        0.00000
            954     -183.23354        0.96708     -182.26645       16.16535        0.00000        0.00000
            955     -183.12029        0.78947     -182.33081       16.98012        0.00000        0.00000
            956     -183.08981        0.95861     -182.13120       17.48346        0.00000        0.00000
            957     -183.08952        0.99764     -182.09188       17.51274        0.00000        0.00000
            958     -183.14558        1.13087     -182.01471       16.95669        0.00000        0.00000
            959     -183.19031        1.16343     -182.02688       16.51830        0.00000        0.00000
            960     -182.94534        1.27980     -181.66555       17.00985        0.00000        0.00000
            961     -182.86505        1.16968     -181.69538       17.68216        0.00000        0.00000
            962     -182.88350        1.26006     -181.62344       18.30571        0.00000        0.00000
            963     -182.43027        0.95153     -181.47874       19.01410        0.00000        0.00000
            964     -182.44118        0.90774     -181.53344       18.71441        0.00000        0.00000
            965     -182.80692        1.25903     -181.54789       17.85995        0.00000        0.00000
            966     -182.77271        1.19394     -181.57876       17.54829        0.00000        0.00000
            967     -182.70116        0.99524     -181.70592       16.97095        0.00000        0.00000
            968     -182.94028        1.31438     -181.62590       15.84664        0.00000        0.00000
            969     -182.81897        1.10425     -181.71472       16.15372        0.00000        0.00000
            970     -182.91266        1.22230     -181.69035       16.26397        0.00000        0.00000
            971     -183.00237        1.43282     -181.56954       16.58195        0.00000        0.00000
            972     -182.91075        1.66622     -181.24454       17.14601        0.00000        0.00000
            973     -182.92606        1.47326     -181.45279       17.32149        0.00000        0.00000
            974     -183.00357        1.36983     -181.63374       17.57246        0.00000        0.00000
            975     -182.87570        1.16160     -181.71410       18.17457        0.00000        0.00000
            976     -182.66762        0.81379     -181.85383       18.56872        0.00000        0.00000
            977     -182.91956        1.03049     -181.88907       18.07635        0.00000        0.00000
            978     -183.14737        1.34992     -181.79745       18.09014        0.00000        0.00000
            979     -182.94684        1.13216     -181.81468       18.60502        0.00000        0.00000
            980     -182.89816        1.15590     -181.74226       18.40518        0.00000        0.00000
            981     -183.21088        1.40321     -181.80766       17.53894        0.00000        0.00000
            982     -183.06902        1.35979     -181.70923       17.60309        0.00000        0.00000
            983     -182.81689        0.99909     -181.81781       18.20558        0.00000        0.00000
            984     -183.04099        1.18923     -181.85176       18.46269        0.00000        0.00000
            985     -182.89493        1.21968     -181.67525       18.82299        0.00000        0.00000
            986     -182.60339        0.91338     -181.69001       19.10354        0.00000        0.00000
            987     -182.67239        0.99695     -181.67544       18.70915        0.00000        0.00000
            988     -182.87573        1.37413     -181.50160       18.42632        0.00000        0.00000
            989     -182.63887        1.07753     -181.56134       19.10643        0.00000        0.00000
            990     -182.69644        1.02038     -181.67606       19.61813        0.00000        0.00000
            991     -182.80119        1.02891     -181.77228       19.72124        0.00000        0.00000
            992     -182.76196        1.01777     -181.74420       19.51298        0.00000        0.00000
            993     -182.76665        0.94523     -181.82141       19.34520        0.00000        0.00000
            994     -182.79024        0.96943     -181.82081       18.64836        0.00000        0.00000
            995     -182.85025        1.02463     -181.82562       17.67041        0.00000        0.00000
            996     -183.05006        1.13987     -181.91019       16.79183        0.00000        0.00000
            997     -183.03972        1.12436     -181.91536       16.30594        0.00000        0.00000
            998     -182.97350        1.20468     -181.76881       15.98556        0.00000        0.00000
            999     -183.05882        1.17971     -181.87911       15.76895        0.00000        0.00000
           1000     -183.01936        1.00896     -182.01040       15.79566        0.00000        0.00000
           1001     -182.91115        0.80048     -182.11067       15.79089        0.00000        0.00000
