2025-12-12 15:11:07: Running on host: cad184d29a10
2025-12-12 15:11:07: Seed with <1234>
2025-12-12 15:11:08: Module repr_callback is not provided. To calculate mahalanobis, the provided dataset will be used to calculate precision matrix afterwards.
Calculating features from provided dataset <../../LiFePO4.traj>.
Calculating precision matrix from 2257 structures.
Processing batch 1/18
Processing batch 2/18
Processing batch 3/18
Processing batch 4/18
Processing batch 5/18
Processing batch 6/18
Processing batch 7/18
Processing batch 8/18
Processing batch 9/18
Processing batch 10/18
Processing batch 11/18
Processing batch 12/18
Processing batch 13/18
Processing batch 14/18
Processing batch 15/18
Processing batch 16/18
Processing batch 17/18
Processing batch 18/18
2025-12-12 15:11:22: Calcator assigned to atoms.
           step           epot           ekin           etot      maha_dist     is_outlier     is_warning
uncertainty backend state: <curator.simulate.uncertainty.auto.AutoUncertainty object at 0x7f73b0b0ef10>
uncertainty snapshot: {'maha_dist': 10.914968490600586, 'is_outlier': False, 'is_warning': False}
            335     -182.95181        1.14177     -181.81004       15.98497        0.00000        0.00000
            336     -182.69264        0.95873     -181.73391       16.39150        0.00000        0.00000
            337     -182.86520        1.12092     -181.74428       16.20237        0.00000        0.00000
            338     -183.01001        1.27117     -181.73884       16.59054        0.00000        0.00000
            339     -182.83908        1.17488     -181.66420       17.57322        0.00000        0.00000
            340     -182.71597        1.13390     -181.58207       18.58111        0.00000        0.00000
            341     -182.90271        1.33990     -181.56281       18.92921        0.00000        0.00000
            342     -182.83855        1.27787     -181.56068       19.07192        0.00000        0.00000
            343     -182.89320        1.21599     -181.67721       18.41264        0.00000        0.00000
            344     -183.01537        1.27530     -181.74007       17.73264        0.00000        0.00000
            345     -183.00713        1.15893     -181.84819       17.23331        0.00000        0.00000
            346     -183.07660        1.19822     -181.87838       16.74990        0.00000        0.00000
            347     -183.10550        1.24618     -181.85932       16.83464        0.00000        0.00000
            348     -182.93840        1.02436     -181.91404       17.07822        0.00000        0.00000
            349     -182.88843        0.85615     -182.03227       17.40286        0.00000        0.00000
            350     -183.05257        0.97739     -182.07517       17.15602        0.00000        0.00000
            351     -183.05623        0.95335     -182.10288       16.40087        0.00000        0.00000
            352     -182.95229        0.93344     -182.01884       15.94550        0.00000        0.00000
            353     -183.10606        1.06224     -182.04382       15.16081        0.00000        0.00000
            354     -183.23009        1.09076     -182.13932       14.41138        0.00000        0.00000
            355     -183.20905        1.06527     -182.14377       14.43566        0.00000        0.00000
            356     -183.19608        1.05501     -182.14107       14.77635        0.00000        0.00000
            357     -183.25468        1.00747     -182.24721       14.36636        0.00000        0.00000
            358     -183.41641        1.00209     -182.41432       13.50716        0.00000        0.00000
            359     -183.49759        1.02299     -182.47460       13.03687        0.00000        0.00000
            360     -183.31914        0.86498     -182.45415       13.22714        0.00000        0.00000
            361     -183.28064        0.94856     -182.33208       13.08812        0.00000        0.00000
            362     -183.31610        0.97663     -182.33947       12.97141        0.00000        0.00000
            363     -183.32657        0.97657     -182.35000       13.06284        0.00000        0.00000
            364     -183.39418        0.90263     -182.49155       13.20849        0.00000        0.00000
            365     -183.41051        1.03552     -182.37499       13.39544        0.00000        0.00000
            366     -183.30756        0.99728     -182.31028       13.61243        0.00000        0.00000
            367     -183.22813        1.01569     -182.21244       13.78043        0.00000        0.00000
            368     -183.34013        1.01117     -182.32897       13.73089        0.00000        0.00000
            369     -183.28561        1.11612     -182.16950       14.02947        0.00000        0.00000
            370     -183.13011        0.91177     -182.21834       14.38952        0.00000        0.00000
            371     -183.06224        0.91417     -182.14807       15.10172        0.00000        0.00000
            372     -182.94595        0.94177     -182.00418       15.82601        0.00000        0.00000
            373     -182.94560        0.70824     -182.23736       16.10849        0.00000        0.00000
            374     -183.04707        0.79266     -182.25441       16.09924        0.00000        0.00000
            375     -183.00816        1.03285     -181.97531       16.03861        0.00000        0.00000
            376     -182.86275        0.81717     -182.04558       16.21519        0.00000        0.00000
            377     -182.90202        0.95179     -181.95024       16.55527        0.00000        0.00000
            378     -182.97714        1.01514     -181.96201       16.72195        0.00000        0.00000
            379     -183.03117        1.08444     -181.94674       16.01878        0.00000        0.00000
            380     -183.20407        1.18375     -182.02032       15.18313        0.00000        0.00000
            381     -183.28093        1.10337     -182.17756       15.29239        0.00000        0.00000
            382     -183.22327        0.91304     -182.31023       15.62310        0.00000        0.00000
            383     -183.19063        0.94937     -182.24126       15.89637        0.00000        0.00000
            384     -183.20959        0.88260     -182.32699       16.21842        0.00000        0.00000
            385     -183.31509        1.05239     -182.26270       16.39258        0.00000        0.00000
            386     -183.20161        1.04802     -182.15359       16.58052        0.00000        0.00000
            387     -182.91924        0.80586     -182.11337       16.82167        0.00000        0.00000
            388     -182.88521        0.90234     -181.98287       16.72544        0.00000        0.00000
            389     -182.93303        0.96763     -181.96540       16.69692        0.00000        0.00000
            390     -182.82034        0.83088     -181.98946       16.72613        0.00000        0.00000
            391     -182.92944        1.17094     -181.75851       16.21162        0.00000        0.00000
            392     -183.20248        1.29453     -181.90795       15.39912        0.00000        0.00000
            393     -183.35242        1.23733     -182.11508       14.63775        0.00000        0.00000
            394     -183.19980        1.18788     -182.01192       14.66556        0.00000        0.00000
            395     -182.95035        1.04120     -181.90915       15.16267        0.00000        0.00000
            396     -183.11092        1.16144     -181.94947       14.34842        0.00000        0.00000
            397     -183.30501        1.21139     -182.09362       13.70238        0.00000        0.00000
            398     -183.24289        1.14410     -182.09879       13.72485        0.00000        0.00000
            399     -183.08238        1.20847     -181.87391       14.05632        0.00000        0.00000
            400     -182.98076        1.08949     -181.89127       14.43469        0.00000        0.00000
            401     -183.02623        1.03923     -181.98700       14.71344        0.00000        0.00000
            402     -183.05977        0.95085     -182.10891       14.69276        0.00000        0.00000
            403     -183.17657        1.29932     -181.87726       14.67317        0.00000        0.00000
            404     -183.21939        1.16535     -182.05404       14.93204        0.00000        0.00000
            405     -183.22815        1.01006     -182.21809       15.21905        0.00000        0.00000
            406     -183.09119        0.84148     -182.24971       15.55805        0.00000        0.00000
            407     -183.07678        0.73287     -182.34391       15.43285        0.00000        0.00000
            408     -183.18396        0.82651     -182.35745       15.23365        0.00000        0.00000
            409     -183.31876        0.84937     -182.46938       14.89087        0.00000        0.00000
            410     -183.33925        0.81722     -182.52203       14.97614        0.00000        0.00000
            411     -183.23865        0.89622     -182.34242       15.18133        0.00000        0.00000
            412     -183.16745        0.71184     -182.45561       15.45856        0.00000        0.00000
            413     -183.14645        0.81043     -182.33602       15.26102        0.00000        0.00000
            414     -183.21489        0.87897     -182.33592       14.96628        0.00000        0.00000
            415     -183.28752        1.07229     -182.21523       14.66358        0.00000        0.00000
            416     -183.17958        0.88101     -182.29858       14.67215        0.00000        0.00000
            417     -183.04410        0.73015     -182.31394       14.94004        0.00000        0.00000
            418     -183.14473        0.87965     -182.26508       14.79643        0.00000        0.00000
            419     -183.20468        1.09444     -182.11024       14.60511        0.00000        0.00000
            420     -183.19370        0.97699     -182.21671       14.58357        0.00000        0.00000
            421     -183.17371        0.97300     -182.20071       14.56043        0.00000        0.00000
            422     -183.09149        0.86120     -182.23029       14.72661        0.00000        0.00000
            423     -183.12871        0.95695     -182.17176       14.80519        0.00000        0.00000
            424     -183.33934        1.22846     -182.11088       14.47656        0.00000        0.00000
            425     -183.32431        1.07831     -182.24600       14.49287        0.00000        0.00000
            426     -183.21994        1.02694     -182.19300       14.66516        0.00000        0.00000
            427     -183.11377        0.92107     -182.19270       15.40906        0.00000        0.00000
            428     -182.92943        0.90063     -182.02880       16.57924        0.00000        0.00000
            429     -182.80223        0.86256     -181.93967       17.49417        0.00000        0.00000
            430     -182.91660        0.97061     -181.94598       17.32191        0.00000        0.00000
            431     -183.06300        1.16132     -181.90168       16.45061        0.00000        0.00000
            432     -183.01323        1.07683     -181.93639       16.00451        0.00000        0.00000
            433     -182.98509        1.27547     -181.70963       16.00398        0.00000        0.00000
            434     -183.03485        1.21814     -181.81671       16.47638        0.00000        0.00000
            435     -182.96042        1.25578     -181.70464       16.90010        0.00000        0.00000
            436     -182.99217        1.28673     -181.70544       17.27611        0.00000        0.00000
            437     -183.18507        1.37760     -181.80748       17.51402        0.00000        0.00000
            438     -183.16055        1.25936     -181.90119       18.19896        0.00000        0.00000
            439     -182.94897        1.02020     -181.92878       19.71953        0.00000        0.00000
            440     -182.78593        1.02081     -181.76513       20.78371        0.00000        1.00000
            441     -182.73376        0.89898     -181.83478       20.69474        0.00000        1.00000
            442     -182.80569        1.19847     -181.60722       19.53326        0.00000        0.00000
            443     -182.92761        1.14270     -181.78491       18.33498        0.00000        0.00000
            444     -183.00969        1.15553     -181.85416       17.48618        0.00000        0.00000
            445     -183.03841        1.14751     -181.89090       17.05987        0.00000        0.00000
            446     -183.04762        1.20381     -181.84381       16.84342        0.00000        0.00000
            447     -183.11581        1.32587     -181.78994       16.12891        0.00000        0.00000
            448     -183.29442        1.45100     -181.84342       15.06565        0.00000        0.00000
            449     -183.33470        1.39055     -181.94416       14.43317        0.00000        0.00000
            450     -183.25168        1.19674     -182.05493       14.32675        0.00000        0.00000
            451     -183.22975        1.07278     -182.15697       14.47836        0.00000        0.00000
            452     -183.29106        1.13964     -182.15143       14.24310        0.00000        0.00000
            453     -183.26025        1.17124     -182.08902       14.56820        0.00000        0.00000
            454     -183.12514        0.91505     -182.21008       15.41195        0.00000        0.00000
            455     -183.07632        0.88681     -182.18951       15.80828        0.00000        0.00000
            456     -183.17117        0.90640     -182.26478       15.67553        0.00000        0.00000
            457     -183.17165        0.82268     -182.34896       15.59963        0.00000        0.00000
            458     -183.15755        0.87377     -182.28378       15.19635        0.00000        0.00000
            459     -183.26611        1.14979     -182.11632       14.33133        0.00000        0.00000
            460     -183.40335        1.22253     -182.18082       13.58628        0.00000        0.00000
            461     -183.30083        1.06060     -182.24023       13.76668        0.00000        0.00000
            462     -183.17812        0.95187     -182.22625       14.11534        0.00000        0.00000
            463     -183.30690        1.04492     -182.26198       14.03115        0.00000        0.00000
            464     -183.36858        1.27122     -182.09736       13.77260        0.00000        0.00000
            465     -183.21172        1.06563     -182.14609       14.09111        0.00000        0.00000
            466     -183.27715        1.17901     -182.09814       14.64209        0.00000        0.00000
            467     -183.20540        1.05467     -182.15073       15.57851        0.00000        0.00000
            468     -182.97023        0.96295     -182.00728       16.47536        0.00000        0.00000
            469     -183.01625        0.90760     -182.10865       16.74481        0.00000        0.00000
            470     -183.24530        0.99892     -182.24639       16.29298        0.00000        0.00000
            471     -183.21614        0.91626     -182.29988       15.78077        0.00000        0.00000
            472     -183.18893        1.04101     -182.14792       15.52739        0.00000        0.00000
            473     -183.20628        1.00288     -182.20341       15.44520        0.00000        0.00000
            474     -183.08478        0.83493     -182.24985       15.34213        0.00000        0.00000
            475     -183.04051        0.92907     -182.11144       15.30866        0.00000        0.00000
            476     -183.12245        0.92812     -182.19433       15.30747        0.00000        0.00000
            477     -183.14655        0.82767     -182.31888       15.23172        0.00000        0.00000
            478     -183.18370        1.00312     -182.18058       15.01992        0.00000        0.00000
            479     -183.26395        1.03476     -182.22918       14.54108        0.00000        0.00000
            480     -183.29826        1.05932     -182.23894       14.56870        0.00000        0.00000
            481     -183.19646        0.95674     -182.23971       14.86667        0.00000        0.00000
            482     -183.26042        0.98639     -182.27403       14.69109        0.00000        0.00000
            483     -183.34279        1.16691     -182.17588       14.23974        0.00000        0.00000
            484     -183.29788        1.14697     -182.15091       14.23458        0.00000        0.00000
            485     -183.19879        1.25441     -181.94438       14.44035        0.00000        0.00000
            486     -183.24358        1.24482     -181.99875       14.36866        0.00000        0.00000
            487     -183.02895        1.05037     -181.97857       14.95528        0.00000        0.00000
            488     -182.88652        0.88138     -182.00514       15.70930        0.00000        0.00000
            489     -182.94556        0.92057     -182.02499       16.14926        0.00000        0.00000
            490     -183.10638        0.99421     -182.11218       16.11945        0.00000        0.00000
            491     -183.11566        1.00860     -182.10706       16.07755        0.00000        0.00000
            492     -183.18137        1.20559     -181.97578       15.90031        0.00000        0.00000
            493     -183.24644        1.22123     -182.02521       15.81103        0.00000        0.00000
            494     -183.06847        1.10563     -181.96284       16.03410        0.00000        0.00000
            495     -182.94743        1.00258     -181.94486       16.34980        0.00000        0.00000
            496     -183.10803        1.14291     -181.96512       16.24337        0.00000        0.00000
            497     -183.14105        1.12019     -182.02086       16.69190        0.00000        0.00000
            498     -182.91650        0.79323     -182.12327       17.56045        0.00000        0.00000
            499     -182.96417        0.81300     -182.15117       17.84976        0.00000        0.00000
            500     -183.03542        0.82619     -182.20923       17.41017        0.00000        0.00000
            501     -182.90674        0.91481     -181.99193       16.95638        0.00000        0.00000
            502     -183.05005        1.18233     -181.86772       16.06331        0.00000        0.00000
            503     -183.20612        1.11675     -182.08937       15.48591        0.00000        0.00000
            504     -182.92995        0.94907     -181.98088       15.76624        0.00000        0.00000
            505     -182.80467        0.90399     -181.90068       15.85640        0.00000        0.00000
            506     -183.07196        1.23717     -181.83479       15.08444        0.00000        0.00000
            507     -183.08540        1.06475     -182.02065       14.79680        0.00000        0.00000
            508     -183.18611        1.04287     -182.14325       14.74613        0.00000        0.00000
            509     -183.31000        1.10524     -182.20475       14.92978        0.00000        0.00000
            510     -183.22252        0.95331     -182.26921       15.67832        0.00000        0.00000
            511     -182.95169        0.81196     -182.13973       16.41353        0.00000        0.00000
            512     -182.93588        0.85242     -182.08347       16.60440        0.00000        0.00000
            513     -183.07172        0.99204     -182.07968       16.45045        0.00000        0.00000
            514     -183.18034        1.01675     -182.16359       16.33308        0.00000        0.00000
            515     -183.17200        1.02776     -182.14423       16.30869        0.00000        0.00000
            516     -183.17686        1.12581     -182.05105       16.12449        0.00000        0.00000
            517     -183.20642        1.02313     -182.18329       15.55152        0.00000        0.00000
            518     -183.25079        0.91216     -182.33864       15.23378        0.00000        0.00000
            519     -183.18903        0.69166     -182.49737       15.23524        0.00000        0.00000
            520     -183.18132        0.77338     -182.40794       15.24500        0.00000        0.00000
            521     -183.21199        0.95936     -182.25263       15.10074        0.00000        0.00000
            522     -183.19298        0.88518     -182.30780       15.19523        0.00000        0.00000
            523     -183.08632        0.79652     -182.28980       15.40363        0.00000        0.00000
            524     -182.97124        0.86043     -182.11080       15.30729        0.00000        0.00000
            525     -183.04477        0.98135     -182.06342       14.93472        0.00000        0.00000
            526     -183.11482        1.06958     -182.04525       14.70945        0.00000        0.00000
            527     -183.20769        1.25838     -181.94931       14.53092        0.00000        0.00000
            528     -183.16011        0.95366     -182.20645       15.04540        0.00000        0.00000
            529     -183.03450        1.06893     -181.96557       16.04110        0.00000        0.00000
            530     -182.88364        0.82511     -182.05853       17.31776        0.00000        0.00000
            531     -182.83960        0.80892     -182.03068       17.69144        0.00000        0.00000
            532     -182.94112        0.92709     -182.01403       17.59189        0.00000        0.00000
            533     -183.03725        1.02684     -182.01040       17.52736        0.00000        0.00000
            534     -183.01373        1.03598     -181.97775       16.85398        0.00000        0.00000
            535     -183.08687        1.11958     -181.96729       15.82799        0.00000        0.00000
            536     -183.21997        1.34311     -181.87686       15.21324        0.00000        0.00000
            537     -183.14203        1.38660     -181.75542       15.46671        0.00000        0.00000
            538     -182.94601        1.23612     -181.70990       15.88501        0.00000        0.00000
            539     -183.05992        1.15021     -181.90971       15.42683        0.00000        0.00000
            540     -183.23167        1.21176     -182.01991       14.78043        0.00000        0.00000
            541     -183.20432        1.22356     -181.98075       14.90372        0.00000        0.00000
            542     -183.11368        1.04368     -182.07000       15.37798        0.00000        0.00000
            543     -183.04068        1.09743     -181.94325       16.24064        0.00000        0.00000
            544     -182.89763        1.00498     -181.89265       17.10495        0.00000        0.00000
            545     -182.82436        0.93279     -181.89157       17.55203        0.00000        0.00000
            546     -182.85095        0.87407     -181.97688       17.52971        0.00000        0.00000
            547     -182.86043        0.74445     -182.11598       17.37347        0.00000        0.00000
            548     -182.91463        0.87405     -182.04058       17.03514        0.00000        0.00000
            549     -183.14146        1.13707     -182.00439       15.90452        0.00000        0.00000
            550     -183.45795        1.32548     -182.13247       14.74988        0.00000        0.00000
            551     -183.52560        1.39606     -182.12954       14.52585        0.00000        0.00000
            552     -183.31168        1.23153     -182.08015       15.03552        0.00000        0.00000
            553     -183.20490        1.02358     -182.18131       15.47465        0.00000        0.00000
            554     -183.25728        1.08626     -182.17102       15.42831        0.00000        0.00000
            555     -183.12230        0.93314     -182.18916       15.33155        0.00000        0.00000
            556     -183.19823        1.06707     -182.13116       15.03709        0.00000        0.00000
            557     -183.29077        1.11180     -182.17897       14.76636        0.00000        0.00000
            558     -183.24377        0.95031     -182.29347       14.40555        0.00000        0.00000
            559     -183.13060        0.85588     -182.27472       14.41262        0.00000        0.00000
            560     -183.07968        0.88417     -182.19551       14.68828        0.00000        0.00000
            561     -183.08687        0.77705     -182.30982       14.82996        0.00000        0.00000
            562     -183.16386        0.89671     -182.26715       14.50015        0.00000        0.00000
            563     -183.25543        1.12141     -182.13402       14.20443        0.00000        0.00000
            564     -183.19444        1.08940     -182.10504       14.77209        0.00000        0.00000
            565     -183.16457        0.93576     -182.22881       15.74271        0.00000        0.00000
            566     -182.94246        0.77807     -182.16439       16.72909        0.00000        0.00000
            567     -182.85297        0.72678     -182.12619       17.17290        0.00000        0.00000
            568     -183.08163        1.01796     -182.06367       16.90309        0.00000        0.00000
            569     -182.97552        0.84767     -182.12786       17.10941        0.00000        0.00000
            570     -182.89320        1.02352     -181.86968       17.24827        0.00000        0.00000
            571     -182.88701        0.96065     -181.92636       17.40416        0.00000        0.00000
            572     -182.97868        0.94765     -182.03104       17.52543        0.00000        0.00000
            573     -182.98241        0.94940     -182.03301       17.80849        0.00000        0.00000
            574     -182.83049        1.00702     -181.82347       18.18824        0.00000        0.00000
            575     -182.92586        1.29470     -181.63116       18.31783        0.00000        0.00000
            576     -182.95921        1.20994     -181.74927       18.64511        0.00000        0.00000
            577     -182.86591        1.08799     -181.77792       18.83653        0.00000        0.00000
            578     -182.73122        0.99372     -181.73750       19.05032        0.00000        0.00000
            579     -182.90027        0.97788     -181.92239       18.57899        0.00000        0.00000
            580     -183.01041        1.07732     -181.93309       18.11798        0.00000        0.00000
            581     -182.96533        1.05616     -181.90918       17.77542        0.00000        0.00000
            582     -183.03015        1.29717     -181.73298       17.12013        0.00000        0.00000
            583     -183.20819        1.40083     -181.80736       16.48921        0.00000        0.00000
            584     -183.31375        1.51891     -181.79484       16.14421        0.00000        0.00000
            585     -183.17332        1.23386     -181.93947       16.52991        0.00000        0.00000
            586     -182.99239        1.08118     -181.91120       16.98091        0.00000        0.00000
            587     -183.01154        0.99008     -182.02145       16.75817        0.00000        0.00000
            588     -183.12982        0.95061     -182.17921       16.11983        0.00000        0.00000
            589     -183.19505        1.16543     -182.02963       15.52292        0.00000        0.00000
            590     -183.21068        1.30831     -181.90237       15.36057        0.00000        0.00000
            591     -183.14845        0.98365     -182.16480       15.71533        0.00000        0.00000
            592     -183.09398        0.77671     -182.31727       16.14446        0.00000        0.00000
            593     -183.12802        0.93382     -182.19420       16.26949        0.00000        0.00000
            594     -183.16942        0.98023     -182.18919       16.10967        0.00000        0.00000
            595     -183.26686        1.01209     -182.25477       15.94001        0.00000        0.00000
            596     -183.27686        0.99675     -182.28010       15.78557        0.00000        0.00000
            597     -183.13916        0.72774     -182.41142       16.04980        0.00000        0.00000
            598     -183.23329        0.88220     -182.35109       16.03863        0.00000        0.00000
            599     -183.24921        1.00756     -182.24164       15.97881        0.00000        0.00000
            600     -183.19070        1.04528     -182.14543       16.34491        0.00000        0.00000
            601     -183.23973        1.03640     -182.20333       16.64134        0.00000        0.00000
            602     -183.31369        1.00555     -182.30814       16.78632        0.00000        0.00000
            603     -183.22401        0.80553     -182.41848       17.14002        0.00000        0.00000
            604     -183.18321        0.85885     -182.32437       17.12704        0.00000        0.00000
            605     -183.14374        0.86935     -182.27439       17.10045        0.00000        0.00000
            606     -183.22673        1.06375     -182.16298       16.64651        0.00000        0.00000
            607     -183.32834        1.23983     -182.08851       16.82076        0.00000        0.00000
            608     -183.09135        1.05209     -182.03927       17.77125        0.00000        0.00000
            609     -182.99725        0.80339     -182.19387       18.37556        0.00000        0.00000
            610     -183.06729        0.92843     -182.13887       18.96906        0.00000        0.00000
            611     -182.95605        0.84809     -182.10796       19.68156        0.00000        0.00000
            612     -182.87608        0.79181     -182.08428       20.23579        0.00000        0.00000
            613     -183.01814        0.87923     -182.13891       20.06575        0.00000        0.00000
            614     -183.13640        1.13438     -182.00202       19.60121        0.00000        0.00000
            615     -183.17070        1.03195     -182.13875       19.23711        0.00000        0.00000
            616     -183.25140        1.19403     -182.05738       19.13670        0.00000        0.00000
            617     -183.17561        1.07805     -182.09756       19.39214        0.00000        0.00000
            618     -183.24345        1.05936     -182.18410       19.78662        0.00000        0.00000
            619     -183.13678        0.86741     -182.26937       20.05814        0.00000        0.00000
            620     -183.01552        0.62759     -182.38793       20.09604        0.00000        0.00000
            621     -183.15633        0.71542     -182.44091       19.49353        0.00000        0.00000
            622     -183.26782        0.81053     -182.45729       18.92920        0.00000        0.00000
            623     -183.28816        0.94864     -182.33952       18.48292        0.00000        0.00000
            624     -183.26900        1.11617     -182.15283       17.83054        0.00000        0.00000
            625     -183.24223        1.15331     -182.08893       17.88946        0.00000        0.00000
            626     -183.28893        1.34960     -181.93933       18.33463        0.00000        0.00000
            627     -183.24658        1.38042     -181.86616       18.84009        0.00000        0.00000
            628     -183.07324        1.20826     -181.86499       19.61981        0.00000        0.00000
            629     -183.04984        1.20828     -181.84155       20.36906        0.00000        1.00000
            630     -183.12460        1.31832     -181.80629       20.36733        0.00000        1.00000
            631     -182.95630        1.14192     -181.81438       20.44932        0.00000        1.00000
            632     -182.93007        1.08920     -181.84087       20.59950        0.00000        1.00000
            633     -183.11620        1.09169     -182.02450       20.30033        0.00000        0.00000
            634     -182.97581        0.93200     -182.04381       20.10173        0.00000        0.00000
            635     -182.72365        0.87188     -181.85177       20.12462        0.00000        0.00000
            636     -182.89589        1.05154     -181.84435       19.61782        0.00000        0.00000
            637     -182.99049        1.33055     -181.65994       19.03975        0.00000        0.00000
            638     -182.75661        1.01041     -181.74620       18.86421        0.00000        0.00000
            639     -182.70081        0.99671     -181.70409       18.66206        0.00000        0.00000
            640     -182.92085        1.05213     -181.86872       17.83328        0.00000        0.00000
            641     -183.06352        1.23936     -181.82416       17.24864        0.00000        0.00000
            642     -182.72865        1.01378     -181.71487       17.09168        0.00000        0.00000
            643     -182.95872        1.06602     -181.89271       15.93124        0.00000        0.00000
            644     -183.11908        1.20263     -181.91645       14.89597        0.00000        0.00000
            645     -183.13872        1.25526     -181.88346       14.21414        0.00000        0.00000
            646     -183.20113        1.42660     -181.77453       13.88670        0.00000        0.00000
            647     -183.17482        1.29806     -181.87676       14.08142        0.00000        0.00000
            648     -183.07072        0.98828     -182.08244       14.63809        0.00000        0.00000
            649     -182.94054        0.95876     -181.98177       15.07826        0.00000        0.00000
            650     -182.99867        1.07470     -181.92397       15.03034        0.00000        0.00000
            651     -183.15108        1.16275     -181.98832       14.71031        0.00000        0.00000
            652     -183.04149        1.13691     -181.90458       15.05035        0.00000        0.00000
            653     -183.05264        0.99620     -182.05644       15.32430        0.00000        0.00000
            654     -183.07938        1.10323     -181.97614       15.18524        0.00000        0.00000
            655     -183.04295        1.15203     -181.89092       14.98991        0.00000        0.00000
            656     -183.14688        1.31777     -181.82911       14.59598        0.00000        0.00000
            657     -183.31749        1.39112     -181.92637       14.19749        0.00000        0.00000
            658     -182.97990        1.18025     -181.79965       14.76541        0.00000        0.00000
            659     -182.87370        1.07765     -181.79605       15.36343        0.00000        0.00000
            660     -183.18095        1.44065     -181.74031       15.32068        0.00000        0.00000
            661     -182.85904        1.28527     -181.57377       16.04773        0.00000        0.00000
            662     -182.80562        1.17083     -181.63479       16.26822        0.00000        0.00000
            663     -183.06288        1.24007     -181.82281       16.05099        0.00000        0.00000
            664     -182.98781        1.04548     -181.94232       16.66483        0.00000        0.00000
            665     -182.87842        0.88116     -181.99726       17.24846        0.00000        0.00000
            666     -183.02133        1.11044     -181.91089       17.21131        0.00000        0.00000
            667     -183.02307        0.85761     -182.16546       17.52101        0.00000        0.00000
            668     -182.92464        0.88851     -182.03612       17.50991        0.00000        0.00000
            669     -183.14236        0.95949     -182.18288       16.96286        0.00000        0.00000
            670     -183.23717        1.17555     -182.06162       16.48100        0.00000        0.00000
            671     -183.20166        1.20422     -181.99744       16.44467        0.00000        0.00000
            672     -183.29587        1.05088     -182.24499       16.32922        0.00000        0.00000
            673     -183.29202        1.16077     -182.13125       16.32713        0.00000        0.00000
            674     -183.21432        0.99180     -182.22253       16.43642        0.00000        0.00000
            675     -183.21916        0.90881     -182.31035       16.76239        0.00000        0.00000
            676     -183.16411        0.83875     -182.32536       17.38277        0.00000        0.00000
            677     -183.15373        0.72735     -182.42638       17.91548        0.00000        0.00000
            678     -183.17850        0.88985     -182.28865       17.65953        0.00000        0.00000
            679     -183.14496        0.94234     -182.20262       17.32769        0.00000        0.00000
            680     -183.13945        0.86644     -182.27301       17.23037        0.00000        0.00000
            681     -183.22226        0.88085     -182.34141       17.17808        0.00000        0.00000
            682     -183.20786        0.88477     -182.32308       17.02436        0.00000        0.00000
            683     -183.13895        0.87362     -182.26532       16.38671        0.00000        0.00000
            684     -183.27199        1.06392     -182.20807       15.42029        0.00000        0.00000
            685     -183.19319        1.06192     -182.13127       15.15491        0.00000        0.00000
            686     -182.93947        1.02340     -181.91607       15.10545        0.00000        0.00000
            687     -183.13231        1.18008     -181.95223       14.83167        0.00000        0.00000
            688     -183.24362        1.17150     -182.07213       14.78740        0.00000        0.00000
            689     -183.11363        0.87583     -182.23780       15.03203        0.00000        0.00000
            690     -183.19824        0.83739     -182.36085       15.20377        0.00000        0.00000
            691     -183.31273        0.93637     -182.37636       15.23215        0.00000        0.00000
            692     -183.11661        0.83753     -182.27908       15.51283        0.00000        0.00000
            693     -183.13466        0.84226     -182.29240       15.31678        0.00000        0.00000
            694     -183.23309        0.88199     -182.35111       14.95136        0.00000        0.00000
            695     -183.12157        0.95850     -182.16307       14.75271        0.00000        0.00000
            696     -183.10818        0.92180     -182.18638       14.41319        0.00000        0.00000
            697     -183.17673        1.13728     -182.03945       14.23182        0.00000        0.00000
            698     -183.25754        1.18738     -182.07015       14.39145        0.00000        0.00000
            699     -183.02959        1.17200     -181.85758       15.01969        0.00000        0.00000
            700     -183.00195        0.95954     -182.04242       15.38815        0.00000        0.00000
            701     -183.15350        1.06392     -182.08959       15.65752        0.00000        0.00000
            702     -183.03612        1.00243     -182.03369       16.32927        0.00000        0.00000
            703     -182.91339        0.74039     -182.17300       16.98569        0.00000        0.00000
            704     -183.05418        0.96199     -182.09219       16.41292        0.00000        0.00000
            705     -183.07700        0.92894     -182.14805       15.38783        0.00000        0.00000
            706     -183.05717        0.93731     -182.11986       14.70504        0.00000        0.00000
            707     -183.23122        1.01184     -182.21938       14.20979        0.00000        0.00000
            708     -183.30786        0.98550     -182.32236       14.23430        0.00000        0.00000
            709     -183.22739        0.70193     -182.52545       14.50583        0.00000        0.00000
            710     -183.23775        0.98269     -182.25506       14.59670        0.00000        0.00000
            711     -183.26642        1.07206     -182.19436       14.61581        0.00000        0.00000
            712     -183.14517        0.92608     -182.21909       15.03156        0.00000        0.00000
            713     -183.08333        0.73880     -182.34453       15.27963        0.00000        0.00000
            714     -183.19693        0.84536     -182.35157       14.90828        0.00000        0.00000
            715     -183.16454        0.84615     -182.31839       14.78452        0.00000        0.00000
            716     -183.19650        0.77711     -182.41939       14.48015        0.00000        0.00000
            717     -183.41217        0.92817     -182.48400       13.70369        0.00000        0.00000
            718     -183.36449        0.90044     -182.46404       13.47697        0.00000        0.00000
            719     -183.25992        0.86911     -182.39081       13.63985        0.00000        0.00000
            720     -183.45047        1.12737     -182.32310       13.39613        0.00000        0.00000
