Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.9464        -174.2343    -176.1649       1.9306   553.2
0.9465        -174.2318    -176.1625       1.9307   553.2
0.9466        -174.2332    -176.1604       1.9271   552.2
0.9467        -174.2317    -176.1582       1.9265   552.0
0.9468        -174.2318    -176.1564       1.9246   551.4
0.9469        -174.2303    -176.1548       1.9244   551.4
0.9470        -174.2302    -176.1536       1.9234   551.1
0.9471        -174.2337    -176.1523       1.9186   549.8
0.9472        -174.2334    -176.1515       1.9181   549.6
0.9473        -174.2356    -176.1509       1.9153   548.8
0.9474        -174.2344    -176.1506       1.9162   549.1
0.9475        -174.2286    -176.1505       1.9220   550.7
0.9476        -174.2288    -176.1508       1.9220   550.7
0.9477        -174.2275    -176.1512       1.9237   551.2
0.9478        -174.2237    -176.1520       1.9283   552.5
0.9479        -174.2201    -176.1531       1.9330   553.9
0.9480        -174.2201    -176.1545       1.9344   554.3
0.9481        -174.2196    -176.1562       1.9366   554.9
0.9482        -174.2198    -176.1581       1.9383   555.4
0.9483        -174.2219    -176.1606       1.9387   555.5
0.9484        -174.2212    -176.1629       1.9417   556.4
0.9485        -174.2213    -176.1658       1.9445   557.2
0.9486        -174.2214    -176.1689       1.9475   558.0
0.9487        -174.2184    -176.1725       1.9541   559.9
0.9488        -174.2157    -176.1765       1.9608   561.8
0.9489        -174.2114    -176.1803       1.9690   564.2
0.9490        -174.2098    -176.1848       1.9751   565.9
0.9491        -174.2096    -176.1895       1.9799   567.3
0.9492        -174.2086    -176.1945       1.9859   569.0
0.9493        -174.2098    -176.1997       1.9899   570.2
0.9494        -174.2066    -176.2057       1.9990   572.8
0.9495        -174.2016    -176.2112       2.0096   575.8
0.9496        -174.2012    -176.2172       2.0160   577.7
0.9497        -174.2005    -176.2235       2.0230   579.7
0.9498        -174.2017    -176.2301       2.0283   581.2
0.9499        -174.1989    -176.2368       2.0379   583.9
0.9500        -174.2017    -176.2439       2.0422   585.1
0.9501        -174.2011    -176.2509       2.0498   587.3
0.9502        -174.2010    -176.2586       2.0576   589.6
0.9503        -174.2035    -176.2656       2.0621   590.9
0.9504        -174.2044    -176.2732       2.0688   592.8
0.9505        -174.2007    -176.2809       2.0801   596.0
0.9506        -174.2006    -176.2887       2.0881   598.3
0.9507        -174.1946    -176.2965       2.1019   602.3
0.9508        -174.1975    -176.3044       2.1069   603.7
0.9509        -174.1995    -176.3125       2.1129   605.4
0.9510        -174.2035    -176.3210       2.1175   606.7
0.9511        -174.1991    -176.3288       2.1296   610.2
0.9512        -174.1986    -176.3371       2.1384   612.7
0.9513        -174.1958    -176.3452       2.1495   615.9
0.9514        -174.1962    -176.3535       2.1572   618.1
0.9515        -174.1931    -176.3617       2.1687   621.4
0.9516        -174.1938    -176.3701       2.1763   623.6
0.9517        -174.1948    -176.3783       2.1835   625.7
0.9518        -174.1963    -176.3867       2.1905   627.6
0.9519        -174.1972    -176.3947       2.1975   629.7
0.9520        -174.1945    -176.4029       2.2084   632.8
0.9521        -174.1917    -176.4110       2.2194   635.9
0.9522        -174.1902    -176.4191       2.2288   638.6
0.9523        -174.1898    -176.4271       2.2373   641.1
0.9524        -174.1870    -176.4351       2.2481   644.1
0.9525        -174.1861    -176.4428       2.2567   646.6
0.9526        -174.1819    -176.4504       2.2685   650.0
0.9527        -174.1805    -176.4579       2.2774   652.6
0.9528        -174.1822    -176.4654       2.2832   654.2
0.9529        -174.1855    -176.4726       2.2871   655.3
0.9530        -174.1836    -176.4798       2.2963   658.0
0.9531        -174.1814    -176.4864       2.3050   660.5
0.9532        -174.1844    -176.4933       2.3090   661.6
0.9533        -174.1871    -176.4997       2.3126   662.6
0.9534        -174.1855    -176.5060       2.3205   664.9
0.9535        -174.1800    -176.5124       2.3323   668.3
0.9536        -174.1748    -176.5181       2.3433   671.4
0.9537        -174.1739    -176.5239       2.3499   673.3
0.9538        -174.1677    -176.5294       2.3617   676.7
0.9539        -174.1683    -176.5347       2.3665   678.1
0.9540        -174.1680    -176.5399       2.3720   679.6
0.9541        -174.1669    -176.5447       2.3778   681.3
0.9542        -174.1654    -176.5495       2.3841   683.1
0.9543        -174.1677    -176.5536       2.3860   683.7
0.9544        -174.1663    -176.5579       2.3916   685.3
0.9545        -174.1660    -176.5617       2.3957   686.4
0.9546        -174.1673    -176.5657       2.3984   687.2
0.9547        -174.1669    -176.5691       2.4023   688.3
0.9548        -174.1697    -176.5717       2.4020   688.3
0.9549        -174.1679    -176.5746       2.4066   689.6
0.9550        -174.1657    -176.5772       2.4115   691.0
0.9551        -174.1688    -176.5794       2.4106   690.7
0.9552        -174.1676    -176.5813       2.4137   691.6
0.9553        -174.1646    -176.5830       2.4184   692.9
0.9554        -174.1707    -176.5847       2.4140   691.7
0.9555        -174.1716    -176.5856       2.4140   691.7
0.9556        -174.1681    -176.5865       2.4184   692.9
0.9557        -174.1712    -176.5871       2.4159   692.2
0.9558        -174.1704    -176.5873       2.4169   692.5
0.9559        -174.1727    -176.5876       2.4149   691.9
0.9560        -174.1723    -176.5873       2.4149   692.0
0.9561        -174.1713    -176.5867       2.4154   692.1
0.9562        -174.1706    -176.5857       2.4150   692.0
0.9563        -174.1719    -176.5848       2.4130   691.4
0.9564        -174.1749    -176.5830       2.4081   690.0
0.9565        -174.1732    -176.5813       2.4081   690.0
0.9566        -174.1697    -176.5795       2.4098   690.5
0.9567        -174.1694    -176.5770       2.4076   689.9
0.9568        -174.1639    -176.5747       2.4108   690.8
0.9569        -174.1633    -176.5715       2.4083   690.0
0.9570        -174.1596    -176.5687       2.4091   690.3
0.9571        -174.1579    -176.5650       2.4071   689.7
0.9572        -174.1564    -176.5612       2.4048   689.1
0.9573        -174.1520    -176.5573       2.4053   689.2
0.9574        -174.1529    -176.5530       2.4000   687.7
0.9575        -174.1510    -176.5486       2.3975   687.0
0.9576        -174.1444    -176.5434       2.3990   687.4
0.9577        -174.1393    -176.5384       2.3990   687.4
0.9578        -174.1362    -176.5328       2.3966   686.7
0.9579        -174.1321    -176.5268       2.3947   686.2
0.9580        -174.1329    -176.5210       2.3880   684.2
0.9581        -174.1366    -176.5143       2.3776   681.3
0.9582        -174.1350    -176.5077       2.3727   679.9
0.9583        -174.1325    -176.5007       2.3682   678.6
0.9584        -174.1327    -176.4934       2.3607   676.4
0.9585        -174.1326    -176.4858       2.3533   674.3
0.9586        -174.1355    -176.4781       2.3425   671.2
0.9587        -174.1357    -176.4700       2.3343   668.8
0.9588        -174.1408    -176.4616       2.3209   665.0
0.9589        -174.1415    -176.4534       2.3118   662.4
0.9590        -174.1416    -176.4442       2.3026   659.8
0.9591        -174.1428    -176.4352       2.2924   656.8
0.9592        -174.1418    -176.4258       2.2841   654.5
0.9593        -174.1450    -176.4163       2.2713   650.8
0.9594        -174.1438    -176.4065       2.2627   648.3
0.9595        -174.1446    -176.3964       2.2519   645.2
0.9596        -174.1463    -176.3861       2.2397   641.8
0.9597        -174.1438    -176.3755       2.2317   639.5
0.9598        -174.1443    -176.3647       2.2204   636.2
0.9599        -174.1432    -176.3538       2.2105   633.4
0.9600        -174.1414    -176.3424       2.2010   630.7
0.9601        -174.1407    -176.3311       2.1904   627.6
0.9602        -174.1433    -176.3194       2.1761   623.5
0.9603        -174.1481    -176.3078       2.1597   618.8
0.9604        -174.1472    -176.2958       2.1486   615.6
0.9605        -174.1485    -176.2836       2.1351   611.8
0.9606        -174.1422    -176.2714       2.1293   610.1
0.9607        -174.1463    -176.2589       2.1126   605.3
0.9608        -174.1440    -176.2464       2.1025   602.4
0.9609        -174.1502    -176.2338       2.0836   597.0
0.9610        -174.1472    -176.2211       2.0740   594.3
0.9611        -174.1486    -176.2082       2.0596   590.1
0.9612        -174.1465    -176.1952       2.0488   587.0
0.9613        -174.1450    -176.1821       2.0371   583.7
0.9614        -174.1456    -176.1690       2.0234   579.8
0.9615        -174.1428    -176.1558       2.0129   576.8
0.9616        -174.1459    -176.1426       1.9967   572.1
0.9617        -174.1467    -176.1292       1.9825   568.1
0.9618        -174.1415    -176.1160       1.9745   565.8
0.9619        -174.1444    -176.1027       1.9582   561.1
0.9620        -174.1438    -176.0893       1.9455   557.4
0.9621        -174.1415    -176.0760       1.9345   554.3
0.9622        -174.1387    -176.0629       1.9242   551.3
0.9623        -174.1384    -176.0496       1.9112   547.6
0.9624        -174.1363    -176.0364       1.9001   544.4
0.9625        -174.1320    -176.0233       1.8913   541.9
0.9626        -174.1335    -176.0106       1.8771   537.9
0.9627        -174.1326    -175.9973       1.8647   534.3
0.9628        -174.1324    -175.9845       1.8521   530.7
0.9629        -174.1351    -175.9717       1.8366   526.3
0.9630        -174.1367    -175.9590       1.8223   522.1
0.9631        -174.1369    -175.9464       1.8095   518.5
0.9632        -174.1324    -175.9341       1.8017   516.2
0.9633        -174.1331    -175.9222       1.7890   512.6
0.9634        -174.1335    -175.9098       1.7763   509.0
0.9635        -174.1331    -175.8980       1.7649   505.7
0.9636        -174.1357    -175.8864       1.7507   501.6
0.9637        -174.1337    -175.8745       1.7408   498.8
0.9638        -174.1296    -175.8632       1.7335   496.7
0.9639        -174.1311    -175.8518       1.7207   493.0
0.9640        -174.1283    -175.8410       1.7126   490.7
0.9641        -174.1266    -175.8301       1.7035   488.1
0.9642        -174.1267    -175.8195       1.6928   485.0
0.9643        -174.1265    -175.8094       1.6829   482.2
0.9644        -174.1257    -175.7992       1.6735   479.5
0.9645        -174.1270    -175.7894       1.6624   476.3
0.9646        -174.1261    -175.7798       1.6537   473.8
0.9647        -174.1239    -175.7708       1.6468   471.9
0.9648        -174.1217    -175.7618       1.6400   469.9
0.9649        -174.1261    -175.7534       1.6273   466.3
0.9650        -174.1237    -175.7451       1.6213   464.6
0.9651        -174.1237    -175.7371       1.6134   462.3
0.9652        -174.1269    -175.7294       1.6024   459.1
0.9653        -174.1305    -175.7220       1.5914   456.0
0.9654        -174.1287    -175.7149       1.5862   454.5
0.9655        -174.1293    -175.7081       1.5788   452.4
0.9656        -174.1276    -175.7016       1.5740   451.0
0.9657        -174.1289    -175.6955       1.5666   448.9
0.9658        -174.1299    -175.6896       1.5598   446.9
0.9659        -174.1289    -175.6841       1.5552   445.6
0.9660        -174.1295    -175.6788       1.5493   443.9
0.9661        -174.1284    -175.6746       1.5462   443.0
0.9662        -174.1275    -175.6695       1.5419   441.8
0.9663        -174.1259    -175.6652       1.5394   441.1
0.9664        -174.1260    -175.6612       1.5353   439.9
0.9665        -174.1281    -175.6577       1.5296   438.3
0.9666        -174.1247    -175.6543       1.5296   438.3
0.9667        -174.1233    -175.6514       1.5281   437.8
0.9668        -174.1231    -175.6486       1.5255   437.1
0.9669        -174.1241    -175.6462       1.5221   436.1
0.9670        -174.1280    -175.6447       1.5167   434.6
0.9671        -174.1279    -175.6423       1.5144   433.9
0.9672        -174.1294    -175.6412       1.5118   433.2
0.9673        -174.1266    -175.6397       1.5132   433.6
0.9674        -174.1266    -175.6388       1.5122   433.3
0.9675        -174.1265    -175.6382       1.5116   433.1
0.9676        -174.1248    -175.6379       1.5130   433.5
0.9677        -174.1235    -175.6380       1.5145   433.9
0.9678        -174.1228    -175.6382       1.5154   434.2
0.9679        -174.1198    -175.6388       1.5190   435.2
0.9680        -174.1230    -175.6396       1.5166   434.6
0.9681        -174.1185    -175.6407       1.5222   436.2
0.9682        -174.1184    -175.6420       1.5236   436.5
0.9683        -174.1166    -175.6436       1.5270   437.5
0.9684        -174.1130    -175.6454       1.5324   439.1
0.9685        -174.1128    -175.6475       1.5347   439.7
0.9686        -174.1144    -175.6497       1.5354   439.9
0.9687        -174.1133    -175.6525       1.5392   441.0
0.9688        -174.1164    -175.6547       1.5383   440.8
0.9689        -174.1190    -175.6581       1.5392   441.0
0.9690        -174.1144    -175.6610       1.5465   443.1
0.9691        -174.1182    -175.6644       1.5463   443.1
0.9692        -174.1163    -175.6678       1.5514   444.5
0.9693        -174.1179    -175.6716       1.5537   445.2
0.9694        -174.1186    -175.6756       1.5569   446.1
0.9695        -174.1161    -175.6801       1.5640   448.1
0.9696        -174.1143    -175.6842       1.5698   449.8
0.9697        -174.1148    -175.6885       1.5737   450.9
0.9698        -174.1176    -175.6932       1.5755   451.4
0.9699        -174.1165    -175.6978       1.5813   453.1
0.9700        -174.1202    -175.7027       1.5825   453.4
0.9701        -174.1183    -175.7076       1.5893   455.4
0.9702        -174.1177    -175.7125       1.5948   457.0
0.9703        -174.1181    -175.7176       1.5995   458.3
0.9704        -174.1188    -175.7227       1.6040   459.6
0.9705        -174.1188    -175.7280       1.6092   461.1
0.9706        -174.1213    -175.7332       1.6120   461.9
0.9707        -174.1184    -175.7386       1.6202   464.2
0.9708        -174.1172    -175.7439       1.6267   466.1
0.9709        -174.1170    -175.7494       1.6324   467.7
0.9710        -174.1198    -175.7548       1.6351   468.5
0.9711        -174.1172    -175.7605       1.6433   470.9
0.9712        -174.1163    -175.7661       1.6498   472.7
0.9713        -174.1144    -175.7718       1.6575   474.9
0.9714        -174.1169    -175.7775       1.6606   475.8
0.9715        -174.1191    -175.7835       1.6644   476.9
0.9716        -174.1198    -175.7892       1.6695   478.4
0.9717        -174.1210    -175.7952       1.6742   479.7
0.9718        -174.1162    -175.8011       1.6849   482.8
0.9719        -174.1139    -175.8071       1.6932   485.2
0.9720        -174.1119    -175.8133       1.7015   487.5
0.9721        -174.1123    -175.8195       1.7072   489.2
0.9722        -174.1116    -175.8257       1.7141   491.1
0.9723        -174.1146    -175.8325       1.7179   492.2
0.9724        -174.1127    -175.8382       1.7256   494.4
0.9725        -174.1146    -175.8448       1.7302   495.8
0.9726        -174.1116    -175.8509       1.7394   498.4
0.9727        -174.1143    -175.8574       1.7431   499.5
0.9728        -174.1135    -175.8638       1.7504   501.5
0.9729        -174.1129    -175.8706       1.7577   503.6
0.9730        -174.1097    -175.8771       1.7674   506.4
0.9731        -174.1052    -175.8834       1.7782   509.5
0.9732        -174.1066    -175.8901       1.7835   511.0
0.9733        -174.1081    -175.8967       1.7887   512.5
0.9734        -174.1051    -175.9035       1.7984   515.3
0.9735        -174.1035    -175.9102       1.8068   517.7
0.9736        -174.1017    -175.9168       1.8151   520.1
0.9737        -174.0962    -175.9236       1.8275   523.6
0.9738        -174.0987    -175.9304       1.8318   524.9
0.9739        -174.0998    -175.9370       1.8372   526.4
0.9740        -174.1013    -175.9440       1.8426   528.0
0.9741        -174.0974    -175.9510       1.8537   531.1
0.9742        -174.1006    -175.9574       1.8567   532.0
0.9743        -174.0999    -175.9643       1.8644   534.2
0.9744        -174.1016    -175.9711       1.8695   535.7
0.9745        -174.0975    -175.9780       1.8805   538.8
0.9746        -174.0968    -175.9848       1.8880   541.0
0.9747        -174.0974    -175.9918       1.8944   542.8
0.9748        -174.1009    -175.9988       1.8979   543.8
0.9749        -174.1002    -176.0058       1.9056   546.0
0.9750        -174.0964    -176.0126       1.9162   549.1
0.9751        -174.0966    -176.0197       1.9231   551.0
0.9752        -174.0963    -176.0268       1.9305   553.2
0.9753        -174.0940    -176.0340       1.9400   555.9
0.9754        -174.0935    -176.0411       1.9476   558.1
0.9755        -174.0925    -176.0483       1.9558   560.4
0.9756        -174.0907    -176.0555       1.9648   563.0
0.9757        -174.0930    -176.0627       1.9697   564.4
0.9758        -174.0943    -176.0712       1.9769   566.4
0.9759        -174.0954    -176.0769       1.9815   567.8
0.9760        -174.0898    -176.0841       1.9942   571.4
0.9761        -174.0947    -176.0915       1.9967   572.1
0.9762        -174.0960    -176.0987       2.0027   573.8
0.9763        -174.0943    -176.1061       2.0118   576.4
0.9764        -174.0976    -176.1132       2.0156   577.5
0.9765        -174.0935    -176.1203       2.0268   580.7
0.9766        -174.0915    -176.1275       2.0360   583.4
0.9767        -174.0868    -176.1348       2.0479   586.8
0.9768        -174.0863    -176.1421       2.0558   589.1
0.9769        -174.0874    -176.1491       2.0617   590.8
0.9770        -174.0875    -176.1562       2.0687   592.7
0.9771        -174.0824    -176.1633       2.0810   596.3
0.9772        -174.0806    -176.1708       2.0902   598.9
0.9773        -174.0798    -176.1777       2.0979   601.1
0.9774        -174.0827    -176.1851       2.1024   602.4
0.9775        -174.0857    -176.1919       2.1062   603.5
0.9776        -174.0869    -176.1990       2.1120   605.2
0.9777        -174.0850    -176.2059       2.1209   607.7
0.9778        -174.0835    -176.2133       2.1299   610.3
0.9779        -174.0822    -176.2198       2.1375   612.5
0.9780        -174.0796    -176.2267       2.1471   615.2
0.9781        -174.0789    -176.2334       2.1545   617.3
0.9782        -174.0710    -176.2402       2.1692   621.5
0.9783        -174.0698    -176.2467       2.1770   623.8
0.9784        -174.0673    -176.2535       2.1862   626.4
0.9785        -174.0610    -176.2597       2.1987   630.0
0.9786        -174.0633    -176.2663       2.2030   631.2
0.9787        -174.0617    -176.2728       2.2110   633.5
0.9788        -174.0583    -176.2786       2.2203   636.2
0.9789        -174.0558    -176.2846       2.2288   638.6
0.9790        -174.0523    -176.2906       2.2383   641.4
0.9791        -174.0514    -176.2963       2.2449   643.2
0.9792        -174.0475    -176.3021       2.2547   646.0
0.9793        -174.0507    -176.3075       2.2568   646.6
0.9794        -174.0528    -176.3131       2.2602   647.6
0.9795        -174.0537    -176.3180       2.2643   648.8
0.9796        -174.0516    -176.3231       2.2715   650.9
0.9797        -174.0519    -176.3278       2.2759   652.1
0.9798        -174.0553    -176.3326       2.2773   652.5
0.9799        -174.0542    -176.3371       2.2829   654.1
0.9800        -174.0609    -176.3420       2.2810   653.6
0.9801        -174.0612    -176.3455       2.2843   654.5
0.9802        -174.0602    -176.3493       2.2891   655.9
0.9803        -174.0577    -176.3531       2.2954   657.7
0.9804        -174.0599    -176.3565       2.2966   658.1
0.9805        -174.0576    -176.3598       2.3022   659.6
0.9806        -174.0545    -176.3628       2.3082   661.4
0.9807        -174.0565    -176.3654       2.3090   661.6
0.9808        -174.0561    -176.3679       2.3118   662.4
0.9809        -174.0556    -176.3703       2.3147   663.2
0.9810        -174.0558    -176.3723       2.3166   663.8
0.9811        -174.0554    -176.3741       2.3186   664.4
0.9812        -174.0559    -176.3756       2.3196   664.6
0.9813        -174.0597    -176.3769       2.3173   664.0
0.9814        -174.0607    -176.3780       2.3173   664.0
0.9815        -174.0537    -176.3788       2.3251   666.2
0.9816        -174.0531    -176.3794       2.3263   666.6
0.9817        -174.0547    -176.3797       2.3250   666.2
0.9818        -174.0575    -176.3797       2.3222   665.4
0.9819        -174.0641    -176.3794       2.3154   663.4
0.9820        -174.0612    -176.3789       2.3177   664.1
0.9821        -174.0625    -176.3781       2.3156   663.5
0.9822        -174.0623    -176.3770       2.3147   663.2
0.9823        -174.0591    -176.3757       2.3166   663.8
0.9824        -174.0581    -176.3741       2.3160   663.6
0.9825        -174.0591    -176.3722       2.3131   662.8
0.9826        -174.0627    -176.3700       2.3073   661.1
0.9827        -174.0641    -176.3677       2.3036   660.1
0.9828        -174.0659    -176.3654       2.2994   658.9
0.9829        -174.0662    -176.3619       2.2957   657.8
0.9830        -174.0646    -176.3587       2.2940   657.3
0.9831        -174.0631    -176.3552       2.2921   656.8
0.9832        -174.0613    -176.3515       2.2902   656.2
0.9833        -174.0635    -176.3475       2.2840   654.4
0.9834        -174.0615    -176.3432       2.2817   653.8
0.9835        -174.0579    -176.3387       2.2808   653.5
0.9836        -174.0568    -176.3339       2.2772   652.5
0.9837        -174.0557    -176.3290       2.2732   651.3
0.9838        -174.0522    -176.3238       2.2716   650.9
0.9839        -174.0535    -176.3184       2.2648   648.9
0.9840        -174.0504    -176.3126       2.2623   648.2
0.9841        -174.0546    -176.3069       2.2523   645.4
0.9842        -174.0562    -176.3006       2.2444   643.1
0.9843        -174.0564    -176.2943       2.2379   641.2
0.9844        -174.0550    -176.2878       2.2329   639.8
0.9845        -174.0533    -176.2811       2.2278   638.3
0.9846        -174.0558    -176.2742       2.2185   635.7
0.9847        -174.0536    -176.2669       2.2134   634.2
0.9848        -174.0518    -176.2595       2.2077   632.6
0.9849        -174.0506    -176.2519       2.2013   630.7
0.9850        -174.0504    -176.2442       2.1938   628.6
0.9851        -174.0561    -176.2361       2.1800   624.6
0.9852        -174.0561    -176.2282       2.1721   622.4
0.9853        -174.0574    -176.2198       2.1624   619.6
0.9854        -174.0585    -176.2115       2.1530   616.9
0.9855        -174.0599    -176.2029       2.1430   614.0
0.9856        -174.0564    -176.1944       2.1381   612.6
0.9857        -174.0562    -176.1857       2.1295   610.2
0.9858        -174.0601    -176.1768       2.1167   606.5
0.9859        -174.0587    -176.1677       2.1090   604.3
0.9860        -174.0596    -176.1585       2.0989   601.4
0.9861        -174.0606    -176.1496       2.0890   598.6
0.9862        -174.0593    -176.1403       2.0810   596.3
0.9863        -174.0607    -176.1311       2.0704   593.2
0.9864        -174.0582    -176.1218       2.0636   591.3
0.9865        -174.0594    -176.1125       2.0531   588.3
0.9866        -174.0593    -176.1033       2.0440   585.7
0.9867        -174.0568    -176.0940       2.0372   583.7
0.9868        -174.0556    -176.0851       2.0295   581.5
0.9869        -174.0542    -176.0755       2.0213   579.2
0.9870        -174.0563    -176.0665       2.0103   576.0
0.9871        -174.0580    -176.0577       1.9997   573.0
0.9872        -174.0515    -176.0490       1.9974   572.3
0.9873        -174.0498    -176.0402       1.9904   570.3
0.9874        -174.0521    -176.0317       1.9796   567.2
0.9875        -174.0501    -176.0236       1.9735   565.5
0.9876        -174.0482    -176.0150       1.9668   563.5
0.9877        -174.0446    -176.0068       1.9622   562.2
0.9878        -174.0488    -175.9989       1.9501   558.8
0.9879        -174.0484    -175.9914       1.9430   556.7
0.9880        -174.0492    -175.9838       1.9346   554.3
0.9881        -174.0461    -175.9765       1.9304   553.1
0.9882        -174.0442    -175.9695       1.9253   551.7
0.9883        -174.0429    -175.9631       1.9202   550.2
0.9884        -174.0407    -175.9565       1.9158   548.9
0.9885        -174.0399    -175.9507       1.9108   547.5
0.9886        -174.0432    -175.9448       1.9016   544.9
0.9887        -174.0441    -175.9399       1.8958   543.2
0.9888        -174.0427    -175.9344       1.8917   542.0
0.9889        -174.0422    -175.9297       1.8876   540.8
0.9890        -174.0414    -175.9260       1.8845   540.0
0.9891        -174.0370    -175.9217       1.8847   540.0
0.9892        -174.0398    -175.9182       1.8784   538.2
0.9893        -174.0389    -175.9151       1.8762   537.6
0.9894        -174.0354    -175.9128       1.8774   537.9
0.9895        -174.0340    -175.9103       1.8763   537.6
0.9896        -174.0363    -175.9085       1.8722   536.5
0.9897        -174.0387    -175.9073       1.8686   535.4
0.9898        -174.0361    -175.9063       1.8702   535.9
0.9899        -174.0358    -175.9064       1.8706   536.0
0.9900        -174.0329    -175.9063       1.8734   536.8
0.9901        -174.0289    -175.9072       1.8783   538.2
0.9902        -174.0282    -175.9083       1.8801   538.7
0.9903        -174.0275    -175.9100       1.8826   539.4
0.9904        -174.0292    -175.9122       1.8829   539.5
0.9905        -174.0300    -175.9150       1.8850   540.1
0.9906        -174.0327    -175.9181       1.8855   540.2
0.9907        -174.0315    -175.9218       1.8903   541.6
0.9908        -174.0252    -175.9260       1.9008   544.6
0.9909        -174.0251    -175.9307       1.9056   546.0
0.9910        -174.0278    -175.9358       1.9080   546.7
0.9911        -174.0294    -175.9413       1.9119   547.8
0.9912        -174.0306    -175.9473       1.9167   549.2
0.9913        -174.0268    -175.9540       1.9272   552.2
0.9914        -174.0267    -175.9607       1.9340   554.1
0.9915        -174.0255    -175.9681       1.9426   556.6
0.9916        -174.0278    -175.9759       1.9480   558.2
0.9917        -174.0238    -175.9838       1.9600   561.6
0.9918        -174.0255    -175.9924       1.9669   563.6
0.9919        -174.0235    -176.0009       1.9774   566.6
0.9920        -174.0249    -176.0099       1.9850   568.8
0.9921        -174.0282    -176.0191       1.9909   570.4
0.9922        -174.0315    -176.0287       1.9972   572.3
0.9923        -174.0338    -176.0381       2.0043   574.3
0.9924        -174.0320    -176.0480       2.0160   577.6
0.9925        -174.0311    -176.0580       2.0269   580.8
0.9926        -174.0259    -176.0679       2.0420   585.1
0.9927        -174.0229    -176.0782       2.0552   588.9
0.9928        -174.0217    -176.0887       2.0670   592.3
0.9929        -174.0252    -176.0990       2.0737   594.2
0.9930        -174.0289    -176.1101       2.0813   596.4
0.9931        -174.0267    -176.1201       2.0934   599.8
0.9932        -174.0269    -176.1308       2.1039   602.8
0.9933        -174.0249    -176.1412       2.1164   606.4
0.9934        -174.0271    -176.1518       2.1247   608.8
0.9935        -174.0259    -176.1622       2.1363   612.1
0.9936        -174.0258    -176.1724       2.1466   615.1
0.9937        -174.0248    -176.1825       2.1578   618.3
0.9938        -174.0229    -176.1925       2.1696   621.7
0.9939        -174.0226    -176.2023       2.1798   624.6
0.9940        -174.0237    -176.2120       2.1883   627.0
0.9941        -174.0247    -176.2215       2.1968   629.5
0.9942        -174.0267    -176.2308       2.2042   631.6
0.9943        -174.0216    -176.2400       2.2184   635.6
0.9944        -174.0181    -176.2488       2.2308   639.2
0.9945        -174.0210    -176.2574       2.2364   640.8
0.9946        -174.0217    -176.2657       2.2440   643.0
0.9947        -174.0154    -176.2738       2.2584   647.1
0.9948        -174.0165    -176.2818       2.2653   649.1
0.9949        -174.0200    -176.2891       2.2691   650.2
0.9950        -174.0226    -176.2963       2.2738   651.5
0.9951        -174.0234    -176.3033       2.2799   653.3
0.9952        -174.0256    -176.3098       2.2843   654.5
0.9953        -174.0253    -176.3166       2.2914   656.5
0.9954        -174.0209    -176.3224       2.3015   659.5
0.9955        -174.0186    -176.3282       2.3096   661.8
0.9956        -174.0149    -176.3335       2.3185   664.3
0.9957        -174.0109    -176.3387       2.3277   667.0
0.9958        -174.0127    -176.3433       2.3306   667.8
0.9959        -174.0073    -176.3479       2.3405   670.6
0.9960        -174.0042    -176.3520       2.3477   672.7
0.9961        -174.0069    -176.3557       2.3488   673.0
0.9962        -174.0097    -176.3592       2.3496   673.2
0.9963        -174.0100    -176.3623       2.3523   674.0
0.9964        -174.0088    -176.3654       2.3566   675.2
0.9965        -174.0089    -176.3677       2.3588   675.9
0.9966        -174.0104    -176.3701       2.3597   676.1
0.9967        -174.0087    -176.3719       2.3633   677.1
0.9968        -174.0036    -176.3736       2.3700   679.1
0.9969        -174.0026    -176.3749       2.3724   679.8
0.9970        -174.0040    -176.3760       2.3720   679.6
0.9971        -174.0055    -176.3770       2.3715   679.5
0.9972        -174.0072    -176.3773       2.3701   679.1
0.9973        -174.0108    -176.3779       2.3670   678.2
0.9974        -174.0109    -176.3776       2.3668   678.1
0.9975        -174.0132    -176.3777       2.3645   677.5
0.9976        -174.0139    -176.3770       2.3631   677.1
0.9977        -174.0128    -176.3767       2.3639   677.3
0.9978        -174.0160    -176.3753       2.3593   676.0
0.9979        -174.0157    -176.3745       2.3588   675.9
0.9980        -174.0130    -176.3729       2.3599   676.2
0.9981        -174.0115    -176.3715       2.3600   676.2
0.9982        -174.0130    -176.3699       2.3569   675.3
0.9983        -174.0092    -176.3682       2.3591   675.9
0.9984        -174.0096    -176.3660       2.3564   675.2
0.9985        -174.0130    -176.3641       2.3511   673.7
0.9986        -174.0102    -176.3616       2.3514   673.7
0.9987        -174.0063    -176.3593       2.3530   674.2
0.9988        -174.0125    -176.3565       2.3440   671.6
0.9989        -174.0179    -176.3538       2.3359   669.3
0.9990        -174.0162    -176.3510       2.3348   669.0
0.9991        -174.0154    -176.3481       2.3326   668.4
0.9992        -174.0176    -176.3450       2.3275   666.9
0.9993        -174.0224    -176.3420       2.3196   664.6
0.9994        -174.0212    -176.3388       2.3176   664.1
0.9995        -174.0242    -176.3362       2.3121   662.5
0.9996        -174.0253    -176.3321       2.3068   661.0
0.9997        -174.0265    -176.3286       2.3021   659.6
0.9998        -174.0288    -176.3252       2.2964   658.0
0.9999        -174.0297    -176.3219       2.2921   656.8
1.0000        -174.0272    -176.3179       2.2907   656.4
