Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.1010        -176.7509    -177.5567       0.8058   230.9
0.1011        -176.7520    -177.5586       0.8066   231.1
0.1012        -176.7529    -177.5605       0.8077   231.4
0.1013        -176.7534    -177.5623       0.8088   231.8
0.1014        -176.7535    -177.5640       0.8105   232.2
0.1015        -176.7522    -177.5656       0.8134   233.1
0.1016        -176.7506    -177.5672       0.8166   234.0
0.1017        -176.7491    -177.5686       0.8195   234.8
0.1018        -176.7490    -177.5699       0.8209   235.2
0.1019        -176.7470    -177.5712       0.8242   236.2
0.1020        -176.7446    -177.5723       0.8278   237.2
0.1021        -176.7457    -177.5736       0.8278   237.2
0.1022        -176.7448    -177.5745       0.8297   237.7
0.1023        -176.7431    -177.5753       0.8323   238.5
0.1024        -176.7463    -177.5758       0.8296   237.7
0.1025        -176.7447    -177.5764       0.8318   238.3
0.1026        -176.7445    -177.5770       0.8325   238.5
0.1027        -176.7424    -177.5773       0.8349   239.2
0.1028        -176.7434    -177.5775       0.8342   239.0
0.1029        -176.7430    -177.5776       0.8346   239.1
0.1030        -176.7423    -177.5777       0.8355   239.4
0.1031        -176.7435    -177.5777       0.8343   239.0
0.1032        -176.7413    -177.5776       0.8363   239.6
0.1033        -176.7436    -177.5773       0.8338   238.9
0.1034        -176.7452    -177.5768       0.8316   238.3
0.1035        -176.7442    -177.5763       0.8322   238.4
0.1036        -176.7427    -177.5759       0.8332   238.7
0.1037        -176.7417    -177.5752       0.8335   238.8
0.1038        -176.7411    -177.5742       0.8331   238.7
0.1039        -176.7405    -177.5733       0.8328   238.6
0.1040        -176.7394    -177.5722       0.8328   238.6
0.1041        -176.7399    -177.5711       0.8312   238.2
0.1042        -176.7377    -177.5698       0.8321   238.4
0.1043        -176.7345    -177.5684       0.8339   238.9
0.1044        -176.7334    -177.5670       0.8336   238.9
0.1045        -176.7304    -177.5653       0.8350   239.2
0.1046        -176.7319    -177.5637       0.8318   238.3
0.1047        -176.7325    -177.5622       0.8297   237.7
0.1048        -176.7306    -177.5604       0.8298   237.8
0.1049        -176.7295    -177.5583       0.8288   237.5
0.1050        -176.7310    -177.5562       0.8252   236.4
0.1051        -176.7320    -177.5541       0.8221   235.5
0.1052        -176.7321    -177.5518       0.8196   234.8
0.1053        -176.7328    -177.5495       0.8167   234.0
0.1054        -176.7318    -177.5470       0.8152   233.6
0.1055        -176.7325    -177.5445       0.8120   232.7
0.1056        -176.7322    -177.5420       0.8097   232.0
0.1057        -176.7345    -177.5396       0.8051   230.7
0.1058        -176.7317    -177.5368       0.8051   230.7
0.1059        -176.7304    -177.5341       0.8037   230.3
0.1060        -176.7303    -177.5311       0.8008   229.4
0.1061        -176.7324    -177.5283       0.7960   228.1
0.1062        -176.7330    -177.5254       0.7924   227.0
0.1063        -176.7343    -177.5224       0.7881   225.8
0.1064        -176.7322    -177.5191       0.7869   225.5
0.1065        -176.7330    -177.5162       0.7832   224.4
0.1066        -176.7344    -177.5130       0.7786   223.1
0.1067        -176.7310    -177.5096       0.7786   223.1
0.1068        -176.7308    -177.5062       0.7754   222.2
0.1069        -176.7285    -177.5029       0.7744   221.9
0.1070        -176.7289    -177.4995       0.7705   220.8
0.1071        -176.7279    -177.4962       0.7683   220.1
0.1072        -176.7305    -177.4927       0.7621   218.4
0.1073        -176.7305    -177.4892       0.7587   217.4
0.1074        -176.7268    -177.4858       0.7590   217.5
0.1075        -176.7257    -177.4822       0.7565   216.8
0.1076        -176.7249    -177.4787       0.7539   216.0
0.1077        -176.7229    -177.4754       0.7525   215.6
0.1078        -176.7239    -177.4716       0.7478   214.3
0.1079        -176.7244    -177.4680       0.7436   213.1
0.1080        -176.7220    -177.4644       0.7424   212.7
0.1081        -176.7213    -177.4609       0.7396   211.9
0.1082        -176.7201    -177.4574       0.7373   211.3
0.1083        -176.7208    -177.4540       0.7331   210.1
0.1084        -176.7212    -177.4504       0.7291   208.9
0.1085        -176.7199    -177.4470       0.7271   208.3
0.1086        -176.7187    -177.4433       0.7246   207.6
0.1087        -176.7165    -177.4398       0.7234   207.3
0.1088        -176.7166    -177.4362       0.7197   206.2
0.1089        -176.7172    -177.4329       0.7157   205.1
0.1090        -176.7182    -177.4296       0.7114   203.8
0.1091        -176.7189    -177.4262       0.7073   202.7
0.1092        -176.7173    -177.4231       0.7059   202.3
0.1093        -176.7175    -177.4199       0.7024   201.3
0.1094        -176.7186    -177.4169       0.6983   200.1
0.1095        -176.7162    -177.4139       0.6977   199.9
0.1096        -176.7166    -177.4111       0.6945   199.0
0.1097        -176.7192    -177.4081       0.6889   197.4
0.1098        -176.7198    -177.4055       0.6856   196.5
0.1099        -176.7184    -177.4031       0.6847   196.2
0.1100        -176.7172    -177.4002       0.6830   195.7
0.1101        -176.7165    -177.3977       0.6812   195.2
0.1102        -176.7147    -177.3954       0.6807   195.0
0.1103        -176.7177    -177.3931       0.6755   193.5
0.1104        -176.7190    -177.3911       0.6721   192.6
0.1105        -176.7199    -177.3889       0.6690   191.7
0.1106        -176.7199    -177.3871       0.6672   191.2
0.1107        -176.7185    -177.3854       0.6669   191.1
0.1108        -176.7183    -177.3837       0.6654   190.7
0.1109        -176.7175    -177.3823       0.6647   190.5
0.1110        -176.7165    -177.3809       0.6644   190.4
0.1111        -176.7154    -177.3797       0.6643   190.3
0.1112        -176.7171    -177.3788       0.6618   189.6
0.1113        -176.7182    -177.3777       0.6595   189.0
0.1114        -176.7166    -177.3771       0.6604   189.2
0.1115        -176.7158    -177.3765       0.6607   189.3
0.1116        -176.7163    -177.3760       0.6596   189.0
0.1117        -176.7162    -177.3756       0.6594   188.9
0.1118        -176.7158    -177.3754       0.6596   189.0
0.1119        -176.7153    -177.3752       0.6599   189.1
0.1120        -176.7174    -177.3754       0.6580   188.5
0.1121        -176.7146    -177.3755       0.6609   189.4
0.1122        -176.7144    -177.3762       0.6618   189.6
0.1123        -176.7136    -177.3763       0.6627   189.9
0.1124        -176.7122    -177.3769       0.6647   190.5
0.1125        -176.7111    -177.3777       0.6667   191.0
0.1126        -176.7090    -177.3787       0.6697   191.9
0.1127        -176.7098    -177.3797       0.6699   191.9
0.1128        -176.7080    -177.3809       0.6729   192.8
0.1129        -176.7091    -177.3821       0.6730   192.8
0.1130        -176.7117    -177.3837       0.6720   192.5
0.1131        -176.7095    -177.3852       0.6758   193.6
0.1132        -176.7083    -177.3869       0.6786   194.4
0.1133        -176.7072    -177.3887       0.6815   195.3
0.1134        -176.7086    -177.3909       0.6823   195.5
0.1135        -176.7086    -177.3928       0.6842   196.0
0.1136        -176.7097    -177.3950       0.6853   196.4
0.1137        -176.7072    -177.3974       0.6902   197.8
0.1138        -176.7043    -177.3998       0.6955   199.3
0.1139        -176.7060    -177.4024       0.6963   199.5
0.1140        -176.7034    -177.4050       0.7017   201.0
0.1141        -176.7045    -177.4080       0.7035   201.6
0.1142        -176.7025    -177.4108       0.7082   202.9
0.1143        -176.7054    -177.4138       0.7084   203.0
0.1144        -176.7061    -177.4169       0.7107   203.6
0.1145        -176.7107    -177.4199       0.7093   203.2
0.1146        -176.7085    -177.4232       0.7147   204.8
0.1147        -176.7109    -177.4267       0.7158   205.1
0.1148        -176.7112    -177.4303       0.7191   206.0
0.1149        -176.7084    -177.4335       0.7252   207.8
0.1150        -176.7075    -177.4371       0.7297   209.1
0.1151        -176.7085    -177.4408       0.7323   209.8
0.1152        -176.7068    -177.4446       0.7378   211.4
0.1153        -176.7065    -177.4483       0.7418   212.6
0.1154        -176.7050    -177.4522       0.7472   214.1
0.1155        -176.7053    -177.4561       0.7508   215.1
0.1156        -176.7050    -177.4600       0.7550   216.3
0.1157        -176.7062    -177.4640       0.7578   217.1
0.1158        -176.7072    -177.4679       0.7607   218.0
0.1159        -176.7058    -177.4719       0.7661   219.5
0.1160        -176.7055    -177.4760       0.7705   220.8
0.1161        -176.7049    -177.4801       0.7752   222.1
0.1162        -176.7049    -177.4840       0.7791   223.2
0.1163        -176.7027    -177.4880       0.7853   225.0
0.1164        -176.7024    -177.4921       0.7897   226.3
0.1165        -176.7026    -177.4961       0.7935   227.4
0.1166        -176.7010    -177.5001       0.7991   229.0
0.1167        -176.6967    -177.5040       0.8074   231.3
0.1168        -176.6963    -177.5080       0.8117   232.6
0.1169        -176.6993    -177.5120       0.8126   232.8
0.1170        -176.7014    -177.5160       0.8146   233.4
0.1171        -176.7001    -177.5198       0.8197   234.9
0.1172        -176.7027    -177.5235       0.8209   235.2
0.1173        -176.7045    -177.5273       0.8228   235.8
0.1174        -176.7039    -177.5309       0.8270   237.0
0.1175        -176.7037    -177.5344       0.8307   238.0
0.1176        -176.7040    -177.5381       0.8341   239.0
0.1177        -176.7033    -177.5415       0.8382   240.2
0.1178        -176.7013    -177.5448       0.8435   241.7
0.1179        -176.7007    -177.5482       0.8476   242.9
0.1180        -176.6980    -177.5515       0.8535   244.6
0.1181        -176.6951    -177.5546       0.8595   246.3
0.1182        -176.6929    -177.5577       0.8648   247.8
0.1183        -176.6925    -177.5609       0.8684   248.8
0.1184        -176.6927    -177.5635       0.8708   249.5
0.1185        -176.6932    -177.5663       0.8731   250.2
0.1186        -176.6904    -177.5691       0.8786   251.8
0.1187        -176.6891    -177.5715       0.8824   252.8
0.1188        -176.6897    -177.5740       0.8844   253.4
0.1189        -176.6902    -177.5763       0.8862   253.9
0.1190        -176.6902    -177.5786       0.8885   254.6
0.1191        -176.6901    -177.5807       0.8906   255.2
0.1192        -176.6890    -177.5828       0.8939   256.1
0.1193        -176.6895    -177.5846       0.8952   256.5
0.1194        -176.6903    -177.5865       0.8962   256.8
0.1195        -176.6922    -177.5880       0.8959   256.7
0.1196        -176.6925    -177.5896       0.8971   257.0
0.1197        -176.6910    -177.5909       0.8999   257.8
0.1198        -176.6882    -177.5921       0.9040   259.0
0.1199        -176.6865    -177.5932       0.9068   259.8
0.1200        -176.6837    -177.5942       0.9106   260.9
0.1201        -176.6846    -177.5951       0.9105   260.9
0.1202        -176.6859    -177.5962       0.9103   260.8
0.1203        -176.6872    -177.5968       0.9096   260.6
0.1204        -176.6877    -177.5970       0.9093   260.5
0.1205        -176.6871    -177.5974       0.9103   260.8
0.1206        -176.6857    -177.5975       0.9119   261.3
0.1207        -176.6815    -177.5975       0.9161   262.5
0.1208        -176.6802    -177.5976       0.9174   262.9
0.1209        -176.6800    -177.5973       0.9173   262.8
0.1210        -176.6798    -177.5971       0.9173   262.8
0.1211        -176.6800    -177.5966       0.9165   262.6
0.1212        -176.6794    -177.5959       0.9166   262.6
0.1213        -176.6810    -177.5952       0.9142   262.0
0.1214        -176.6838    -177.5944       0.9105   260.9
0.1215        -176.6816    -177.5934       0.9119   261.3
0.1216        -176.6839    -177.5924       0.9086   260.3
0.1217        -176.6841    -177.5912       0.9071   259.9
0.1218        -176.6808    -177.5899       0.9091   260.5
0.1219        -176.6781    -177.5885       0.9104   260.8
0.1220        -176.6795    -177.5869       0.9074   260.0
0.1221        -176.6762    -177.5853       0.9091   260.5
0.1222        -176.6739    -177.5835       0.9096   260.6
0.1223        -176.6733    -177.5820       0.9087   260.4
0.1224        -176.6704    -177.5797       0.9093   260.5
0.1225        -176.6707    -177.5775       0.9068   259.8
0.1226        -176.6703    -177.5754       0.9051   259.3
0.1227        -176.6688    -177.5730       0.9042   259.1
0.1228        -176.6657    -177.5706       0.9048   259.3
0.1229        -176.6670    -177.5680       0.9010   258.2
0.1230        -176.6690    -177.5655       0.8965   256.9
0.1231        -176.6672    -177.5625       0.8953   256.5
0.1232        -176.6653    -177.5597       0.8944   256.3
0.1233        -176.6640    -177.5567       0.8927   255.8
0.1234        -176.6625    -177.5537       0.8912   255.4
0.1235        -176.6619    -177.5507       0.8888   254.7
0.1236        -176.6622    -177.5476       0.8854   253.7
0.1237        -176.6624    -177.5442       0.8818   252.7
0.1238        -176.6631    -177.5409       0.8778   251.5
0.1239        -176.6638    -177.5375       0.8737   250.3
0.1240        -176.6630    -177.5342       0.8711   249.6
0.1241        -176.6604    -177.5306       0.8702   249.3
0.1242        -176.6590    -177.5269       0.8679   248.7
0.1243        -176.6592    -177.5234       0.8642   247.6
0.1244        -176.6589    -177.5196       0.8606   246.6
0.1245        -176.6603    -177.5158       0.8555   245.1
0.1246        -176.6589    -177.5120       0.8531   244.4
0.1247        -176.6570    -177.5083       0.8513   243.9
0.1248        -176.6571    -177.5043       0.8473   242.8
0.1249        -176.6587    -177.5005       0.8418   241.2
0.1250        -176.6552    -177.4964       0.8412   241.0
0.1251        -176.6540    -177.4925       0.8385   240.2
0.1252        -176.6539    -177.4885       0.8346   239.1
0.1253        -176.6546    -177.4845       0.8299   237.8
0.1254        -176.6510    -177.4804       0.8294   237.7
0.1255        -176.6529    -177.4764       0.8235   236.0
0.1256        -176.6526    -177.4724       0.8199   234.9
0.1257        -176.6515    -177.4683       0.8168   234.0
0.1258        -176.6514    -177.4642       0.8129   232.9
0.1259        -176.6489    -177.4602       0.8114   232.5
0.1260        -176.6469    -177.4560       0.8092   231.9
0.1261        -176.6468    -177.4519       0.8051   230.7
0.1262        -176.6499    -177.4479       0.7980   228.6
0.1263        -176.6493    -177.4439       0.7946   227.7
0.1264        -176.6530    -177.4400       0.7870   225.5
0.1265        -176.6558    -177.4358       0.7800   223.5
0.1266        -176.6559    -177.4318       0.7759   222.3
0.1267        -176.6545    -177.4280       0.7736   221.7
0.1268        -176.6538    -177.4241       0.7703   220.7
0.1269        -176.6530    -177.4201       0.7671   219.8
0.1270        -176.6536    -177.4163       0.7627   218.6
0.1271        -176.6540    -177.4126       0.7585   217.3
0.1272        -176.6538    -177.4089       0.7551   216.4
0.1273        -176.6505    -177.4052       0.7547   216.3
0.1274        -176.6493    -177.4017       0.7524   215.6
0.1275        -176.6487    -177.3982       0.7494   214.7
0.1276        -176.6468    -177.3946       0.7478   214.3
0.1277        -176.6454    -177.3911       0.7457   213.7
0.1278        -176.6458    -177.3880       0.7422   212.7
0.1279        -176.6453    -177.3845       0.7392   211.8
0.1280        -176.6435    -177.3812       0.7377   211.4
0.1281        -176.6426    -177.3780       0.7354   210.7
0.1282        -176.6442    -177.3749       0.7307   209.4
0.1283        -176.6433    -177.3717       0.7283   208.7
0.1284        -176.6440    -177.3689       0.7249   207.7
0.1285        -176.6435    -177.3658       0.7223   207.0
0.1286        -176.6461    -177.3629       0.7169   205.4
0.1287        -176.6457    -177.3602       0.7145   204.7
0.1288        -176.6449    -177.3575       0.7126   204.2
0.1289        -176.6447    -177.3549       0.7102   203.5
0.1290        -176.6439    -177.3524       0.7085   203.0
0.1291        -176.6416    -177.3501       0.7084   203.0
0.1292        -176.6394    -177.3478       0.7084   203.0
0.1293        -176.6383    -177.3455       0.7071   202.6
0.1294        -176.6374    -177.3435       0.7061   202.3
0.1295        -176.6372    -177.3414       0.7042   201.8
0.1296        -176.6374    -177.3395       0.7021   201.2
0.1297        -176.6347    -177.3376       0.7030   201.4
0.1298        -176.6360    -177.3359       0.6999   200.5
0.1299        -176.6352    -177.3343       0.6991   200.3
0.1300        -176.6349    -177.3327       0.6978   199.9
0.1301        -176.6337    -177.3313       0.6975   199.9
0.1302        -176.6316    -177.3300       0.6984   200.1
0.1303        -176.6324    -177.3289       0.6965   199.6
0.1304        -176.6311    -177.3279       0.6968   199.7
0.1305        -176.6292    -177.3267       0.6974   199.8
0.1306        -176.6303    -177.3257       0.6954   199.3
0.1307        -176.6312    -177.3249       0.6937   198.8
0.1308        -176.6302    -177.3242       0.6940   198.9
0.1309        -176.6285    -177.3235       0.6951   199.2
0.1310        -176.6288    -177.3230       0.6943   198.9
0.1311        -176.6287    -177.3226       0.6939   198.8
0.1312        -176.6282    -177.3222       0.6940   198.8
0.1313        -176.6288    -177.3219       0.6931   198.6
0.1314        -176.6299    -177.3218       0.6919   198.2
0.1315        -176.6322    -177.3218       0.6895   197.6
0.1316        -176.6299    -177.3217       0.6918   198.2
0.1317        -176.6287    -177.3221       0.6934   198.7
0.1318        -176.6271    -177.3223       0.6952   199.2
0.1319        -176.6272    -177.3228       0.6956   199.3
0.1320        -176.6283    -177.3232       0.6949   199.1
0.1321        -176.6289    -177.3235       0.6946   199.0
0.1322        -176.6274    -177.3241       0.6968   199.6
0.1323        -176.6255    -177.3249       0.6993   200.4
0.1324        -176.6270    -177.3257       0.6987   200.2
0.1325        -176.6275    -177.3267       0.6992   200.3
0.1326        -176.6286    -177.3277       0.6991   200.3
0.1327        -176.6320    -177.3289       0.6969   199.7
0.1328        -176.6291    -177.3302       0.7011   200.9
0.1329        -176.6277    -177.3314       0.7037   201.6
0.1330        -176.6276    -177.3328       0.7051   202.0
0.1331        -176.6267    -177.3342       0.7076   202.7
0.1332        -176.6280    -177.3358       0.7078   202.8
0.1333        -176.6265    -177.3374       0.7109   203.7
0.1334        -176.6238    -177.3392       0.7154   205.0
0.1335        -176.6228    -177.3408       0.7179   205.7
0.1336        -176.6224    -177.3427       0.7203   206.4
0.1337        -176.6235    -177.3446       0.7211   206.6
0.1338        -176.6227    -177.3466       0.7239   207.4
0.1339        -176.6207    -177.3486       0.7279   208.6
0.1340        -176.6212    -177.3507       0.7295   209.0
0.1341        -176.6222    -177.3529       0.7307   209.4
0.1342        -176.6216    -177.3551       0.7335   210.2
0.1343        -176.6214    -177.3574       0.7359   210.9
0.1344        -176.6216    -177.3599       0.7383   211.6
0.1345        -176.6205    -177.3623       0.7419   212.6
0.1346        -176.6191    -177.3648       0.7457   213.7
0.1347        -176.6189    -177.3675       0.7486   214.5
0.1348        -176.6186    -177.3698       0.7512   215.2
0.1349        -176.6168    -177.3724       0.7557   216.5
0.1350        -176.6126    -177.3751       0.7625   218.5
0.1351        -176.6106    -177.3778       0.7672   219.8
0.1352        -176.6123    -177.3805       0.7682   220.1
0.1353        -176.6168    -177.3833       0.7665   219.6
0.1354        -176.6129    -177.3861       0.7732   221.5
0.1355        -176.6149    -177.3890       0.7741   221.8
0.1356        -176.6127    -177.3919       0.7792   223.3
0.1357        -176.6136    -177.3948       0.7812   223.8
0.1358        -176.6110    -177.3977       0.7867   225.4
0.1359        -176.6105    -177.4007       0.7902   226.4
0.1360        -176.6101    -177.4036       0.7935   227.4
0.1361        -176.6057    -177.4066       0.8009   229.5
0.1362        -176.6045    -177.4098       0.8053   230.7
0.1363        -176.6042    -177.4127       0.8084   231.6
0.1364        -176.6028    -177.4157       0.8129   232.9
0.1365        -176.6014    -177.4187       0.8173   234.2
0.1366        -176.6044    -177.4218       0.8174   234.2
0.1367        -176.6052    -177.4248       0.8195   234.8
0.1368        -176.6068    -177.4278       0.8211   235.3
0.1369        -176.6054    -177.4309       0.8256   236.5
0.1370        -176.6025    -177.4339       0.8314   238.2
0.1371        -176.6028    -177.4369       0.8342   239.0
0.1372        -176.6044    -177.4399       0.8356   239.4
0.1373        -176.6083    -177.4430       0.8346   239.1
0.1374        -176.6067    -177.4460       0.8393   240.5
0.1375        -176.6050    -177.4489       0.8439   241.8
0.1376        -176.6036    -177.4519       0.8483   243.1
0.1377        -176.6016    -177.4547       0.8531   244.4
0.1378        -176.5979    -177.4576       0.8597   246.3
0.1379        -176.5965    -177.4603       0.8639   247.5
0.1380        -176.5933    -177.4631       0.8697   249.2
0.1381        -176.5954    -177.4660       0.8706   249.5
0.1382        -176.5949    -177.4684       0.8735   250.3
0.1383        -176.5952    -177.4711       0.8759   251.0
0.1384        -176.5970    -177.4735       0.8765   251.1
0.1385        -176.5991    -177.4760       0.8769   251.3
0.1386        -176.5994    -177.4783       0.8789   251.8
0.1387        -176.6001    -177.4806       0.8805   252.3
0.1388        -176.6022    -177.4829       0.8807   252.3
0.1389        -176.6012    -177.4850       0.8839   253.3
0.1390        -176.6005    -177.4872       0.8866   254.0
0.1391        -176.6015    -177.4890       0.8874   254.3
0.1392        -176.6035    -177.4908       0.8873   254.2
0.1393        -176.6055    -177.4926       0.8871   254.2
0.1394        -176.6052    -177.4944       0.8892   254.8
0.1395        -176.6059    -177.4960       0.8901   255.0
0.1396        -176.6054    -177.4976       0.8922   255.7
0.1397        -176.6066    -177.4989       0.8923   255.7
0.1398        -176.6041    -177.5004       0.8963   256.8
0.1399        -176.6062    -177.5017       0.8954   256.6
0.1400        -176.6075    -177.5027       0.8952   256.5
0.1401        -176.6070    -177.5036       0.8966   256.9
0.1402        -176.6059    -177.5046       0.8987   257.5
0.1403        -176.6086    -177.5054       0.8969   257.0
0.1404        -176.6072    -177.5063       0.8991   257.6
0.1405        -176.6065    -177.5067       0.9002   257.9
0.1406        -176.6084    -177.5072       0.8988   257.5
0.1407        -176.6090    -177.5075       0.8984   257.4
0.1408        -176.6075    -177.5078       0.9003   258.0
0.1409        -176.6050    -177.5079       0.9029   258.7
0.1410        -176.6059    -177.5080       0.9021   258.5
0.1411        -176.6057    -177.5079       0.9022   258.5
0.1412        -176.6076    -177.5078       0.9003   258.0
0.1413        -176.6080    -177.5073       0.8992   257.7
0.1414        -176.6072    -177.5069       0.8996   257.8
0.1415        -176.6075    -177.5065       0.8991   257.6
0.1416        -176.6069    -177.5059       0.8990   257.6
0.1417        -176.6057    -177.5050       0.8993   257.7
0.1418        -176.6038    -177.5041       0.9003   258.0
0.1419        -176.6013    -177.5030       0.9016   258.3
0.1420        -176.6006    -177.5018       0.9012   258.2
0.1421        -176.5997    -177.5006       0.9009   258.1
0.1422        -176.6027    -177.4993       0.8965   256.9
0.1423        -176.6025    -177.4978       0.8952   256.5
0.1424        -176.6011    -177.4963       0.8952   256.5
0.1425        -176.6013    -177.4945       0.8932   255.9
0.1426        -176.5987    -177.4929       0.8942   256.2
0.1427        -176.5968    -177.4908       0.8940   256.1
0.1428        -176.5979    -177.4891       0.8912   255.4
0.1429        -176.5957    -177.4866       0.8909   255.3
0.1430        -176.5993    -177.4845       0.8852   253.6
0.1431        -176.5991    -177.4822       0.8830   253.0
0.1432        -176.5997    -177.4799       0.8802   252.2
0.1433        -176.6012    -177.4774       0.8762   251.1
0.1434        -176.6005    -177.4749       0.8744   250.5
0.1435        -176.6033    -177.4723       0.8690   249.0
0.1436        -176.6011    -177.4699       0.8687   248.9
0.1437        -176.5988    -177.4670       0.8682   248.8
0.1438        -176.5993    -177.4643       0.8650   247.8
0.1439        -176.5984    -177.4613       0.8630   247.3
0.1440        -176.5949    -177.4584       0.8636   247.4
0.1441        -176.5921    -177.4556       0.8635   247.4
0.1442        -176.5941    -177.4525       0.8584   246.0
0.1443        -176.5935    -177.4496       0.8561   245.3
0.1444        -176.5924    -177.4463       0.8539   244.7
0.1445        -176.5922    -177.4433       0.8511   243.9
0.1446        -176.5901    -177.4401       0.8500   243.5
0.1447        -176.5892    -177.4367       0.8475   242.8
0.1448        -176.5884    -177.4334       0.8450   242.1
0.1449        -176.5879    -177.4303       0.8424   241.4
0.1450        -176.5853    -177.4268       0.8415   241.1
0.1451        -176.5876    -177.4236       0.8359   239.5
0.1452        -176.5878    -177.4201       0.8323   238.5
0.1453        -176.5872    -177.4169       0.8297   237.7
0.1454        -176.5876    -177.4134       0.8258   236.6
0.1455        -176.5875    -177.4101       0.8226   235.7
0.1456        -176.5875    -177.4067       0.8192   234.7
0.1457        -176.5850    -177.4034       0.8184   234.5
0.1458        -176.5874    -177.4002       0.8127   232.9
0.1459        -176.5871    -177.3969       0.8099   232.1
0.1460        -176.5902    -177.3937       0.8036   230.2
0.1461        -176.5912    -177.3908       0.7996   229.1
0.1462        -176.5905    -177.3877       0.7972   228.4
0.1463        -176.5897    -177.3847       0.7950   227.8
0.1464        -176.5890    -177.3817       0.7926   227.1
0.1465        -176.5895    -177.3789       0.7894   226.2
0.1466        -176.5884    -177.3760       0.7876   225.7
0.1467        -176.5913    -177.3733       0.7820   224.1
0.1468        -176.5944    -177.3709       0.7765   222.5
0.1469        -176.5948    -177.3681       0.7733   221.6
0.1470        -176.5930    -177.3657       0.7727   221.4
0.1471        -176.5913    -177.3634       0.7721   221.2
0.1472        -176.5913    -177.3611       0.7697   220.6
0.1473        -176.5921    -177.3591       0.7669   219.7
0.1474        -176.5914    -177.3568       0.7654   219.3
0.1475        -176.5918    -177.3549       0.7630   218.6
0.1476        -176.5907    -177.3529       0.7623   218.4
0.1477        -176.5922    -177.3511       0.7588   217.4
0.1478        -176.5925    -177.3496       0.7570   216.9
0.1479        -176.5921    -177.3480       0.7559   216.6
0.1480        -176.5932    -177.3465       0.7533   215.9
0.1481        -176.5908    -177.3450       0.7542   216.1
0.1482        -176.5908    -177.3438       0.7530   215.8
0.1483        -176.5914    -177.3426       0.7512   215.2
0.1484        -176.5927    -177.3417       0.7489   214.6
0.1485        -176.5947    -177.3410       0.7463   213.8
0.1486        -176.5913    -177.3402       0.7489   214.6
0.1487        -176.5895    -177.3397       0.7501   214.9
0.1488        -176.5930    -177.3392       0.7462   213.8
0.1489        -176.5915    -177.3389       0.7474   214.2
0.1490        -176.5891    -177.3388       0.7498   214.8
0.1491        -176.5886    -177.3390       0.7504   215.0
0.1492        -176.5910    -177.3392       0.7482   214.4
0.1493        -176.5894    -177.3393       0.7500   214.9
0.1494        -176.5887    -177.3401       0.7514   215.3
0.1495        -176.5891    -177.3402       0.7511   215.2
0.1496        -176.5900    -177.3409       0.7509   215.1
0.1497        -176.5880    -177.3416       0.7536   215.9
0.1498        -176.5850    -177.3425       0.7575   217.0
0.1499        -176.5869    -177.3437       0.7568   216.8
0.1500        -176.5861    -177.3449       0.7588   217.4
0.1501        -176.5868    -177.3461       0.7593   217.6
0.1502        -176.5864    -177.3475       0.7611   218.1
0.1503        -176.5859    -177.3490       0.7631   218.6
0.1504        -176.5851    -177.3506       0.7655   219.3
0.1505        -176.5833    -177.3524       0.7691   220.4
0.1506        -176.5857    -177.3543       0.7686   220.2
0.1507        -176.5906    -177.3562       0.7656   219.4
0.1508        -176.5904    -177.3583       0.7679   220.0
0.1509        -176.5932    -177.3607       0.7675   219.9
0.1510        -176.5924    -177.3628       0.7704   220.7
0.1511        -176.5949    -177.3652       0.7703   220.7
0.1512        -176.5928    -177.3672       0.7744   221.9
0.1513        -176.5906    -177.3697       0.7791   223.2
0.1514        -176.5931    -177.3721       0.7789   223.2
0.1515        -176.5928    -177.3747       0.7819   224.0
0.1516        -176.5922    -177.3775       0.7853   225.0
0.1517        -176.5932    -177.3801       0.7869   225.5
0.1518        -176.5931    -177.3829       0.7897   226.3
0.1519        -176.5945    -177.3856       0.7912   226.7
0.1520        -176.5921    -177.3885       0.7964   228.2
0.1521        -176.5897    -177.3914       0.8017   229.7
0.1522        -176.5893    -177.3944       0.8051   230.7
0.1523        -176.5907    -177.3973       0.8067   231.1
0.1524        -176.5921    -177.4003       0.8083   231.6
0.1525        -176.5921    -177.4033       0.8112   232.4
0.1526        -176.5933    -177.4065       0.8133   233.0
0.1527        -176.5929    -177.4093       0.8165   233.9
0.1528        -176.5939    -177.4123       0.8184   234.5
0.1529        -176.5912    -177.4153       0.8241   236.1
0.1530        -176.5911    -177.4182       0.8271   237.0
0.1531        -176.5904    -177.4212       0.8308   238.0
0.1532        -176.5898    -177.4242       0.8343   239.1
0.1533        -176.5916    -177.4274       0.8357   239.5
0.1534        -176.5909    -177.4299       0.8391   240.4
0.1535        -176.5934    -177.4328       0.8394   240.5
0.1536        -176.5929    -177.4356       0.8427   241.5
0.1537        -176.5902    -177.4382       0.8481   243.0
0.1538        -176.5904    -177.4409       0.8505   243.7
0.1539        -176.5892    -177.4438       0.8545   244.9
0.1540        -176.5903    -177.4462       0.8559   245.3
0.1541        -176.5906    -177.4488       0.8583   245.9
0.1542        -176.5905    -177.4512       0.8607   246.6
0.1543        -176.5920    -177.4537       0.8617   246.9
0.1544        -176.5911    -177.4560       0.8648   247.8
0.1545        -176.5963    -177.4583       0.8619   247.0
0.1546        -176.5950    -177.4604       0.8654   248.0
