Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.7858        -157.3342    -158.4913       1.1570   373.0
0.7859        -157.3327    -158.4953       1.1626   374.7
0.7860        -157.3328    -158.4992       1.1664   376.0
0.7861        -157.3354    -158.5029       1.1676   376.4
0.7862        -157.3332    -158.5067       1.1735   378.3
0.7863        -157.3294    -158.5103       1.1809   380.7
0.7864        -157.3298    -158.5139       1.1841   381.7
0.7865        -157.3279    -158.5173       1.1894   383.4
0.7866        -157.3263    -158.5207       1.1944   385.0
0.7867        -157.3244    -158.5242       1.1998   386.8
0.7868        -157.3254    -158.5271       1.2017   387.4
0.7869        -157.3269    -158.5300       1.2032   387.8
0.7870        -157.3281    -158.5331       1.2050   388.4
0.7871        -157.3279    -158.5358       1.2078   389.3
0.7872        -157.3274    -158.5386       1.2112   390.4
0.7873        -157.3270    -158.5411       1.2141   391.4
0.7874        -157.3273    -158.5436       1.2163   392.1
0.7875        -157.3263    -158.5459       1.2196   393.1
0.7876        -157.3253    -158.5482       1.2229   394.2
0.7877        -157.3237    -158.5501       1.2264   395.3
0.7878        -157.3253    -158.5523       1.2269   395.5
0.7879        -157.3222    -158.5540       1.2318   397.1
0.7880        -157.3236    -158.5559       1.2323   397.2
0.7881        -157.3233    -158.5572       1.2339   397.7
0.7882        -157.3241    -158.5589       1.2347   398.0
0.7883        -157.3243    -158.5600       1.2357   398.3
0.7884        -157.3235    -158.5613       1.2378   399.0
0.7885        -157.3270    -158.5625       1.2355   398.3
0.7886        -157.3270    -158.5633       1.2363   398.5
0.7887        -157.3282    -158.5640       1.2358   398.4
0.7888        -157.3288    -158.5650       1.2362   398.5
0.7889        -157.3277    -158.5653       1.2376   398.9
0.7890        -157.3276    -158.5659       1.2383   399.2
0.7891        -157.3264    -158.5662       1.2398   399.7
0.7892        -157.3246    -158.5667       1.2421   400.4
0.7893        -157.3209    -158.5664       1.2455   401.5
0.7894        -157.3205    -158.5666       1.2461   401.7
0.7895        -157.3201    -158.5661       1.2459   401.6
0.7896        -157.3189    -158.5658       1.2469   401.9
0.7897        -157.3209    -158.5656       1.2447   401.2
0.7898        -157.3215    -158.5650       1.2435   400.9
0.7899        -157.3190    -158.5645       1.2455   401.5
0.7900        -157.3193    -158.5638       1.2445   401.2
0.7901        -157.3195    -158.5630       1.2434   400.8
0.7902        -157.3179    -158.5620       1.2441   401.0
0.7903        -157.3177    -158.5611       1.2434   400.8
0.7904        -157.3212    -158.5599       1.2386   399.3
0.7905        -157.3216    -158.5587       1.2371   398.8
0.7906        -157.3194    -158.5573       1.2379   399.0
0.7907        -157.3211    -158.5560       1.2349   398.1
0.7908        -157.3194    -158.5544       1.2350   398.1
0.7909        -157.3175    -158.5529       1.2354   398.2
0.7910        -157.3199    -158.5509       1.2311   396.8
0.7911        -157.3182    -158.5495       1.2313   396.9
0.7912        -157.3166    -158.5480       1.2314   396.9
0.7913        -157.3174    -158.5458       1.2283   396.0
0.7914        -157.3148    -158.5440       1.2292   396.2
0.7915        -157.3170    -158.5421       1.2251   394.9
0.7916        -157.3158    -158.5402       1.2244   394.7
0.7917        -157.3149    -158.5382       1.2233   394.3
0.7918        -157.3143    -158.5362       1.2219   393.9
0.7919        -157.3170    -158.5342       1.2172   392.4
0.7920        -157.3126    -158.5322       1.2196   393.1
0.7921        -157.3117    -158.5300       1.2183   392.7
0.7922        -157.3106    -158.5279       1.2173   392.4
0.7923        -157.3122    -158.5259       1.2137   391.2
0.7924        -157.3126    -158.5237       1.2111   390.4
0.7925        -157.3109    -158.5218       1.2109   390.3
0.7926        -157.3107    -158.5193       1.2087   389.6
0.7927        -157.3081    -158.5172       1.2091   389.7
0.7928        -157.3095    -158.5147       1.2052   388.5
0.7929        -157.3123    -158.5128       1.2005   387.0
0.7930        -157.3154    -158.5106       1.1952   385.3
0.7931        -157.3146    -158.5083       1.1937   384.8
0.7932        -157.3148    -158.5061       1.1913   384.0
0.7933        -157.3125    -158.5039       1.1914   384.0
0.7934        -157.3069    -158.5017       1.1949   385.2
0.7935        -157.3054    -158.4996       1.1942   384.9
0.7936        -157.3007    -158.4973       1.1965   385.7
0.7937        -157.3023    -158.4952       1.1929   384.5
0.7938        -157.3015    -158.4930       1.1915   384.1
0.7939        -157.2998    -158.4910       1.1912   384.0
0.7940        -157.3003    -158.4886       1.1883   383.0
0.7941        -157.3034    -158.4865       1.1831   381.4
0.7942        -157.2997    -158.4846       1.1848   381.9
0.7943        -157.2973    -158.4824       1.1852   382.0
0.7944        -157.2977    -158.4805       1.1828   381.3
0.7945        -157.2923    -158.4783       1.1860   382.3
0.7946        -157.2935    -158.4766       1.1831   381.4
0.7947        -157.2957    -158.4745       1.1788   380.0
0.7948        -157.2937    -158.4729       1.1792   380.1
0.7949        -157.2895    -158.4709       1.1814   380.8
0.7950        -157.2897    -158.4692       1.1795   380.2
0.7951        -157.2911    -158.4678       1.1767   379.3
0.7952        -157.2914    -158.4656       1.1741   378.5
0.7953        -157.2909    -158.4642       1.1733   378.2
0.7954        -157.2910    -158.4630       1.1720   377.8
0.7955        -157.2893    -158.4610       1.1717   377.7
0.7956        -157.2890    -158.4597       1.1707   377.4
0.7957        -157.2907    -158.4581       1.1674   376.3
0.7958        -157.2907    -158.4567       1.1661   375.9
0.7959        -157.2923    -158.4555       1.1631   374.9
0.7960        -157.2916    -158.4542       1.1626   374.8
0.7961        -157.2884    -158.4530       1.1646   375.4
0.7962        -157.2893    -158.4518       1.1624   374.7
0.7963        -157.2900    -158.4507       1.1607   374.2
0.7964        -157.2878    -158.4497       1.1618   374.5
0.7965        -157.2889    -158.4487       1.1598   373.9
0.7966        -157.2879    -158.4479       1.1599   373.9
0.7967        -157.2865    -158.4473       1.1608   374.2
0.7968        -157.2854    -158.4463       1.1608   374.2
0.7969        -157.2836    -158.4461       1.1625   374.7
0.7970        -157.2851    -158.4449       1.1598   373.9
0.7971        -157.2815    -158.4446       1.1632   374.9
0.7972        -157.2806    -158.4437       1.1631   374.9
0.7973        -157.2795    -158.4433       1.1638   375.1
0.7974        -157.2777    -158.4430       1.1653   375.6
0.7975        -157.2792    -158.4423       1.1631   374.9
0.7976        -157.2807    -158.4421       1.1614   374.4
0.7977        -157.2799    -158.4417       1.1619   374.5
0.7978        -157.2815    -158.4416       1.1601   373.9
0.7979        -157.2805    -158.4411       1.1606   374.1
0.7980        -157.2793    -158.4409       1.1616   374.5
0.7981        -157.2790    -158.4407       1.1617   374.5
0.7982        -157.2818    -158.4405       1.1587   373.5
0.7983        -157.2810    -158.4405       1.1595   373.8
0.7984        -157.2799    -158.4406       1.1607   374.1
0.7985        -157.2799    -158.4403       1.1604   374.0
0.7986        -157.2815    -158.4405       1.1590   373.6
0.7987        -157.2825    -158.4403       1.1578   373.2
0.7988        -157.2822    -158.4405       1.1583   373.4
0.7989        -157.2792    -158.4405       1.1613   374.3
0.7990        -157.2822    -158.4405       1.1583   373.4
0.7991        -157.2815    -158.4407       1.1592   373.7
0.7992        -157.2782    -158.4408       1.1626   374.8
0.7993        -157.2763    -158.4410       1.1648   375.5
0.7994        -157.2755    -158.4410       1.1655   375.7
0.7995        -157.2773    -158.4411       1.1638   375.2
0.7996        -157.2778    -158.4414       1.1636   375.1
0.7997        -157.2813    -158.4416       1.1604   374.0
0.7998        -157.2807    -158.4420       1.1613   374.3
0.7999        -157.2772    -158.4425       1.1653   375.6
0.8000        -157.2754    -158.4427       1.1673   376.3
0.8001        -157.2745    -158.4434       1.1689   376.8
0.8002        -157.2760    -158.4438       1.1678   376.4
0.8003        -157.2773    -158.4445       1.1672   376.3
0.8004        -157.2763    -158.4450       1.1688   376.7
0.8005        -157.2764    -158.4458       1.1694   376.9
0.8006        -157.2788    -158.4464       1.1676   376.4
0.8007        -157.2796    -158.4474       1.1678   376.4
0.8008        -157.2768    -158.4480       1.1712   377.5
0.8009        -157.2779    -158.4489       1.1710   377.5
0.8010        -157.2790    -158.4498       1.1708   377.4
0.8011        -157.2837    -158.4509       1.1672   376.2
0.8012        -157.2834    -158.4518       1.1684   376.6
0.8013        -157.2811    -158.4529       1.1718   377.7
0.8014        -157.2820    -158.4540       1.1720   377.8
0.8015        -157.2804    -158.4552       1.1748   378.7
0.8016        -157.2822    -158.4563       1.1741   378.5
0.8017        -157.2817    -158.4577       1.1760   379.1
0.8018        -157.2827    -158.4588       1.1761   379.1
0.8019        -157.2844    -158.4603       1.1759   379.1
0.8020        -157.2888    -158.4616       1.1728   378.0
0.8021        -157.2895    -158.4633       1.1738   378.4
0.8022        -157.2871    -158.4644       1.1772   379.5
0.8023        -157.2883    -158.4660       1.1777   379.6
0.8024        -157.2925    -158.4678       1.1753   378.8
0.8025        -157.2925    -158.4691       1.1765   379.2
0.8026        -157.2918    -158.4708       1.1789   380.0
0.8027        -157.2928    -158.4725       1.1798   380.3
0.8028        -157.2931    -158.4742       1.1811   380.7
0.8029        -157.2940    -158.4760       1.1820   381.0
0.8030        -157.2954    -158.4777       1.1824   381.1
0.8031        -157.3001    -158.4797       1.1796   380.3
0.8032        -157.3027    -158.4814       1.1787   379.9
0.8033        -157.3059    -158.4840       1.1781   379.7
0.8034        -157.3070    -158.4855       1.1785   379.9
0.8035        -157.3067    -158.4881       1.1814   380.8
0.8036        -157.3041    -158.4894       1.1854   382.1
0.8037        -157.3023    -158.4918       1.1895   383.4
0.8038        -157.3042    -158.4936       1.1894   383.4
0.8039        -157.3011    -158.4959       1.1948   385.2
0.8040        -157.3027    -158.4980       1.1954   385.3
0.8041        -157.2997    -158.5004       1.2006   387.0
0.8042        -157.2975    -158.5026       1.2051   388.5
0.8043        -157.2921    -158.5050       1.2130   391.0
0.8044        -157.2939    -158.5072       1.2134   391.1
0.8045        -157.2989    -158.5097       1.2108   390.3
0.8046        -157.2955    -158.5120       1.2165   392.2
0.8047        -157.2954    -158.5144       1.2190   393.0
0.8048        -157.2936    -158.5168       1.2232   394.3
0.8049        -157.2954    -158.5193       1.2239   394.5
0.8050        -157.2942    -158.5216       1.2274   395.7
0.8051        -157.2946    -158.5245       1.2300   396.5
0.8052        -157.2963    -158.5268       1.2305   396.6
0.8053        -157.2935    -158.5289       1.2353   398.2
0.8054        -157.2968    -158.5314       1.2347   398.0
0.8055        -157.2986    -158.5342       1.2356   398.3
0.8056        -157.3011    -158.5364       1.2353   398.2
0.8057        -157.3029    -158.5388       1.2360   398.4
0.8058        -157.3044    -158.5413       1.2368   398.7
0.8059        -157.3030    -158.5437       1.2408   400.0
0.8060        -157.3045    -158.5462       1.2418   400.3
0.8061        -157.3051    -158.5486       1.2435   400.8
0.8062        -157.3061    -158.5511       1.2451   401.3
0.8063        -157.3082    -158.5535       1.2453   401.4
0.8064        -157.3116    -158.5558       1.2442   401.1
0.8065        -157.3102    -158.5583       1.2482   402.3
0.8066        -157.3098    -158.5605       1.2507   403.2
0.8067        -157.3075    -158.5629       1.2554   404.7
0.8068        -157.3090    -158.5653       1.2563   405.0
0.8069        -157.3103    -158.5674       1.2570   405.2
0.8070        -157.3095    -158.5697       1.2602   406.2
0.8071        -157.3113    -158.5717       1.2604   406.3
0.8072        -157.3149    -158.5739       1.2591   405.9
0.8073        -157.3138    -158.5762       1.2623   406.9
0.8074        -157.3108    -158.5781       1.2673   408.5
0.8075        -157.3092    -158.5802       1.2710   409.7
0.8076        -157.3063    -158.5823       1.2760   411.3
0.8077        -157.3072    -158.5841       1.2769   411.6
0.8078        -157.3060    -158.5859       1.2799   412.6
0.8079        -157.3026    -158.5877       1.2851   414.2
0.8080        -157.3062    -158.5894       1.2833   413.7
0.8081        -157.3065    -158.5912       1.2848   414.1
0.8082        -157.3077    -158.5929       1.2852   414.3
0.8083        -157.3082    -158.5944       1.2862   414.6
0.8084        -157.3055    -158.5961       1.2905   416.0
0.8085        -157.3023    -158.5976       1.2952   417.5
0.8086        -157.3020    -158.5989       1.2969   418.0
0.8087        -157.3000    -158.6003       1.3003   419.2
0.8088        -157.2995    -158.6016       1.3021   419.7
0.8089        -157.2991    -158.6027       1.3036   420.2
0.8090        -157.3000    -158.6039       1.3039   420.3
0.8091        -157.2996    -158.6049       1.3053   420.8
0.8092        -157.3008    -158.6060       1.3052   420.7
0.8093        -157.3025    -158.6070       1.3045   420.5
0.8094        -157.3033    -158.6079       1.3046   420.6
0.8095        -157.3018    -158.6089       1.3071   421.3
0.8096        -157.3025    -158.6094       1.3069   421.3
0.8097        -157.3018    -158.6101       1.3084   421.7
0.8098        -157.2999    -158.6106       1.3108   422.5
0.8099        -157.2993    -158.6114       1.3121   423.0
0.8100        -157.2963    -158.6117       1.3154   424.0
0.8101        -157.2936    -158.6122       1.3187   425.1
0.8102        -157.2906    -158.6125       1.3219   426.1
0.8103        -157.2925    -158.6126       1.3201   425.5
0.8104        -157.2944    -158.6127       1.3183   425.0
0.8105        -157.2919    -158.6128       1.3209   425.8
0.8106        -157.2953    -158.6128       1.3176   424.7
0.8107        -157.2937    -158.6128       1.3190   425.2
0.8108        -157.2923    -158.6128       1.3205   425.7
0.8109        -157.2934    -158.6127       1.3193   425.3
0.8110        -157.2935    -158.6125       1.3190   425.2
0.8111        -157.2960    -158.6123       1.3162   424.3
0.8112        -157.2972    -158.6124       1.3152   424.0
0.8113        -157.2979    -158.6116       1.3137   423.5
0.8114        -157.2931    -158.6112       1.3181   424.9
0.8115        -157.2935    -158.6107       1.3171   424.6
0.8116        -157.2907    -158.6101       1.3193   425.3
0.8117        -157.2918    -158.6095       1.3176   424.7
0.8118        -157.2939    -158.6091       1.3152   423.9
0.8119        -157.2936    -158.6082       1.3145   423.7
0.8120        -157.2921    -158.6074       1.3153   424.0
0.8121        -157.2929    -158.6074       1.3144   423.7
0.8122        -157.2920    -158.6060       1.3140   423.6
0.8123        -157.2894    -158.6049       1.3155   424.1
0.8124        -157.2890    -158.6042       1.3151   423.9
0.8125        -157.2892    -158.6032       1.3140   423.6
0.8126        -157.2892    -158.6023       1.3131   423.3
0.8127        -157.2872    -158.6013       1.3141   423.6
0.8128        -157.2874    -158.6006       1.3131   423.3
0.8129        -157.2818    -158.5991       1.3173   424.6
0.8130        -157.2795    -158.5980       1.3185   425.0
0.8131        -157.2805    -158.5969       1.3165   424.4
0.8132        -157.2831    -158.5961       1.3130   423.2
0.8133        -157.2833    -158.5948       1.3116   422.8
0.8134        -157.2834    -158.5939       1.3106   422.5
0.8135        -157.2848    -158.5923       1.3075   421.5
0.8136        -157.2887    -158.5914       1.3027   419.9
0.8137        -157.2878    -158.5901       1.3023   419.8
0.8138        -157.2880    -158.5889       1.3009   419.3
0.8139        -157.2884    -158.5876       1.2992   418.8
0.8140        -157.2881    -158.5865       1.2984   418.5
0.8141        -157.2918    -158.5852       1.2934   416.9
0.8142        -157.2912    -158.5842       1.2930   416.8
0.8143        -157.2913    -158.5835       1.2922   416.6
0.8144        -157.2929    -158.5823       1.2894   415.6
0.8145        -157.2894    -158.5807       1.2913   416.2
0.8146        -157.2868    -158.5801       1.2933   416.9
0.8147        -157.2876    -158.5787       1.2911   416.2
0.8148        -157.2842    -158.5777       1.2934   416.9
0.8149        -157.2820    -158.5764       1.2944   417.2
0.8150        -157.2807    -158.5755       1.2947   417.4
0.8151        -157.2798    -158.5745       1.2947   417.3
0.8152        -157.2812    -158.5735       1.2923   416.6
0.8153        -157.2799    -158.5727       1.2928   416.7
0.8154        -157.2808    -158.5724       1.2916   416.4
0.8155        -157.2820    -158.5712       1.2891   415.5
0.8156        -157.2857    -158.5702       1.2845   414.1
0.8157        -157.2837    -158.5695       1.2858   414.5
0.8158        -157.2844    -158.5689       1.2844   414.0
0.8159        -157.2839    -158.5682       1.2844   414.0
0.8160        -157.2805    -158.5681       1.2876   415.1
0.8161        -157.2763    -158.5673       1.2910   416.1
0.8162        -157.2764    -158.5668       1.2904   416.0
0.8163        -157.2771    -158.5665       1.2894   415.6
0.8164        -157.2781    -158.5666       1.2885   415.3
0.8165        -157.2740    -158.5659       1.2919   416.4
0.8166        -157.2758    -158.5663       1.2904   416.0
0.8167        -157.2747    -158.5659       1.2912   416.2
0.8168        -157.2752    -158.5659       1.2907   416.0
0.8169        -157.2774    -158.5662       1.2888   415.4
0.8170        -157.2751    -158.5663       1.2912   416.2
0.8171        -157.2746    -158.5665       1.2920   416.5
0.8172        -157.2700    -158.5673       1.2973   418.2
0.8173        -157.2680    -158.5674       1.2994   418.9
0.8174        -157.2706    -158.5679       1.2974   418.2
0.8175        -157.2681    -158.5685       1.3004   419.2
0.8176        -157.2667    -158.5693       1.3026   419.9
0.8177        -157.2646    -158.5699       1.3053   420.7
0.8178        -157.2668    -158.5709       1.3040   420.4
0.8179        -157.2654    -158.5716       1.3063   421.1
0.8180        -157.2600    -158.5726       1.3126   423.1
0.8181        -157.2610    -158.5734       1.3124   423.1
0.8182        -157.2624    -158.5747       1.3123   423.0
0.8183        -157.2652    -158.5757       1.3105   422.4
0.8184        -157.2638    -158.5772       1.3134   423.4
0.8185        -157.2644    -158.5783       1.3139   423.5
0.8186        -157.2683    -158.5796       1.3113   422.7
0.8187        -157.2656    -158.5813       1.3157   424.1
0.8188        -157.2627    -158.5824       1.3197   425.4
0.8189        -157.2616    -158.5837       1.3222   426.2
0.8190        -157.2646    -158.5855       1.3209   425.8
0.8191        -157.2625    -158.5870       1.3245   426.9
0.8192        -157.2613    -158.5889       1.3276   428.0
0.8193        -157.2589    -158.5900       1.3311   429.1
0.8194        -157.2581    -158.5917       1.3336   429.9
0.8195        -157.2602    -158.5935       1.3333   429.8
0.8196        -157.2612    -158.5951       1.3339   430.0
0.8197        -157.2629    -158.5971       1.3342   430.1
0.8198        -157.2617    -158.5987       1.3370   431.0
0.8199        -157.2605    -158.6007       1.3402   432.0
0.8200        -157.2582    -158.6023       1.3440   433.3
0.8201        -157.2619    -158.6042       1.3424   432.7
0.8202        -157.2620    -158.6061       1.3441   433.3
0.8203        -157.2637    -158.6079       1.3442   433.3
0.8204        -157.2642    -158.6098       1.3456   433.8
0.8205        -157.2634    -158.6116       1.3483   434.6
0.8206        -157.2649    -158.6136       1.3487   434.7
0.8207        -157.2656    -158.6155       1.3499   435.1
0.8208        -157.2662    -158.6175       1.3513   435.6
0.8209        -157.2631    -158.6194       1.3562   437.2
0.8210        -157.2612    -158.6213       1.3601   438.4
0.8211        -157.2604    -158.6233       1.3629   439.3
0.8212        -157.2575    -158.6250       1.3675   440.8
0.8213        -157.2580    -158.6268       1.3688   441.2
0.8214        -157.2573    -158.6291       1.3718   442.2
0.8215        -157.2606    -158.6307       1.3701   441.7
0.8216        -157.2556    -158.6325       1.3768   443.8
0.8217        -157.2563    -158.6343       1.3781   444.2
0.8218        -157.2515    -158.6361       1.3846   446.3
0.8219        -157.2540    -158.6379       1.3838   446.1
0.8220        -157.2581    -158.6397       1.3816   445.3
0.8221        -157.2576    -158.6414       1.3837   446.0
0.8222        -157.2551    -158.6430       1.3880   447.4
0.8223        -157.2518    -158.6447       1.3928   449.0
0.8224        -157.2537    -158.6461       1.3925   448.9
0.8225        -157.2541    -158.6477       1.3936   449.2
0.8226        -157.2547    -158.6490       1.3943   449.5
0.8227        -157.2590    -158.6506       1.3917   448.6
0.8228        -157.2565    -158.6518       1.3953   449.8
0.8229        -157.2542    -158.6531       1.3989   450.9
0.8230        -157.2576    -158.6549       1.3973   450.4
0.8231        -157.2570    -158.6558       1.3988   450.9
0.8232        -157.2545    -158.6570       1.4025   452.1
0.8233        -157.2533    -158.6584       1.4051   452.9
0.8234        -157.2538    -158.6595       1.4057   453.1
0.8235        -157.2505    -158.6605       1.4100   454.5
0.8236        -157.2460    -158.6613       1.4153   456.2
0.8237        -157.2437    -158.6624       1.4187   457.3
0.8238        -157.2412    -158.6633       1.4221   458.4
0.8239        -157.2417    -158.6641       1.4224   458.5
0.8240        -157.2399    -158.6652       1.4254   459.5
0.8241        -157.2376    -158.6658       1.4282   460.4
0.8242        -157.2363    -158.6664       1.4302   461.0
0.8243        -157.2348    -158.6670       1.4323   461.7
0.8244        -157.2343    -158.6676       1.4332   462.0
0.8245        -157.2352    -158.6683       1.4331   462.0
0.8246        -157.2350    -158.6686       1.4336   462.1
0.8247        -157.2323    -158.6692       1.4369   463.2
0.8248        -157.2313    -158.6693       1.4380   463.5
0.8249        -157.2282    -158.6695       1.4413   464.6
0.8250        -157.2289    -158.6698       1.4409   464.5
0.8251        -157.2288    -158.6699       1.4411   464.5
0.8252        -157.2269    -158.6704       1.4435   465.3
0.8253        -157.2256    -158.6701       1.4446   465.7
0.8254        -157.2281    -158.6701       1.4420   464.8
0.8255        -157.2247    -158.6703       1.4455   466.0
0.8256        -157.2245    -158.6702       1.4457   466.0
0.8257        -157.2251    -158.6701       1.4450   465.8
0.8258        -157.2238    -158.6699       1.4460   466.1
0.8259        -157.2260    -158.6696       1.4436   465.3
0.8260        -157.2257    -158.6690       1.4433   465.2
0.8261        -157.2257    -158.6692       1.4436   465.3
0.8262        -157.2263    -158.6684       1.4422   464.9
0.8263        -157.2268    -158.6682       1.4414   464.6
0.8264        -157.2284    -158.6675       1.4391   463.9
0.8265        -157.2333    -158.6669       1.4335   462.1
0.8266        -157.2336    -158.6663       1.4328   461.8
0.8267        -157.2325    -158.6658       1.4333   462.0
0.8268        -157.2287    -158.6651       1.4365   463.0
0.8269        -157.2338    -158.6644       1.4306   461.2
0.8270        -157.2339    -158.6636       1.4297   460.9
0.8271        -157.2297    -158.6628       1.4331   461.9
0.8272        -157.2286    -158.6623       1.4337   462.1
0.8273        -157.2272    -158.6611       1.4338   462.2
0.8274        -157.2287    -158.6601       1.4314   461.4
0.8275        -157.2264    -158.6593       1.4329   461.9
0.8276        -157.2257    -158.6583       1.4327   461.8
0.8277        -157.2273    -158.6571       1.4298   460.9
0.8278        -157.2227    -158.6561       1.4334   462.1
0.8279        -157.2248    -158.6549       1.4301   461.0
0.8280        -157.2238    -158.6536       1.4298   460.9
0.8281        -157.2192    -158.6529       1.4337   462.2
0.8282        -157.2179    -158.6514       1.4335   462.1
0.8283        -157.2168    -158.6499       1.4331   462.0
0.8284        -157.2163    -158.6486       1.4324   461.7
0.8285        -157.2146    -158.6472       1.4326   461.8
0.8286        -157.2131    -158.6460       1.4328   461.9
0.8287        -157.2114    -158.6444       1.4329   461.9
0.8288        -157.2079    -158.6429       1.4350   462.6
0.8289        -157.2092    -158.6415       1.4324   461.7
0.8290        -157.2102    -158.6403       1.4301   461.0
0.8291        -157.2108    -158.6386       1.4278   460.3
0.8292        -157.2107    -158.6369       1.4262   459.7
0.8293        -157.2132    -158.6354       1.4222   458.4
0.8294        -157.2109    -158.6337       1.4228   458.6
0.8295        -157.2115    -158.6322       1.4207   458.0
0.8296        -157.2096    -158.6306       1.4209   458.0
0.8297        -157.2081    -158.6287       1.4206   457.9
0.8298        -157.2074    -158.6271       1.4197   457.6
0.8299        -157.2050    -158.6251       1.4201   457.8
0.8300        -157.2064    -158.6237       1.4173   456.9
0.8301        -157.2104    -158.6217       1.4113   454.9
0.8302        -157.2106    -158.6199       1.4093   454.3
0.8303        -157.2130    -158.6182       1.4053   453.0
0.8304        -157.2104    -158.6161       1.4057   453.1
0.8305        -157.2066    -158.6140       1.4075   453.7
0.8306        -157.2101    -158.6123       1.4022   452.0
0.8307        -157.2113    -158.6104       1.3991   451.0
0.8308        -157.2151    -158.6085       1.3934   449.2
0.8309        -157.2156    -158.6067       1.3911   448.4
0.8310        -157.2166    -158.6048       1.3882   447.5
0.8311        -157.2124    -158.6029       1.3905   448.2
0.8312        -157.2110    -158.6010       1.3900   448.1
0.8313        -157.2062    -158.5991       1.3929   449.0
0.8314        -157.2082    -158.5973       1.3891   447.8
0.8315        -157.2095    -158.5953       1.3858   446.7
0.8316        -157.2045    -158.5934       1.3888   447.7
0.8317        -157.2032    -158.5916       1.3883   447.5
0.8318        -157.2049    -158.5897       1.3848   446.4
0.8319        -157.2054    -158.5878       1.3824   445.6
0.8320        -157.2027    -158.5860       1.3834   445.9
0.8321        -157.2059    -158.5842       1.3783   444.3
0.8322        -157.2039    -158.5821       1.3782   444.3
0.8323        -157.2055    -158.5807       1.3752   443.3
0.8324        -157.2055    -158.5787       1.3732   442.6
0.8325        -157.2048    -158.5767       1.3719   442.2
0.8326        -157.2076    -158.5750       1.3674   440.8
0.8327        -157.2080    -158.5730       1.3650   440.0
0.8328        -157.2071    -158.5713       1.3642   439.7
0.8329        -157.2072    -158.5692       1.3621   439.1
0.8330        -157.2086    -158.5675       1.3589   438.0
0.8331        -157.2062    -158.5657       1.3595   438.2
0.8332        -157.2078    -158.5638       1.3560   437.1
0.8333        -157.2116    -158.5619       1.3503   435.3
0.8334        -157.2129    -158.5603       1.3473   434.3
0.8335        -157.2124    -158.5585       1.3461   433.9
0.8336        -157.2131    -158.5568       1.3437   433.2
0.8337        -157.2151    -158.5549       1.3397   431.9
0.8338        -157.2178    -158.5536       1.3358   430.6
0.8339        -157.2184    -158.5518       1.3334   429.8
0.8340        -157.2200    -158.5503       1.3303   428.8
0.8341        -157.2187    -158.5486       1.3299   428.7
0.8342        -157.2172    -158.5472       1.3299   428.7
0.8343        -157.2168    -158.5458       1.3290   428.4
0.8344        -157.2187    -158.5444       1.3257   427.3
0.8345        -157.2179    -158.5428       1.3249   427.1
0.8346        -157.2170    -158.5413       1.3243   426.9
0.8347        -157.2164    -158.5400       1.3236   426.6
0.8348        -157.2125    -158.5388       1.3263   427.5
0.8349        -157.2151    -158.5374       1.3222   426.2
0.8350        -157.2123    -158.5362       1.3240   426.8
0.8351        -157.2146    -158.5349       1.3202   425.6
0.8352        -157.2150    -158.5338       1.3189   425.1
0.8353        -157.2146    -158.5326       1.3180   424.8
0.8354        -157.2147    -158.5316       1.3170   424.5
0.8355        -157.2141    -158.5304       1.3163   424.3
0.8356        -157.2103    -158.5295       1.3192   425.2
0.8357        -157.2104    -158.5285       1.3181   424.9
0.8358        -157.2116    -158.5277       1.3161   424.2
0.8359        -157.2094    -158.5268       1.3174   424.7
0.8360        -157.2068    -158.5259       1.3190   425.2
0.8361        -157.2086    -158.5251       1.3165   424.4
0.8362        -157.2095    -158.5241       1.3147   423.8
0.8363        -157.2098    -158.5234       1.3136   423.4
0.8364        -157.2077    -158.5227       1.3150   423.9
0.8365        -157.2079    -158.5224       1.3146   423.7
0.8366        -157.2072    -158.5214       1.3142   423.6
0.8367        -157.2074    -158.5207       1.3134   423.4
0.8368        -157.2055    -158.5203       1.3148   423.8
0.8369        -157.2086    -158.5197       1.3112   422.7
0.8370        -157.2094    -158.5192       1.3097   422.2
0.8371        -157.2093    -158.5189       1.3096   422.1
0.8372        -157.2094    -158.5183       1.3089   421.9
0.8373        -157.2109    -158.5178       1.3068   421.3
0.8374        -157.2085    -158.5175       1.3091   422.0
0.8375        -157.2084    -158.5171       1.3088   421.9
0.8376        -157.2093    -158.5169       1.3076   421.5
0.8377        -157.2057    -158.5165       1.3109   422.6
0.8378        -157.2054    -158.5164       1.3110   422.6
0.8379        -157.2042    -158.5162       1.3120   422.9
0.8380        -157.2007    -158.5160       1.3154   424.0
0.8381        -157.2015    -158.5160       1.3145   423.7
0.8382        -157.2045    -158.5159       1.3114   422.7
0.8383        -157.2037    -158.5157       1.3120   422.9
0.8384        -157.2016    -158.5158       1.3142   423.6
0.8385        -157.2003    -158.5155       1.3152   423.9
0.8386        -157.2021    -158.5157       1.3136   423.4
0.8387        -157.2029    -158.5156       1.3126   423.1
0.8388        -157.2015    -158.5156       1.3141   423.6
0.8389        -157.1992    -158.5157       1.3166   424.4
0.8390        -157.2040    -158.5160       1.3120   422.9
0.8391        -157.2056    -158.5157       1.3101   422.3
0.8392        -157.2011    -158.5158       1.3147   423.8
0.8393        -157.1983    -158.5158       1.3176   424.7
0.8394        -157.1960    -158.5162       1.3202   425.6
