Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0051        -183.3026    -183.9524       0.6497   179.5
0.0052        -183.3029    -183.9466       0.6437   177.8
0.0053        -183.3042    -183.9409       0.6367   175.9
0.0054        -183.3031    -183.9352       0.6321   174.6
0.0055        -183.3021    -183.9295       0.6274   173.3
0.0056        -183.2998    -183.9238       0.6240   172.4
0.0057        -183.2970    -183.9182       0.6211   171.6
0.0058        -183.3001    -183.9125       0.6124   169.2
0.0059        -183.3003    -183.9070       0.6067   167.6
0.0060        -183.2990    -183.9015       0.6025   166.5
0.0061        -183.2993    -183.8961       0.5967   164.9
0.0062        -183.3020    -183.8907       0.5887   162.6
0.0063        -183.3024    -183.8855       0.5830   161.1
0.0064        -183.3043    -183.8803       0.5760   159.1
0.0065        -183.3018    -183.8752       0.5734   158.4
0.0066        -183.3032    -183.8701       0.5669   156.6
0.0067        -183.3049    -183.8653       0.5603   154.8
0.0068        -183.3044    -183.8605       0.5561   153.6
0.0069        -183.3050    -183.8558       0.5508   152.2
0.0070        -183.3025    -183.8511       0.5487   151.6
0.0071        -183.3036    -183.8466       0.5430   150.0
0.0072        -183.3026    -183.8422       0.5396   149.1
0.0073        -183.3004    -183.8378       0.5374   148.5
0.0074        -183.3000    -183.8336       0.5336   147.4
0.0075        -183.3021    -183.8295       0.5273   145.7
0.0076        -183.3033    -183.8255       0.5222   144.3
0.0077        -183.3042    -183.8216       0.5175   143.0
0.0078        -183.3050    -183.8179       0.5129   141.7
0.0079        -183.3071    -183.8143       0.5072   140.1
0.0080        -183.3090    -183.8109       0.5019   138.7
0.0081        -183.3103    -183.8076       0.4973   137.4
0.0082        -183.3106    -183.8044       0.4938   136.4
0.0083        -183.3111    -183.8014       0.4903   135.5
0.0084        -183.3119    -183.7985       0.4866   134.4
0.0085        -183.3127    -183.7957       0.4830   133.5
0.0086        -183.3141    -183.7931       0.4790   132.3
0.0087        -183.3140    -183.7906       0.4766   131.7
0.0088        -183.3110    -183.7883       0.4773   131.9
0.0089        -183.3113    -183.7861       0.4748   131.2
0.0090        -183.3100    -183.7841       0.4740   131.0
0.0091        -183.3106    -183.7821       0.4716   130.3
0.0092        -183.3099    -183.7804       0.4705   130.0
0.0093        -183.3104    -183.7787       0.4683   129.4
0.0094        -183.3103    -183.7773       0.4670   129.0
0.0095        -183.3119    -183.7759       0.4640   128.2
0.0096        -183.3122    -183.7747       0.4625   127.8
0.0097        -183.3117    -183.7736       0.4620   127.6
0.0098        -183.3099    -183.7727       0.4627   127.9
0.0099        -183.3098    -183.7719       0.4620   127.7
0.0100        -183.3096    -183.7712       0.4617   127.6
0.0101        -183.3084    -183.7707       0.4623   127.7
0.0102        -183.3073    -183.7703       0.4630   127.9
0.0103        -183.3088    -183.7700       0.4613   127.4
0.0104        -183.3099    -183.7699       0.4600   127.1
0.0105        -183.3092    -183.7699       0.4606   127.3
0.0106        -183.3087    -183.7700       0.4612   127.4
0.0107        -183.3083    -183.7702       0.4619   127.6
0.0108        -183.3090    -183.7706       0.4616   127.5
0.0109        -183.3115    -183.7710       0.4596   127.0
0.0110        -183.3109    -183.7716       0.4607   127.3
0.0111        -183.3119    -183.7723       0.4604   127.2
0.0112        -183.3119    -183.7731       0.4612   127.4
0.0113        -183.3138    -183.7740       0.4602   127.2
0.0114        -183.3163    -183.7750       0.4587   126.7
0.0115        -183.3161    -183.7760       0.4599   127.1
0.0116        -183.3155    -183.7772       0.4617   127.6
0.0117        -183.3160    -183.7784       0.4624   127.8
0.0118        -183.3157    -183.7797       0.4640   128.2
0.0119        -183.3145    -183.7810       0.4665   128.9
0.0120        -183.3138    -183.7824       0.4687   129.5
0.0121        -183.3124    -183.7839       0.4715   130.3
0.0122        -183.3110    -183.7854       0.4744   131.1
0.0123        -183.3099    -183.7870       0.4771   131.8
0.0124        -183.3087    -183.7883       0.4796   132.5
0.0125        -183.3084    -183.7900       0.4815   133.1
0.0126        -183.3074    -183.7916       0.4842   133.8
0.0127        -183.3092    -183.7933       0.4841   133.8
0.0128        -183.3087    -183.7951       0.4863   134.4
0.0129        -183.3072    -183.7968       0.4896   135.3
0.0130        -183.3087    -183.7986       0.4899   135.4
0.0131        -183.3087    -183.8004       0.4917   135.9
0.0132        -183.3074    -183.8022       0.4948   136.7
0.0133        -183.3064    -183.8040       0.4976   137.5
0.0134        -183.3065    -183.8059       0.4994   138.0
0.0135        -183.3060    -183.8077       0.5017   138.6
0.0136        -183.3054    -183.8096       0.5042   139.3
0.0137        -183.3045    -183.8114       0.5069   140.0
0.0138        -183.3034    -183.8132       0.5099   140.9
0.0139        -183.3019    -183.8147       0.5128   141.7
0.0140        -183.3004    -183.8165       0.5161   142.6
0.0141        -183.2994    -183.8182       0.5188   143.3
0.0142        -183.2976    -183.8199       0.5223   144.3
0.0143        -183.2957    -183.8215       0.5258   145.3
0.0144        -183.2944    -183.8230       0.5286   146.0
0.0145        -183.2945    -183.8245       0.5300   146.4
0.0146        -183.2951    -183.8259       0.5308   146.7
0.0147        -183.2946    -183.8273       0.5327   147.2
0.0148        -183.2946    -183.8286       0.5340   147.5
0.0149        -183.2971    -183.8298       0.5327   147.2
0.0150        -183.2956    -183.8309       0.5354   147.9
0.0151        -183.2953    -183.8320       0.5367   148.3
0.0152        -183.2947    -183.8330       0.5383   148.7
0.0153        -183.2933    -183.8339       0.5406   149.4
0.0154        -183.2960    -183.8347       0.5387   148.8
0.0155        -183.2961    -183.8354       0.5393   149.0
0.0156        -183.2947    -183.8360       0.5413   149.6
0.0157        -183.2931    -183.8365       0.5434   150.1
0.0158        -183.2926    -183.8369       0.5444   150.4
0.0159        -183.2911    -183.8373       0.5462   150.9
0.0160        -183.2912    -183.8376       0.5464   151.0
0.0161        -183.2913    -183.8377       0.5464   151.0
0.0162        -183.2921    -183.8378       0.5457   150.8
0.0163        -183.2905    -183.8378       0.5473   151.2
0.0164        -183.2904    -183.8377       0.5473   151.2
0.0165        -183.2921    -183.8375       0.5454   150.7
0.0166        -183.2923    -183.8371       0.5448   150.5
0.0167        -183.2931    -183.8367       0.5436   150.2
0.0168        -183.2939    -183.8361       0.5423   149.8
0.0169        -183.2949    -183.8355       0.5406   149.4
0.0170        -183.2924    -183.8347       0.5423   149.8
0.0171        -183.2917    -183.8338       0.5421   149.8
0.0172        -183.2918    -183.8328       0.5411   149.5
0.0173        -183.2913    -183.8318       0.5405   149.3
0.0174        -183.2940    -183.8306       0.5366   148.3
0.0175        -183.2940    -183.8293       0.5353   147.9
0.0176        -183.2941    -183.8279       0.5337   147.5
0.0177        -183.2944    -183.8264       0.5320   147.0
0.0178        -183.2927    -183.8247       0.5320   147.0
0.0179        -183.2924    -183.8230       0.5307   146.6
0.0180        -183.2917    -183.8212       0.5295   146.3
0.0181        -183.2905    -183.8193       0.5288   146.1
0.0182        -183.2901    -183.8172       0.5271   145.6
0.0183        -183.2898    -183.8151       0.5253   145.1
0.0184        -183.2907    -183.8129       0.5222   144.3
0.0185        -183.2908    -183.8105       0.5197   143.6
0.0186        -183.2914    -183.8081       0.5166   142.7
0.0187        -183.2923    -183.8055       0.5132   141.8
0.0188        -183.2926    -183.8029       0.5102   141.0
0.0189        -183.2926    -183.8001       0.5075   140.2
0.0190        -183.2939    -183.7973       0.5034   139.1
0.0191        -183.2953    -183.7944       0.4991   137.9
0.0192        -183.2974    -183.7914       0.4941   136.5
0.0193        -183.2966    -183.7884       0.4918   135.9
0.0194        -183.2956    -183.7852       0.4896   135.3
0.0195        -183.2977    -183.7820       0.4844   133.8
0.0196        -183.2985    -183.7788       0.4802   132.7
0.0197        -183.2995    -183.7754       0.4759   131.5
0.0198        -183.2996    -183.7720       0.4724   130.5
0.0199        -183.2999    -183.7685       0.4686   129.5
0.0200        -183.3007    -183.7650       0.4643   128.3
0.0201        -183.2995    -183.7614       0.4619   127.6
0.0202        -183.2983    -183.7578       0.4594   126.9
0.0203        -183.2974    -183.7541       0.4567   126.2
0.0204        -183.2971    -183.7503       0.4533   125.2
0.0205        -183.2977    -183.7465       0.4488   124.0
0.0206        -183.3005    -183.7427       0.4422   122.2
0.0207        -183.2998    -183.7388       0.4390   121.3
0.0208        -183.2995    -183.7349       0.4354   120.3
0.0209        -183.2988    -183.7309       0.4321   119.4
0.0210        -183.2994    -183.7270       0.4275   118.1
0.0211        -183.2990    -183.7229       0.4240   117.1
0.0212        -183.2976    -183.7189       0.4212   116.4
0.0213        -183.2972    -183.7148       0.4176   115.4
0.0214        -183.2972    -183.7107       0.4135   114.3
0.0215        -183.2973    -183.7066       0.4092   113.1
0.0216        -183.2978    -183.7024       0.4047   111.8
0.0217        -183.2999    -183.6983       0.3984   110.1
0.0218        -183.3000    -183.6942       0.3942   108.9
0.0219        -183.2996    -183.6901       0.3905   107.9
0.0220        -183.2985    -183.6860       0.3875   107.1
0.0221        -183.2988    -183.6819       0.3831   105.8
0.0222        -183.2986    -183.6779       0.3793   104.8
0.0223        -183.2975    -183.6738       0.3763   104.0
0.0224        -183.2970    -183.6698       0.3727   103.0
0.0225        -183.2980    -183.6658       0.3678   101.6
0.0226        -183.2989    -183.6618       0.3629   100.3
0.0227        -183.2992    -183.6579       0.3586    99.1
0.0228        -183.3004    -183.6540       0.3536    97.7
0.0229        -183.2972    -183.6501       0.3529    97.5
0.0230        -183.2970    -183.6463       0.3493    96.5
0.0231        -183.2961    -183.6426       0.3465    95.7
0.0232        -183.2940    -183.6388       0.3448    95.3
0.0233        -183.2943    -183.6352       0.3409    94.2
0.0234        -183.2951    -183.6316       0.3365    93.0
0.0235        -183.2933    -183.6281       0.3349    92.5
0.0236        -183.2943    -183.6247       0.3304    91.3
0.0237        -183.2942    -183.6213       0.3270    90.4
0.0238        -183.2937    -183.6179       0.3242    89.6
0.0239        -183.2936    -183.6146       0.3211    88.7
0.0240        -183.2956    -183.6115       0.3159    87.3
0.0241        -183.2942    -183.6083       0.3141    86.8
0.0242        -183.2956    -183.6053       0.3097    85.6
0.0243        -183.2957    -183.6023       0.3067    84.7
0.0244        -183.2962    -183.5995       0.3033    83.8
0.0245        -183.2961    -183.5967       0.3007    83.1
0.0246        -183.2948    -183.5941       0.2993    82.7
0.0247        -183.2948    -183.5915       0.2967    82.0
0.0248        -183.2926    -183.5890       0.2964    81.9
0.0249        -183.2909    -183.5867       0.2957    81.7
0.0250        -183.2917    -183.5844       0.2927    80.9
0.0251        -183.2925    -183.5822       0.2897    80.0
0.0252        -183.2926    -183.5801       0.2876    79.5
0.0253        -183.2928    -183.5782       0.2854    78.9
0.0254        -183.2922    -183.5764       0.2842    78.5
0.0255        -183.2926    -183.5746       0.2821    77.9
0.0256        -183.2926    -183.5730       0.2804    77.5
0.0257        -183.2930    -183.5715       0.2786    77.0
0.0258        -183.2934    -183.5702       0.2767    76.5
0.0259        -183.2944    -183.5689       0.2746    75.9
0.0260        -183.2945    -183.5678       0.2733    75.5
0.0261        -183.2940    -183.5668       0.2728    75.4
0.0262        -183.2945    -183.5660       0.2715    75.0
0.0263        -183.2948    -183.5653       0.2705    74.7
0.0264        -183.2955    -183.5647       0.2692    74.4
0.0265        -183.2967    -183.5643       0.2676    73.9
0.0266        -183.2974    -183.5640       0.2666    73.6
0.0267        -183.2974    -183.5638       0.2663    73.6
0.0268        -183.2977    -183.5637       0.2661    73.5
0.0269        -183.2989    -183.5638       0.2649    73.2
0.0270        -183.2984    -183.5640       0.2657    73.4
0.0271        -183.2986    -183.5644       0.2658    73.4
0.0272        -183.2995    -183.5648       0.2653    73.3
0.0273        -183.2996    -183.5654       0.2658    73.4
0.0274        -183.2991    -183.5661       0.2669    73.8
0.0275        -183.2984    -183.5669       0.2685    74.2
0.0276        -183.2984    -183.5679       0.2695    74.5
0.0277        -183.2988    -183.5689       0.2701    74.6
0.0278        -183.2969    -183.5701       0.2732    75.5
0.0279        -183.2964    -183.5715       0.2751    76.0
0.0280        -183.2960    -183.5729       0.2770    76.5
0.0281        -183.2955    -183.5745       0.2791    77.1
0.0282        -183.2967    -183.5762       0.2795    77.2
0.0283        -183.2963    -183.5780       0.2817    77.8
0.0284        -183.2956    -183.5799       0.2843    78.6
0.0285        -183.2962    -183.5819       0.2857    78.9
0.0286        -183.2965    -183.5840       0.2875    79.4
0.0287        -183.2966    -183.5862       0.2895    80.0
0.0288        -183.2959    -183.5884       0.2925    80.8
0.0289        -183.2935    -183.5908       0.2973    82.1
0.0290        -183.2949    -183.5932       0.2984    82.4
0.0291        -183.2944    -183.5958       0.3013    83.3
0.0292        -183.2942    -183.5983       0.3041    84.0
0.0293        -183.2960    -183.6010       0.3050    84.3
0.0294        -183.2975    -183.6037       0.3062    84.6
0.0295        -183.2979    -183.6066       0.3087    85.3
0.0296        -183.2975    -183.6094       0.3119    86.2
0.0297        -183.2985    -183.6123       0.3138    86.7
0.0298        -183.2981    -183.6153       0.3172    87.6
0.0299        -183.2969    -183.6183       0.3215    88.8
0.0300        -183.2963    -183.6214       0.3251    89.8
0.0301        -183.2962    -183.6246       0.3283    90.7
0.0302        -183.2961    -183.6278       0.3317    91.6
0.0303        -183.2961    -183.6310       0.3349    92.5
0.0304        -183.2964    -183.6343       0.3379    93.4
0.0305        -183.2961    -183.6376       0.3416    94.4
0.0306        -183.2955    -183.6410       0.3455    95.5
0.0307        -183.2960    -183.6444       0.3484    96.3
0.0308        -183.2963    -183.6478       0.3516    97.1
0.0309        -183.2966    -183.6513       0.3547    98.0
0.0310        -183.2964    -183.6548       0.3584    99.0
0.0311        -183.2956    -183.6582       0.3626   100.2
0.0312        -183.2958    -183.6617       0.3659   101.1
0.0313        -183.2953    -183.6652       0.3699   102.2
0.0314        -183.2955    -183.6687       0.3732   103.1
0.0315        -183.2965    -183.6722       0.3757   103.8
0.0316        -183.2962    -183.6757       0.3795   104.9
0.0317        -183.2970    -183.6792       0.3822   105.6
0.0318        -183.2979    -183.6827       0.3847   106.3
0.0319        -183.2965    -183.6861       0.3896   107.7
0.0320        -183.2955    -183.6895       0.3940   108.9
0.0321        -183.2960    -183.6929       0.3969   109.7
0.0322        -183.2951    -183.6962       0.4011   110.8
0.0323        -183.2925    -183.6995       0.4071   112.5
0.0324        -183.2921    -183.7028       0.4107   113.5
0.0325        -183.2912    -183.7061       0.4149   114.6
0.0326        -183.2895    -183.7092       0.4198   116.0
0.0327        -183.2894    -183.7124       0.4230   116.9
0.0328        -183.2888    -183.7155       0.4267   117.9
0.0329        -183.2870    -183.7185       0.4315   119.2
0.0330        -183.2875    -183.7215       0.4340   119.9
0.0331        -183.2880    -183.7244       0.4364   120.6
0.0332        -183.2862    -183.7273       0.4410   121.9
0.0333        -183.2867    -183.7301       0.4434   122.5
0.0334        -183.2855    -183.7328       0.4473   123.6
0.0335        -183.2853    -183.7355       0.4502   124.4
0.0336        -183.2847    -183.7380       0.4534   125.3
0.0337        -183.2865    -183.7405       0.4540   125.5
0.0338        -183.2858    -183.7429       0.4571   126.3
0.0339        -183.2870    -183.7452       0.4582   126.6
0.0340        -183.2854    -183.7475       0.4620   127.7
0.0341        -183.2863    -183.7496       0.4634   128.0
0.0342        -183.2850    -183.7517       0.4667   128.9
0.0343        -183.2872    -183.7537       0.4664   128.9
0.0344        -183.2871    -183.7555       0.4684   129.4
0.0345        -183.2876    -183.7573       0.4697   129.8
0.0346        -183.2877    -183.7590       0.4713   130.2
0.0347        -183.2888    -183.7605       0.4717   130.3
0.0348        -183.2876    -183.7620       0.4744   131.1
0.0349        -183.2871    -183.7634       0.4763   131.6
0.0350        -183.2867    -183.7647       0.4780   132.1
0.0351        -183.2875    -183.7659       0.4784   132.2
0.0352        -183.2868    -183.7669       0.4801   132.7
0.0353        -183.2860    -183.7679       0.4819   133.2
0.0354        -183.2867    -183.7687       0.4820   133.2
0.0355        -183.2859    -183.7695       0.4835   133.6
0.0356        -183.2844    -183.7701       0.4857   134.2
0.0357        -183.2842    -183.7706       0.4864   134.4
0.0358        -183.2859    -183.7710       0.4851   134.0
0.0359        -183.2870    -183.7713       0.4843   133.8
0.0360        -183.2886    -183.7715       0.4829   133.4
0.0361        -183.2866    -183.7715       0.4849   134.0
0.0362        -183.2864    -183.7715       0.4851   134.0
0.0363        -183.2859    -183.7713       0.4853   134.1
0.0364        -183.2848    -183.7710       0.4862   134.3
0.0365        -183.2849    -183.7705       0.4857   134.2
0.0366        -183.2831    -183.7700       0.4869   134.5
0.0367        -183.2837    -183.7694       0.4857   134.2
0.0368        -183.2842    -183.7687       0.4845   133.9
0.0369        -183.2828    -183.7678       0.4850   134.0
0.0370        -183.2809    -183.7669       0.4859   134.3
0.0371        -183.2810    -183.7658       0.4848   134.0
0.0372        -183.2810    -183.7646       0.4837   133.6
0.0373        -183.2821    -183.7634       0.4813   133.0
0.0374        -183.2818    -183.7620       0.4802   132.7
0.0375        -183.2839    -183.7605       0.4766   131.7
0.0376        -183.2861    -183.7590       0.4729   130.7
0.0377        -183.2871    -183.7573       0.4703   129.9
0.0378        -183.2877    -183.7556       0.4679   129.3
0.0379        -183.2878    -183.7538       0.4659   128.7
0.0380        -183.2862    -183.7519       0.4657   128.7
0.0381        -183.2865    -183.7499       0.4634   128.0
0.0382        -183.2858    -183.7478       0.4619   127.6
0.0383        -183.2866    -183.7456       0.4590   126.8
0.0384        -183.2864    -183.7434       0.4569   126.2
0.0385        -183.2873    -183.7410       0.4537   125.4
0.0386        -183.2864    -183.7386       0.4522   124.9
0.0387        -183.2894    -183.7361       0.4467   123.4
0.0388        -183.2897    -183.7336       0.4439   122.7
0.0389        -183.2905    -183.7310       0.4405   121.7
0.0390        -183.2903    -183.7284       0.4381   121.0
0.0391        -183.2895    -183.7257       0.4362   120.5
0.0392        -183.2898    -183.7229       0.4332   119.7
0.0393        -183.2894    -183.7201       0.4308   119.0
0.0394        -183.2890    -183.7173       0.4283   118.3
0.0395        -183.2895    -183.7144       0.4249   117.4
0.0396        -183.2886    -183.7116       0.4230   116.9
0.0397        -183.2872    -183.7086       0.4215   116.5
0.0398        -183.2865    -183.7057       0.4192   115.8
0.0399        -183.2887    -183.7027       0.4140   114.4
0.0400        -183.2868    -183.6997       0.4129   114.1
0.0401        -183.2868    -183.6967       0.4100   113.3
0.0402        -183.2870    -183.6937       0.4067   112.4
0.0403        -183.2862    -183.6907       0.4044   111.7
0.0404        -183.2847    -183.6876       0.4029   111.3
0.0405        -183.2875    -183.6845       0.3971   109.7
0.0406        -183.2883    -183.6815       0.3931   108.6
0.0407        -183.2888    -183.6785       0.3896   107.7
0.0408        -183.2889    -183.6754       0.3865   106.8
0.0409        -183.2882    -183.6724       0.3842   106.2
0.0410        -183.2860    -183.6694       0.3834   105.9
0.0411        -183.2860    -183.6664       0.3804   105.1
0.0412        -183.2862    -183.6635       0.3773   104.2
0.0413        -183.2837    -183.6606       0.3768   104.1
0.0414        -183.2836    -183.6577       0.3741   103.4
0.0415        -183.2829    -183.6548       0.3719   102.8
0.0416        -183.2847    -183.6520       0.3673   101.5
0.0417        -183.2823    -183.6493       0.3669   101.4
0.0418        -183.2828    -183.6465       0.3637   100.5
0.0419        -183.2825    -183.6439       0.3613    99.8
0.0420        -183.2824    -183.6412       0.3589    99.2
0.0421        -183.2825    -183.6387       0.3562    98.4
0.0422        -183.2828    -183.6362       0.3534    97.6
0.0423        -183.2838    -183.6338       0.3500    96.7
0.0424        -183.2828    -183.6314       0.3487    96.3
0.0425        -183.2826    -183.6291       0.3465    95.7
0.0426        -183.2819    -183.6269       0.3450    95.3
0.0427        -183.2846    -183.6248       0.3402    94.0
0.0428        -183.2846    -183.6228       0.3382    93.5
0.0429        -183.2838    -183.6209       0.3370    93.1
0.0430        -183.2827    -183.6190       0.3363    92.9
0.0431        -183.2835    -183.6172       0.3337    92.2
0.0432        -183.2833    -183.6155       0.3322    91.8
0.0433        -183.2833    -183.6139       0.3306    91.4
0.0434        -183.2831    -183.6124       0.3292    91.0
0.0435        -183.2815    -183.6109       0.3294    91.0
0.0436        -183.2812    -183.6096       0.3284    90.7
0.0437        -183.2811    -183.6083       0.3272    90.4
0.0438        -183.2806    -183.6071       0.3266    90.2
0.0439        -183.2802    -183.6061       0.3259    90.0
0.0440        -183.2798    -183.6052       0.3253    89.9
0.0441        -183.2810    -183.6043       0.3233    89.3
0.0442        -183.2795    -183.6036       0.3240    89.5
0.0443        -183.2793    -183.6029       0.3236    89.4
0.0444        -183.2787    -183.6024       0.3236    89.4
0.0445        -183.2787    -183.6019       0.3231    89.3
0.0446        -183.2786    -183.6015       0.3229    89.2
0.0447        -183.2783    -183.6012       0.3229    89.2
0.0448        -183.2782    -183.6011       0.3228    89.2
0.0449        -183.2776    -183.6010       0.3235    89.4
0.0450        -183.2772    -183.6011       0.3238    89.5
0.0451        -183.2781    -183.6012       0.3231    89.3
0.0452        -183.2793    -183.6014       0.3221    89.0
0.0453        -183.2794    -183.6018       0.3224    89.1
0.0454        -183.2788    -183.6022       0.3234    89.3
0.0455        -183.2789    -183.6027       0.3238    89.5
0.0456        -183.2774    -183.6033       0.3259    90.0
0.0457        -183.2773    -183.6039       0.3266    90.2
0.0458        -183.2765    -183.6047       0.3281    90.7
0.0459        -183.2779    -183.6054       0.3276    90.5
0.0460        -183.2766    -183.6063       0.3297    91.1
0.0461        -183.2765    -183.6073       0.3308    91.4
0.0462        -183.2762    -183.6083       0.3321    91.8
0.0463        -183.2748    -183.6094       0.3346    92.5
0.0464        -183.2757    -183.6106       0.3349    92.5
0.0465        -183.2748    -183.6119       0.3371    93.1
0.0466        -183.2744    -183.6133       0.3389    93.6
0.0467        -183.2759    -183.6148       0.3389    93.6
0.0468        -183.2747    -183.6163       0.3416    94.4
0.0469        -183.2747    -183.6179       0.3431    94.8
0.0470        -183.2735    -183.6192       0.3457    95.5
0.0471        -183.2730    -183.6208       0.3478    96.1
0.0472        -183.2726    -183.6225       0.3500    96.7
0.0473        -183.2706    -183.6242       0.3536    97.7
0.0474        -183.2703    -183.6260       0.3557    98.3
0.0475        -183.2710    -183.6278       0.3568    98.6
0.0476        -183.2731    -183.6297       0.3565    98.5
0.0477        -183.2726    -183.6315       0.3590    99.2
0.0478        -183.2723    -183.6335       0.3612    99.8
0.0479        -183.2737    -183.6355       0.3618   100.0
0.0480        -183.2735    -183.6375       0.3640   100.6
0.0481        -183.2731    -183.6392       0.3661   101.2
0.0482        -183.2729    -183.6413       0.3684   101.8
0.0483        -183.2735    -183.6434       0.3699   102.2
0.0484        -183.2724    -183.6455       0.3730   103.1
0.0485        -183.2719    -183.6476       0.3756   103.8
0.0486        -183.2711    -183.6496       0.3786   104.6
0.0487        -183.2722    -183.6517       0.3795   104.9
0.0488        -183.2700    -183.6535       0.3835   106.0
0.0489        -183.2685    -183.6555       0.3871   106.9
0.0490        -183.2668    -183.6576       0.3908   108.0
0.0491        -183.2657    -183.6596       0.3939   108.8
0.0492        -183.2649    -183.6616       0.3966   109.6
0.0493        -183.2654    -183.6635       0.3982   110.0
0.0494        -183.2664    -183.6655       0.3991   110.3
0.0495        -183.2633    -183.6671       0.4038   111.6
0.0496        -183.2617    -183.6690       0.4073   112.5
0.0497        -183.2615    -183.6708       0.4094   113.1
0.0498        -183.2612    -183.6727       0.4114   113.7
0.0499        -183.2598    -183.6744       0.4146   114.6
0.0500        -183.2589    -183.6762       0.4173   115.3
0.0501        -183.2567    -183.6780       0.4213   116.4
0.0502        -183.2565    -183.6797       0.4232   116.9
0.0503        -183.2541    -183.6811       0.4270   118.0
0.0504        -183.2542    -183.6827       0.4285   118.4
0.0505        -183.2541    -183.6842       0.4301   118.8
0.0506        -183.2531    -183.6857       0.4326   119.5
0.0507        -183.2535    -183.6872       0.4337   119.8
0.0508        -183.2519    -183.6887       0.4367   120.7
0.0509        -183.2517    -183.6901       0.4384   121.1
0.0510        -183.2515    -183.6915       0.4401   121.6
0.0511        -183.2515    -183.6924       0.4409   121.8
0.0512        -183.2519    -183.6936       0.4417   122.0
0.0513        -183.2513    -183.6947       0.4433   122.5
0.0514        -183.2532    -183.6957       0.4425   122.2
0.0515        -183.2556    -183.6966       0.4410   121.8
0.0516        -183.2562    -183.6976       0.4413   121.9
0.0517        -183.2540    -183.6984       0.4444   122.8
0.0518        -183.2539    -183.6993       0.4454   123.1
0.0519        -183.2526    -183.7001       0.4475   123.6
0.0520        -183.2515    -183.7004       0.4489   124.0
0.0521        -183.2528    -183.7009       0.4482   123.8
0.0522        -183.2526    -183.7014       0.4488   124.0
0.0523        -183.2525    -183.7018       0.4493   124.1
0.0524        -183.2531    -183.7021       0.4490   124.1
0.0525        -183.2542    -183.7024       0.4482   123.8
0.0526        -183.2534    -183.7026       0.4492   124.1
0.0527        -183.2522    -183.7027       0.4506   124.5
0.0528        -183.2523    -183.7028       0.4506   124.5
0.0529        -183.2516    -183.7028       0.4512   124.7
0.0530        -183.2514    -183.7027       0.4513   124.7
0.0531        -183.2512    -183.7024       0.4512   124.7
0.0532        -183.2518    -183.7022       0.4504   124.4
0.0533        -183.2516    -183.7018       0.4503   124.4
0.0534        -183.2512    -183.7015       0.4503   124.4
