Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4502        -182.8327    -183.6230       0.7903   218.3
0.4503        -182.8318    -183.6236       0.7919   218.8
0.4504        -182.8304    -183.6242       0.7938   219.3
0.4505        -182.8324    -183.6248       0.7924   218.9
0.4506        -182.8336    -183.6253       0.7917   218.8
0.4507        -182.8326    -183.6258       0.7932   219.2
0.4508        -182.8315    -183.6263       0.7948   219.6
0.4509        -182.8317    -183.6266       0.7950   219.6
0.4510        -182.8344    -183.6270       0.7926   219.0
0.4511        -182.8334    -183.6274       0.7939   219.4
0.4512        -182.8346    -183.6276       0.7930   219.1
0.4513        -182.8344    -183.6279       0.7935   219.2
0.4514        -182.8333    -183.6281       0.7948   219.6
0.4515        -182.8309    -183.6283       0.7973   220.3
0.4516        -182.8303    -183.6284       0.7981   220.5
0.4517        -182.8292    -183.6285       0.7992   220.8
0.4518        -182.8309    -183.6285       0.7977   220.4
0.4519        -182.8294    -183.6286       0.7992   220.8
0.4520        -182.8302    -183.6286       0.7983   220.6
0.4521        -182.8293    -183.6285       0.7992   220.8
0.4522        -182.8305    -183.6285       0.7979   220.5
0.4523        -182.8325    -183.6283       0.7959   219.9
0.4524        -182.8319    -183.6282       0.7963   220.0
0.4525        -182.8300    -183.6281       0.7980   220.5
0.4526        -182.8304    -183.6279       0.7974   220.3
0.4527        -182.8295    -183.6276       0.7981   220.5
0.4528        -182.8293    -183.6273       0.7979   220.5
0.4529        -182.8272    -183.6269       0.7997   221.0
0.4530        -182.8272    -183.6264       0.7992   220.8
0.4531        -182.8260    -183.6259       0.7999   221.0
0.4532        -182.8257    -183.6253       0.7997   220.9
0.4533        -182.8252    -183.6247       0.7996   220.9
0.4534        -182.8245    -183.6241       0.7995   220.9
0.4535        -182.8233    -183.6233       0.8000   221.0
0.4536        -182.8247    -183.6226       0.7979   220.5
0.4537        -182.8242    -183.6218       0.7975   220.4
0.4538        -182.8266    -183.6210       0.7944   219.5
0.4539        -182.8259    -183.6201       0.7942   219.4
0.4540        -182.8263    -183.6192       0.7929   219.1
0.4541        -182.8250    -183.6183       0.7933   219.2
0.4542        -182.8286    -183.6174       0.7888   217.9
0.4543        -182.8279    -183.6165       0.7886   217.9
0.4544        -182.8276    -183.6155       0.7880   217.7
0.4545        -182.8327    -183.6145       0.7818   216.0
0.4546        -182.8299    -183.6135       0.7835   216.5
0.4547        -182.8273    -183.6124       0.7851   216.9
0.4548        -182.8303    -183.6113       0.7810   215.8
0.4549        -182.8296    -183.6103       0.7806   215.7
0.4550        -182.8292    -183.6092       0.7800   215.5
0.4551        -182.8297    -183.6080       0.7783   215.0
0.4552        -182.8284    -183.6069       0.7785   215.1
0.4553        -182.8287    -183.6057       0.7770   214.7
0.4554        -182.8278    -183.6046       0.7767   214.6
0.4555        -182.8253    -183.6034       0.7781   215.0
0.4556        -182.8279    -183.6023       0.7744   214.0
0.4557        -182.8306    -183.6011       0.7705   212.9
0.4558        -182.8301    -183.5999       0.7698   212.7
0.4559        -182.8299    -183.5988       0.7689   212.4
0.4560        -182.8325    -183.5976       0.7651   211.4
0.4561        -182.8357    -183.5961       0.7604   210.1
0.4562        -182.8362    -183.5949       0.7587   209.6
0.4563        -182.8371    -183.5937       0.7566   209.1
0.4564        -182.8381    -183.5926       0.7545   208.5
0.4565        -182.8386    -183.5914       0.7529   208.0
0.4566        -182.8380    -183.5904       0.7523   207.9
0.4567        -182.8375    -183.5887       0.7512   207.6
0.4568        -182.8364    -183.5875       0.7511   207.5
0.4569        -182.8370    -183.5863       0.7492   207.0
0.4570        -182.8370    -183.5850       0.7480   206.7
0.4571        -182.8375    -183.5838       0.7463   206.2
0.4572        -182.8372    -183.5827       0.7454   206.0
0.4573        -182.8340    -183.5812       0.7472   206.4
0.4574        -182.8329    -183.5801       0.7472   206.4
0.4575        -182.8305    -183.5789       0.7484   206.8
0.4576        -182.8302    -183.5776       0.7475   206.5
0.4577        -182.8278    -183.5764       0.7487   206.9
0.4578        -182.8237    -183.5748       0.7511   207.5
0.4579        -182.8228    -183.5735       0.7508   207.4
0.4580        -182.8218    -183.5722       0.7504   207.3
0.4581        -182.8179    -183.5709       0.7529   208.0
0.4582        -182.8190    -183.5695       0.7505   207.4
0.4583        -182.8177    -183.5682       0.7505   207.4
0.4584        -182.8199    -183.5669       0.7470   206.4
0.4585        -182.8178    -183.5652       0.7474   206.5
0.4586        -182.8173    -183.5638       0.7465   206.2
0.4587        -182.8176    -183.5623       0.7447   205.8
0.4588        -182.8166    -183.5609       0.7443   205.6
0.4589        -182.8155    -183.5594       0.7439   205.5
0.4590        -182.8172    -183.5579       0.7407   204.7
0.4591        -182.8186    -183.5565       0.7379   203.9
0.4592        -182.8185    -183.5547       0.7362   203.4
0.4593        -182.8182    -183.5531       0.7349   203.1
0.4594        -182.8191    -183.5516       0.7324   202.4
0.4595        -182.8218    -183.5500       0.7282   201.2
0.4596        -182.8224    -183.5484       0.7260   200.6
0.4597        -182.8214    -183.5468       0.7253   200.4
0.4598        -182.8203    -183.5452       0.7249   200.3
0.4599        -182.8196    -183.5432       0.7236   199.9
0.4600        -182.8176    -183.5415       0.7239   200.0
0.4601        -182.8193    -183.5398       0.7205   199.1
0.4602        -182.8177    -183.5381       0.7205   199.1
0.4603        -182.8172    -183.5364       0.7191   198.7
0.4604        -182.8161    -183.5346       0.7185   198.5
0.4605        -182.8160    -183.5329       0.7169   198.1
0.4606        -182.8177    -183.5307       0.7130   197.0
0.4607        -182.8170    -183.5287       0.7117   196.6
0.4608        -182.8159    -183.5268       0.7109   196.4
0.4609        -182.8139    -183.5248       0.7110   196.4
0.4610        -182.8124    -183.5229       0.7104   196.3
0.4611        -182.8121    -183.5209       0.7088   195.8
0.4612        -182.8117    -183.5190       0.7072   195.4
0.4613        -182.8124    -183.5166       0.7042   194.6
0.4614        -182.8121    -183.5145       0.7024   194.1
0.4615        -182.8111    -183.5124       0.7013   193.8
0.4616        -182.8122    -183.5103       0.6981   192.9
0.4617        -182.8111    -183.5082       0.6972   192.6
0.4618        -182.8115    -183.5062       0.6947   191.9
0.4619        -182.8098    -183.5040       0.6942   191.8
0.4620        -182.8094    -183.5016       0.6922   191.2
0.4621        -182.8066    -183.4994       0.6928   191.4
0.4622        -182.8074    -183.4971       0.6897   190.6
0.4623        -182.8067    -183.4949       0.6882   190.1
0.4624        -182.8090    -183.4927       0.6837   188.9
0.4625        -182.8091    -183.4905       0.6814   188.3
0.4626        -182.8088    -183.4882       0.6794   187.7
0.4627        -182.8086    -183.4861       0.6775   187.2
0.4628        -182.8076    -183.4836       0.6760   186.8
0.4629        -182.8061    -183.4814       0.6752   186.6
0.4630        -182.8068    -183.4792       0.6724   185.8
0.4631        -182.8101    -183.4770       0.6669   184.3
0.4632        -182.8089    -183.4748       0.6660   184.0
0.4633        -182.8052    -183.4727       0.6674   184.4
0.4634        -182.8042    -183.4705       0.6663   184.1
0.4635        -182.8043    -183.4683       0.6640   183.5
0.4636        -182.8032    -183.4662       0.6630   183.2
0.4637        -182.8000    -183.4638       0.6638   183.4
0.4638        -182.7987    -183.4616       0.6629   183.2
0.4639        -182.7981    -183.4595       0.6614   182.7
0.4640        -182.7999    -183.4574       0.6574   181.6
0.4641        -182.7994    -183.4552       0.6558   181.2
0.4642        -182.7985    -183.4531       0.6546   180.9
0.4643        -182.7995    -183.4511       0.6516   180.0
0.4644        -182.7981    -183.4490       0.6509   179.8
0.4645        -182.7980    -183.4470       0.6490   179.3
0.4646        -182.8016    -183.4450       0.6434   177.8
0.4647        -182.8015    -183.4429       0.6414   177.2
0.4648        -182.8024    -183.4410       0.6386   176.4
0.4649        -182.8026    -183.4392       0.6365   175.9
0.4650        -182.8022    -183.4373       0.6351   175.5
0.4651        -182.7992    -183.4355       0.6363   175.8
0.4652        -182.8023    -183.4338       0.6315   174.5
0.4653        -182.8020    -183.4321       0.6301   174.1
0.4654        -182.8005    -183.4305       0.6301   174.1
0.4655        -182.8010    -183.4290       0.6280   173.5
0.4656        -182.8002    -183.4275       0.6272   173.3
0.4657        -182.7993    -183.4258       0.6265   173.1
0.4658        -182.7987    -183.4244       0.6257   172.9
0.4659        -182.7987    -183.4231       0.6245   172.5
0.4660        -182.7965    -183.4219       0.6254   172.8
0.4661        -182.7955    -183.4208       0.6253   172.8
0.4662        -182.7944    -183.4198       0.6253   172.8
0.4663        -182.7945    -183.4189       0.6244   172.5
0.4664        -182.7954    -183.4180       0.6226   172.0
0.4665        -182.7958    -183.4172       0.6214   171.7
0.4666        -182.7972    -183.4165       0.6192   171.1
0.4667        -182.7966    -183.4158       0.6192   171.1
0.4668        -182.7966    -183.4151       0.6185   170.9
0.4669        -182.7977    -183.4146       0.6169   170.4
0.4670        -182.7971    -183.4141       0.6170   170.5
0.4671        -182.7982    -183.4138       0.6156   170.1
0.4672        -182.7985    -183.4136       0.6151   169.9
0.4673        -182.7973    -183.4134       0.6162   170.3
0.4674        -182.7976    -183.4134       0.6159   170.2
0.4675        -182.8003    -183.4135       0.6131   169.4
0.4676        -182.8005    -183.4136       0.6132   169.4
0.4677        -182.8026    -183.4139       0.6113   168.9
0.4678        -182.8027    -183.4142       0.6115   169.0
0.4679        -182.8027    -183.4147       0.6120   169.1
0.4680        -182.8034    -183.4153       0.6119   169.1
0.4681        -182.8052    -183.4160       0.6108   168.8
0.4682        -182.8044    -183.4165       0.6121   169.1
0.4683        -182.8047    -183.4174       0.6127   169.3
0.4684        -182.8065    -183.4184       0.6118   169.0
0.4685        -182.8069    -183.4194       0.6125   169.2
0.4686        -182.8071    -183.4206       0.6135   169.5
0.4687        -182.8064    -183.4218       0.6154   170.0
0.4688        -182.8054    -183.4228       0.6174   170.6
0.4689        -182.8064    -183.4242       0.6178   170.7
0.4690        -182.8066    -183.4256       0.6190   171.0
0.4691        -182.8079    -183.4270       0.6191   171.1
0.4692        -182.8063    -183.4286       0.6223   171.9
0.4693        -182.8045    -183.4302       0.6257   172.9
0.4694        -182.8026    -183.4320       0.6293   173.9
0.4695        -182.8008    -183.4333       0.6325   174.8
0.4696        -182.8022    -183.4350       0.6328   174.8
0.4697        -182.8040    -183.4368       0.6328   174.8
0.4698        -182.8032    -183.4386       0.6354   175.6
0.4699        -182.8011    -183.4405       0.6394   176.7
0.4700        -182.8020    -183.4424       0.6404   176.9
0.4701        -182.8030    -183.4440       0.6411   177.1
0.4702        -182.8034    -183.4459       0.6425   177.5
0.4703        -182.8031    -183.4478       0.6447   178.1
0.4704        -182.8029    -183.4498       0.6470   178.8
0.4705        -182.8010    -183.4518       0.6509   179.8
0.4706        -182.7999    -183.4538       0.6540   180.7
0.4707        -182.8028    -183.4556       0.6527   180.4
0.4708        -182.8026    -183.4575       0.6550   181.0
0.4709        -182.8060    -183.4595       0.6536   180.6
0.4710        -182.8022    -183.4615       0.6594   182.2
0.4711        -182.8040    -183.4635       0.6595   182.2
0.4712        -182.8047    -183.4656       0.6608   182.6
0.4713        -182.8020    -183.4672       0.6653   183.8
0.4714        -182.8013    -183.4692       0.6678   184.5
0.4715        -182.8013    -183.4711       0.6698   185.1
0.4716        -182.8005    -183.4729       0.6724   185.8
0.4717        -182.8006    -183.4748       0.6742   186.3
0.4718        -182.8012    -183.4767       0.6755   186.6
0.4719        -182.8020    -183.4781       0.6762   186.8
0.4720        -182.8014    -183.4798       0.6785   187.5
0.4721        -182.8023    -183.4815       0.6792   187.7
0.4722        -182.8049    -183.4832       0.6783   187.4
0.4723        -182.8032    -183.4848       0.6816   188.3
0.4724        -182.8026    -183.4865       0.6839   188.9
0.4725        -182.8032    -183.4877       0.6844   189.1
0.4726        -182.8033    -183.4891       0.6858   189.5
0.4727        -182.8020    -183.4905       0.6886   190.2
0.4728        -182.8039    -183.4919       0.6879   190.1
0.4729        -182.8031    -183.4931       0.6900   190.7
0.4730        -182.8028    -183.4944       0.6916   191.1
0.4731        -182.8034    -183.4952       0.6917   191.1
0.4732        -182.8010    -183.4962       0.6952   192.1
0.4733        -182.8011    -183.4971       0.6960   192.3
0.4734        -182.7980    -183.4980       0.7000   193.4
0.4735        -182.7990    -183.4988       0.6999   193.4
0.4736        -182.7990    -183.4996       0.7006   193.6
0.4737        -182.7973    -183.4999       0.7026   194.1
0.4738        -182.7972    -183.5004       0.7032   194.3
0.4739        -182.7981    -183.5008       0.7028   194.2
0.4740        -182.7969    -183.5012       0.7043   194.6
0.4741        -182.7960    -183.5014       0.7054   194.9
0.4742        -182.7952    -183.5016       0.7063   195.2
0.4743        -182.7954    -183.5013       0.7060   195.1
0.4744        -182.7952    -183.5012       0.7060   195.1
0.4745        -182.7948    -183.5010       0.7062   195.1
0.4746        -182.7928    -183.5007       0.7079   195.6
0.4747        -182.7927    -183.5004       0.7077   195.5
0.4748        -182.7924    -183.4999       0.7075   195.5
0.4749        -182.7922    -183.4991       0.7068   195.3
0.4750        -182.7923    -183.4983       0.7060   195.1
0.4751        -182.7945    -183.4976       0.7030   194.2
0.4752        -182.7949    -183.4967       0.7018   193.9
0.4753        -182.7946    -183.4958       0.7011   193.7
0.4754        -182.7955    -183.4948       0.6993   193.2
0.4755        -182.7958    -183.4934       0.6976   192.8
0.4756        -182.7966    -183.4921       0.6955   192.2
0.4757        -182.7975    -183.4908       0.6933   191.6
0.4758        -182.7981    -183.4894       0.6913   191.0
0.4759        -182.7976    -183.4879       0.6903   190.7
0.4760        -182.7987    -183.4861       0.6874   189.9
0.4761        -182.7978    -183.4844       0.6866   189.7
0.4762        -182.7964    -183.4826       0.6862   189.6
0.4763        -182.7960    -183.4808       0.6848   189.2
0.4764        -182.7955    -183.4789       0.6833   188.8
0.4765        -182.7957    -183.4769       0.6812   188.2
0.4766        -182.7946    -183.4749       0.6803   188.0
0.4767        -182.7951    -183.4725       0.6774   187.2
0.4768        -182.7947    -183.4704       0.6757   186.7
0.4769        -182.7947    -183.4682       0.6735   186.1
0.4770        -182.7938    -183.4660       0.6721   185.7
0.4771        -182.7957    -183.4638       0.6680   184.6
0.4772        -182.7941    -183.4615       0.6674   184.4
0.4773        -182.7936    -183.4592       0.6656   183.9
0.4774        -182.7951    -183.4567       0.6616   182.8
0.4775        -182.7960    -183.4543       0.6583   181.9
0.4776        -182.7960    -183.4519       0.6559   181.2
0.4777        -182.7955    -183.4495       0.6540   180.7
0.4778        -182.7929    -183.4472       0.6543   180.8
0.4779        -182.7929    -183.4448       0.6519   180.1
0.4780        -182.7913    -183.4421       0.6509   179.8
0.4781        -182.7909    -183.4398       0.6488   179.3
0.4782        -182.7925    -183.4374       0.6449   178.2
0.4783        -182.7907    -183.4351       0.6444   178.0
0.4784        -182.7895    -183.4328       0.6433   177.7
0.4785        -182.7886    -183.4306       0.6420   177.4
0.4786        -182.7884    -183.4282       0.6398   176.8
0.4787        -182.7875    -183.4261       0.6386   176.4
0.4788        -182.7858    -183.4240       0.6382   176.3
0.4789        -182.7877    -183.4220       0.6343   175.2
0.4790        -182.7854    -183.4200       0.6347   175.4
0.4791        -182.7850    -183.4182       0.6332   174.9
0.4792        -182.7861    -183.4164       0.6303   174.2
0.4793        -182.7819    -183.4144       0.6326   174.8
0.4794        -182.7803    -183.4129       0.6326   174.8
0.4795        -182.7792    -183.4114       0.6322   174.7
0.4796        -182.7778    -183.4100       0.6322   174.7
0.4797        -182.7777    -183.4087       0.6310   174.3
0.4798        -182.7784    -183.4076       0.6292   173.8
0.4799        -182.7772    -183.4066       0.6293   173.9
0.4800        -182.7804    -183.4057       0.6253   172.8
0.4801        -182.7814    -183.4048       0.6234   172.2
0.4802        -182.7797    -183.4040       0.6242   172.5
0.4803        -182.7819    -183.4034       0.6215   171.7
0.4804        -182.7826    -183.4030       0.6204   171.4
0.4805        -182.7819    -183.4027       0.6208   171.5
0.4806        -182.7835    -183.4026       0.6191   171.0
0.4807        -182.7838    -183.4026       0.6188   171.0
0.4808        -182.7857    -183.4028       0.6171   170.5
0.4809        -182.7873    -183.4032       0.6158   170.2
0.4810        -182.7868    -183.4037       0.6169   170.4
0.4811        -182.7871    -183.4043       0.6173   170.5
0.4812        -182.7839    -183.4051       0.6212   171.6
0.4813        -182.7834    -183.4060       0.6227   172.0
0.4814        -182.7817    -183.4071       0.6254   172.8
0.4815        -182.7822    -183.4084       0.6262   173.0
0.4816        -182.7807    -183.4098       0.6291   173.8
0.4817        -182.7792    -183.4114       0.6322   174.7
0.4818        -182.7786    -183.4132       0.6347   175.4
0.4819        -182.7789    -183.4152       0.6363   175.8
0.4820        -182.7772    -183.4174       0.6401   176.9
0.4821        -182.7777    -183.4196       0.6419   177.4
0.4822        -182.7784    -183.4220       0.6436   177.8
0.4823        -182.7794    -183.4246       0.6452   178.3
0.4824        -182.7812    -183.4273       0.6462   178.5
0.4825        -182.7806    -183.4302       0.6496   179.5
0.4826        -182.7800    -183.4332       0.6532   180.5
0.4827        -182.7791    -183.4364       0.6573   181.6
0.4828        -182.7775    -183.4397       0.6621   182.9
0.4829        -182.7745    -183.4431       0.6686   184.7
0.4830        -182.7752    -183.4467       0.6715   185.5
0.4831        -182.7731    -183.4504       0.6773   187.1
0.4832        -182.7718    -183.4542       0.6824   188.5
0.4833        -182.7727    -183.4580       0.6854   189.4
0.4834        -182.7712    -183.4621       0.6908   190.9
0.4835        -182.7720    -183.4662       0.6942   191.8
0.4836        -182.7719    -183.4704       0.6985   193.0
0.4837        -182.7716    -183.4747       0.7032   194.3
0.4838        -182.7736    -183.4791       0.7055   194.9
0.4839        -182.7740    -183.4836       0.7096   196.1
0.4840        -182.7721    -183.4881       0.7161   197.8
0.4841        -182.7725    -183.4927       0.7202   199.0
0.4842        -182.7732    -183.4973       0.7241   200.1
0.4843        -182.7736    -183.5020       0.7284   201.3
0.4844        -182.7742    -183.5067       0.7325   202.4
0.4845        -182.7741    -183.5115       0.7374   203.7
0.4846        -182.7745    -183.5163       0.7418   205.0
0.4847        -182.7735    -183.5210       0.7475   206.5
0.4848        -182.7750    -183.5258       0.7508   207.5
0.4849        -182.7750    -183.5306       0.7556   208.8
0.4850        -182.7761    -183.5354       0.7594   209.8
0.4851        -182.7750    -183.5403       0.7652   211.4
0.4852        -182.7743    -183.5451       0.7708   213.0
0.4853        -182.7744    -183.5499       0.7755   214.3
0.4854        -182.7768    -183.5546       0.7778   214.9
0.4855        -182.7785    -183.5594       0.7809   215.8
0.4856        -182.7796    -183.5641       0.7845   216.7
0.4857        -182.7787    -183.5687       0.7900   218.3
0.4858        -182.7769    -183.5733       0.7965   220.1
0.4859        -182.7767    -183.5779       0.8012   221.4
0.4860        -182.7748    -183.5824       0.8077   223.2
0.4861        -182.7753    -183.5869       0.8117   224.3
0.4862        -182.7721    -183.5914       0.8193   226.4
0.4863        -182.7721    -183.5958       0.8237   227.6
0.4864        -182.7735    -183.6001       0.8267   228.4
0.4865        -182.7769    -183.6044       0.8275   228.6
0.4866        -182.7752    -183.6085       0.8333   230.2
0.4867        -182.7746    -183.6126       0.8380   231.5
0.4868        -182.7704    -183.6166       0.8462   233.8
0.4869        -182.7692    -183.6205       0.8512   235.2
0.4870        -182.7687    -183.6243       0.8556   236.4
0.4871        -182.7657    -183.6279       0.8622   238.2
0.4872        -182.7667    -183.6315       0.8649   239.0
0.4873        -182.7660    -183.6350       0.8690   240.1
0.4874        -182.7620    -183.6384       0.8764   242.2
0.4875        -182.7581    -183.6416       0.8835   244.1
0.4876        -182.7559    -183.6448       0.8889   245.6
0.4877        -182.7581    -183.6478       0.8897   245.8
0.4878        -182.7561    -183.6507       0.8946   247.2
0.4879        -182.7579    -183.6535       0.8956   247.4
0.4880        -182.7576    -183.6561       0.8985   248.3
0.4881        -182.7596    -183.6586       0.8989   248.4
0.4882        -182.7586    -183.6609       0.9023   249.3
0.4883        -182.7616    -183.6631       0.9015   249.1
0.4884        -182.7597    -183.6651       0.9055   250.2
0.4885        -182.7580    -183.6670       0.9090   251.2
0.4886        -182.7597    -183.6687       0.9090   251.1
0.4887        -182.7598    -183.6702       0.9104   251.5
0.4888        -182.7584    -183.6717       0.9132   252.3
0.4889        -182.7607    -183.6730       0.9123   252.1
0.4890        -182.7602    -183.6741       0.9139   252.5
0.4891        -182.7591    -183.6751       0.9160   253.1
0.4892        -182.7590    -183.6760       0.9170   253.4
0.4893        -182.7614    -183.6767       0.9153   252.9
0.4894        -182.7596    -183.6772       0.9176   253.5
0.4895        -182.7598    -183.6776       0.9178   253.6
0.4896        -182.7598    -183.6779       0.9181   253.7
0.4897        -182.7588    -183.6780       0.9192   254.0
0.4898        -182.7587    -183.6779       0.9192   254.0
0.4899        -182.7564    -183.6777       0.9214   254.6
0.4900        -182.7578    -183.6774       0.9196   254.1
0.4901        -182.7583    -183.6769       0.9186   253.8
0.4902        -182.7599    -183.6763       0.9164   253.2
0.4903        -182.7578    -183.6756       0.9178   253.6
0.4904        -182.7571    -183.6748       0.9177   253.6
0.4905        -182.7535    -183.6739       0.9204   254.3
0.4906        -182.7557    -183.6728       0.9172   253.4
0.4907        -182.7545    -183.6717       0.9172   253.4
0.4908        -182.7544    -183.6704       0.9160   253.1
0.4909        -182.7534    -183.6688       0.9154   252.9
0.4910        -182.7531    -183.6673       0.9141   252.6
0.4911        -182.7536    -183.6657       0.9121   252.0
0.4912        -182.7495    -183.6641       0.9146   252.7
0.4913        -182.7492    -183.6624       0.9132   252.3
0.4914        -182.7472    -183.6601       0.9130   252.2
0.4915        -182.7479    -183.6581       0.9102   251.5
0.4916        -182.7480    -183.6561       0.9081   250.9
0.4917        -182.7442    -183.6540       0.9098   251.4
0.4918        -182.7428    -183.6515       0.9086   251.1
0.4919        -182.7439    -183.6491       0.9052   250.1
0.4920        -182.7441    -183.6468       0.9026   249.4
0.4921        -182.7437    -183.6444       0.9007   248.9
0.4922        -182.7410    -183.6414       0.9004   248.8
0.4923        -182.7411    -183.6387       0.8976   248.0
0.4924        -182.7421    -183.6361       0.8940   247.0
0.4925        -182.7394    -183.6335       0.8941   247.0
0.4926        -182.7371    -183.6302       0.8931   246.8
0.4927        -182.7383    -183.6273       0.8890   245.6
0.4928        -182.7390    -183.6245       0.8855   244.7
0.4929        -182.7423    -183.6217       0.8794   243.0
0.4930        -182.7410    -183.6183       0.8773   242.4
0.4931        -182.7378    -183.6153       0.8775   242.5
0.4932        -182.7383    -183.6124       0.8741   241.5
0.4933        -182.7400    -183.6095       0.8695   240.2
0.4934        -182.7386    -183.6061       0.8676   239.7
0.4935        -182.7371    -183.6031       0.8660   239.3
0.4936        -182.7387    -183.6001       0.8614   238.0
0.4937        -182.7375    -183.5972       0.8597   237.5
0.4938        -182.7407    -183.5939       0.8532   235.7
0.4939        -182.7420    -183.5908       0.8489   234.5
0.4940        -182.7419    -183.5878       0.8460   233.7
0.4941        -182.7408    -183.5849       0.8441   233.2
0.4942        -182.7402    -183.5815       0.8413   232.5
0.4943        -182.7390    -183.5785       0.8394   231.9
0.4944        -182.7393    -183.5755       0.8361   231.0
0.4945        -182.7414    -183.5725       0.8311   229.6
0.4946        -182.7410    -183.5692       0.8282   228.8
0.4947        -182.7410    -183.5662       0.8252   228.0
0.4948        -182.7430    -183.5633       0.8203   226.7
0.4949        -182.7410    -183.5605       0.8196   226.4
0.4950        -182.7392    -183.5574       0.8182   226.1
0.4951        -182.7357    -183.5546       0.8190   226.3
0.4952        -182.7338    -183.5519       0.8181   226.0
0.4953        -182.7342    -183.5493       0.8151   225.2
0.4954        -182.7335    -183.5468       0.8133   224.7
0.4955        -182.7321    -183.5437       0.8117   224.3
0.4956        -182.7313    -183.5412       0.8099   223.8
0.4957        -182.7298    -183.5387       0.8089   223.5
0.4958        -182.7295    -183.5363       0.8068   222.9
0.4959        -182.7299    -183.5340       0.8041   222.2
0.4960        -182.7301    -183.5314       0.8014   221.4
0.4961        -182.7288    -183.5292       0.8004   221.1
0.4962        -182.7258    -183.5270       0.8012   221.4
0.4963        -182.7248    -183.5250       0.8002   221.1
0.4964        -182.7292    -183.5231       0.7939   219.4
0.4965        -182.7270    -183.5209       0.7939   219.3
0.4966        -182.7274    -183.5191       0.7917   218.7
0.4967        -182.7278    -183.5173       0.7895   218.1
0.4968        -182.7272    -183.5157       0.7884   217.8
0.4969        -182.7273    -183.5141       0.7868   217.4
0.4970        -182.7245    -183.5127       0.7881   217.8
0.4971        -182.7257    -183.5109       0.7852   217.0
0.4972        -182.7269    -183.5096       0.7827   216.3
0.4973        -182.7280    -183.5083       0.7803   215.6
0.4974        -182.7265    -183.5071       0.7806   215.7
0.4975        -182.7252    -183.5060       0.7808   215.7
0.4976        -182.7260    -183.5050       0.7790   215.2
0.4977        -182.7262    -183.5040       0.7778   214.9
0.4978        -182.7275    -183.5031       0.7756   214.3
0.4979        -182.7274    -183.5023       0.7748   214.1
0.4980        -182.7283    -183.5015       0.7732   213.6
0.4981        -182.7269    -183.5008       0.7739   213.8
0.4982        -182.7291    -183.5003       0.7712   213.1
0.4983        -182.7296    -183.4998       0.7702   212.8
0.4984        -182.7294    -183.4995       0.7701   212.8
0.4985        -182.7303    -183.4993       0.7690   212.5
0.4986        -182.7321    -183.4991       0.7670   211.9
0.4987        -182.7308    -183.4991       0.7682   212.3
0.4988        -182.7303    -183.4991       0.7688   212.4
0.4989        -182.7322    -183.4993       0.7670   211.9
0.4990        -182.7286    -183.4995       0.7708   213.0
0.4991        -182.7307    -183.4998       0.7690   212.5
0.4992        -182.7279    -183.5001       0.7723   213.4
0.4993        -182.7283    -183.5006       0.7723   213.4
0.4994        -182.7288    -183.5011       0.7723   213.4
0.4995        -182.7288    -183.5018       0.7730   213.6
0.4996        -182.7296    -183.5025       0.7729   213.6
0.4997        -182.7284    -183.5033       0.7750   214.1
0.4998        -182.7287    -183.5043       0.7756   214.3
0.4999        -182.7272    -183.5052       0.7780   215.0
0.5000        -182.7257    -183.5063       0.7805   215.7
0.5001        -182.7271    -183.5074       0.7803   215.6
0.5002        -182.7258    -183.5086       0.7828   216.3
0.5003        -182.7269    -183.5099       0.7830   216.3
0.5004        -182.7266    -183.5112       0.7846   216.8
0.5005        -182.7279    -183.5126       0.7847   216.8
0.5006        -182.7287    -183.5141       0.7855   217.0
0.5007        -182.7302    -183.5157       0.7855   217.0
0.5008        -182.7317    -183.5173       0.7856   217.1
0.5009        -182.7339    -183.5189       0.7850   216.9
0.5010        -182.7364    -183.5206       0.7842   216.7
0.5011        -182.7364    -183.5223       0.7859   217.1
0.5012        -182.7382    -183.5241       0.7858   217.1
0.5013        -182.7375    -183.5259       0.7884   217.8
0.5014        -182.7355    -183.5277       0.7922   218.9
0.5015        -182.7381    -183.5296       0.7915   218.7
0.5016        -182.7401    -183.5315       0.7914   218.7
0.5017        -182.7398    -183.5334       0.7936   219.3
0.5018        -182.7387    -183.5353       0.7966   220.1
0.5019        -182.7397    -183.5372       0.7975   220.3
0.5020        -182.7410    -183.5392       0.7982   220.5
0.5021        -182.7426    -183.5411       0.7985   220.6
0.5022        -182.7421    -183.5431       0.8010   221.3
0.5023        -182.7419    -183.5451       0.8032   221.9
0.5024        -182.7411    -183.5471       0.8061   222.7
0.5025        -182.7423    -183.5491       0.8068   222.9
0.5026        -182.7419    -183.5511       0.8092   223.6
0.5027        -182.7391    -183.5531       0.8140   224.9
0.5028        -182.7391    -183.5551       0.8160   225.5
0.5029        -182.7414    -183.5570       0.8156   225.3
0.5030        -182.7408    -183.5590       0.8182   226.1
0.5031        -182.7408    -183.5609       0.8201   226.6
0.5032        -182.7416    -183.5628       0.8211   226.9
0.5033        -182.7403    -183.5646       0.8243   227.7
0.5034        -182.7382    -183.5664       0.8282   228.8
0.5035        -182.7403    -183.5681       0.8278   228.7
0.5036        -182.7424    -183.5698       0.8274   228.6
0.5037        -182.7460    -183.5715       0.8254   228.1
0.5038        -182.7448    -183.5731       0.8283   228.9
